observation_id,grain,season,source_record_id,source_player_id,source_match_id,source_team_id,fixture_attachment_status,fixture_entity_id,home_team_attachment_status,home_team_entity_id,away_team_attachment_status,away_team_entity_id,source_player_identity_status,player_attachment_status,player_entity_id,player_source_identity_ref,team_attachment_status,team_season_id,attachment_basis_player
player_season/1,player_season,2020-21,,21205,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,21205,UNRESOLVED,,no existing verified Player Research closure
player_season/2,player_season,2020-21,,79852,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,79852,UNRESOLVED,,no existing verified Player Research closure
player_season/3,player_season,2020-21,,98980,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,98980,UNRESOLVED,,no existing verified Player Research closure
player_season/4,player_season,2020-21,,199796,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,199796,UNRESOLVED,,no existing verified Player Research closure
player_season/5,player_season,2020-21,,47390,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,47390,UNRESOLVED,,no existing verified Player Research closure
player_season/6,player_season,2020-21,,199798,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,199798,UNRESOLVED,,no existing verified Player Research closure
player_season/7,player_season,2020-21,,149484,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,149484,UNRESOLVED,,no existing verified Player Research closure
player_season/8,player_season,2020-21,,169359,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,169359,UNRESOLVED,,no existing verified Player Research closure
player_season/9,player_season,2020-21,,108156,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,108156,UNRESOLVED,,no existing verified Player Research closure
player_season/10,player_season,2020-21,,37339,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,37339,UNRESOLVED,,no existing verified Player Research closure
player_season/11,player_season,2020-21,,123354,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,123354,UNRESOLVED,,no existing verified Player Research closure
player_season/12,player_season,2020-21,,230046,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,230046,UNRESOLVED,,no existing verified Player Research closure
player_season/13,player_season,2020-21,,122806,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,122806,UNRESOLVED,,no existing verified Player Research closure
player_season/14,player_season,2020-21,,114283,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,114283,UNRESOLVED,,no existing verified Player Research closure
player_season/15,player_season,2020-21,,148508,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,148508,UNRESOLVED,,no existing verified Player Research closure
player_season/16,player_season,2020-21,,184704,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,184704,UNRESOLVED,,no existing verified Player Research closure
player_season/17,player_season,2020-21,,88894,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,88894,UNRESOLVED,,no existing verified Player Research closure
player_season/18,player_season,2020-21,,193488,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,193488,UNRESOLVED,,no existing verified Player Research closure
player_season/19,player_season,2020-21,,122775,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,122775,UNRESOLVED,,no existing verified Player Research closure
player_season/20,player_season,2020-21,,232653,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,232653,UNRESOLVED,,no existing verified Player Research closure
player_season/21,player_season,2020-21,,481624,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,481624,UNRESOLVED,,no existing verified Player Research closure
player_season/22,player_season,2020-21,,478912,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,478912,UNRESOLVED,,no existing verified Player Research closure
player_season/23,player_season,2020-21,,465390,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,465390,UNRESOLVED,,no existing verified Player Research closure
player_season/24,player_season,2020-21,,213345,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,213345,UNRESOLVED,,no existing verified Player Research closure
player_season/25,player_season,2020-21,,178301,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,178301,UNRESOLVED,,no existing verified Player Research closure
player_season/26,player_season,2020-21,,110504,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,110504,UNRESOLVED,,no existing verified Player Research closure
player_season/27,player_season,2020-21,,221239,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,221239,UNRESOLVED,,no existing verified Player Research closure
player_season/28,player_season,2020-21,,80201,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,80201,UNRESOLVED,,no existing verified Player Research closure
player_season/29,player_season,2020-21,,115918,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,115918,UNRESOLVED,,no existing verified Player Research closure
player_season/30,player_season,2020-21,,131897,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,131897,UNRESOLVED,,no existing verified Player Research closure
player_season/31,player_season,2020-21,,98745,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,98745,UNRESOLVED,,no existing verified Player Research closure
player_season/32,player_season,2020-21,,192895,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,192895,UNRESOLVED,,no existing verified Player Research closure
player_season/33,player_season,2020-21,,226597,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,226597,UNRESOLVED,,no existing verified Player Research closure
player_season/34,player_season,2020-21,,156074,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,156074,UNRESOLVED,,no existing verified Player Research closure
player_season/35,player_season,2020-21,,58822,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,58822,UNRESOLVED,,no existing verified Player Research closure
player_season/36,player_season,2020-21,,101184,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,101184,UNRESOLVED,,no existing verified Player Research closure
player_season/37,player_season,2020-21,,92371,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,92371,UNRESOLVED,,no existing verified Player Research closure
player_season/38,player_season,2020-21,,41270,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,41270,UNRESOLVED,,no existing verified Player Research closure
player_season/39,player_season,2020-21,,223340,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,223340,UNRESOLVED,,no existing verified Player Research closure
player_season/40,player_season,2020-21,,182539,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,182539,UNRESOLVED,,no existing verified Player Research closure
player_season/41,player_season,2020-21,,184029,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,184029,UNRESOLVED,,no existing verified Player Research closure
player_season/42,player_season,2020-21,,167199,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,167199,UNRESOLVED,,no existing verified Player Research closure
player_season/43,player_season,2020-21,,153256,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,153256,UNRESOLVED,,no existing verified Player Research closure
player_season/44,player_season,2020-21,,209289,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,209289,UNRESOLVED,,no existing verified Player Research closure
player_season/45,player_season,2020-21,,84450,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,84450,UNRESOLVED,,no existing verified Player Research closure
player_season/46,player_season,2020-21,,439482,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,439482,UNRESOLVED,,no existing verified Player Research closure
player_season/47,player_season,2020-21,,59966,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,59966,UNRESOLVED,,no existing verified Player Research closure
player_season/48,player_season,2020-21,,47431,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,47431,UNRESOLVED,,no existing verified Player Research closure
player_season/49,player_season,2020-21,,54694,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,54694,UNRESOLVED,,no existing verified Player Research closure
player_season/50,player_season,2020-21,,195735,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,195735,UNRESOLVED,,no existing verified Player Research closure
player_season/51,player_season,2020-21,,200641,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,200641,UNRESOLVED,,no existing verified Player Research closure
player_season/52,player_season,2020-21,,205533,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,205533,UNRESOLVED,,no existing verified Player Research closure
player_season/53,player_season,2020-21,,444145,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,444145,UNRESOLVED,,no existing verified Player Research closure
player_season/54,player_season,2020-21,,49262,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,49262,UNRESOLVED,,no existing verified Player Research closure
player_season/55,player_season,2020-21,,215059,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,215059,UNRESOLVED,,no existing verified Player Research closure
player_season/56,player_season,2020-21,,108813,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,108813,UNRESOLVED,,no existing verified Player Research closure
player_season/57,player_season,2020-21,,209288,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,209288,UNRESOLVED,,no existing verified Player Research closure
player_season/58,player_season,2020-21,,232792,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,232792,UNRESOLVED,,no existing verified Player Research closure
player_season/59,player_season,2020-21,,198869,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,198869,UNRESOLVED,,no existing verified Player Research closure
player_season/60,player_season,2020-21,,110735,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,110735,UNRESOLVED,,no existing verified Player Research closure
player_season/61,player_season,2020-21,,83299,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,83299,UNRESOLVED,,no existing verified Player Research closure
player_season/62,player_season,2020-21,,442229,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,442229,UNRESOLVED,,no existing verified Player Research closure
player_season/63,player_season,2020-21,,78916,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,78916,UNRESOLVED,,no existing verified Player Research closure
player_season/64,player_season,2020-21,,111478,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,111478,UNRESOLVED,,no existing verified Player Research closure
player_season/65,player_season,2020-21,,227127,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,227127,UNRESOLVED,,no existing verified Player Research closure
player_season/66,player_season,2020-21,,243016,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,243016,UNRESOLVED,,no existing verified Player Research closure
player_season/67,player_season,2020-21,,60307,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,60307,UNRESOLVED,,no existing verified Player Research closure
player_season/68,player_season,2020-21,,39155,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,39155,UNRESOLVED,,no existing verified Player Research closure
player_season/69,player_season,2020-21,,243505,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,243505,UNRESOLVED,,no existing verified Player Research closure
player_season/70,player_season,2020-21,,235382,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,235382,UNRESOLVED,,no existing verified Player Research closure
player_season/71,player_season,2020-21,,109345,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,109345,UNRESOLVED,,no existing verified Player Research closure
player_season/72,player_season,2020-21,,66242,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,66242,UNRESOLVED,,no existing verified Player Research closure
player_season/73,player_season,2020-21,,486672,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,486672,UNRESOLVED,,no existing verified Player Research closure
player_season/74,player_season,2020-21,,440241,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,440241,UNRESOLVED,,no existing verified Player Research closure
player_season/75,player_season,2020-21,,465572,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,465572,UNRESOLVED,,no existing verified Player Research closure
player_season/76,player_season,2020-21,,244848,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,244848,UNRESOLVED,,no existing verified Player Research closure
player_season/77,player_season,2020-21,,233425,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,233425,UNRESOLVED,,no existing verified Player Research closure
player_season/78,player_season,2020-21,,115382,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,115382,UNRESOLVED,,no existing verified Player Research closure
player_season/79,player_season,2020-21,,116216,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,116216,UNRESOLVED,,no existing verified Player Research closure
player_season/80,player_season,2020-21,,165210,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,165210,UNRESOLVED,,no existing verified Player Research closure
player_season/81,player_season,2020-21,,50175,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,50175,UNRESOLVED,,no existing verified Player Research closure
player_season/82,player_season,2020-21,,167473,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,167473,UNRESOLVED,,no existing verified Player Research closure
player_season/83,player_season,2020-21,,93284,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,93284,UNRESOLVED,,no existing verified Player Research closure
player_season/84,player_season,2020-21,,230127,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,230127,UNRESOLVED,,no existing verified Player Research closure
player_season/85,player_season,2020-21,,204676,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,204676,UNRESOLVED,,no existing verified Player Research closure
player_season/86,player_season,2020-21,,98747,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,98747,UNRESOLVED,,no existing verified Player Research closure
player_season/87,player_season,2020-21,,220037,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,220037,UNRESOLVED,,no existing verified Player Research closure
player_season/88,player_season,2020-21,,168399,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,168399,UNRESOLVED,,no existing verified Player Research closure
player_season/89,player_season,2020-21,,68983,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,68983,UNRESOLVED,,no existing verified Player Research closure
player_season/90,player_season,2020-21,,103914,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,103914,UNRESOLVED,,no existing verified Player Research closure
player_season/91,player_season,2020-21,,17761,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,17761,UNRESOLVED,,no existing verified Player Research closure
player_season/92,player_season,2020-21,,51927,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,51927,UNRESOLVED,,no existing verified Player Research closure
player_season/93,player_season,2020-21,,39487,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,39487,UNRESOLVED,,no existing verified Player Research closure
player_season/94,player_season,2020-21,,17997,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,17997,UNRESOLVED,,no existing verified Player Research closure
player_season/95,player_season,2020-21,,41674,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,41674,UNRESOLVED,,no existing verified Player Research closure
player_season/96,player_season,2020-21,,184259,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,184259,UNRESOLVED,,no existing verified Player Research closure
player_season/97,player_season,2020-21,,218023,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,218023,UNRESOLVED,,no existing verified Player Research closure
player_season/98,player_season,2020-21,,195471,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,195471,UNRESOLVED,,no existing verified Player Research closure
player_season/99,player_season,2020-21,,40145,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,40145,UNRESOLVED,,no existing verified Player Research closure
player_season/100,player_season,2020-21,,60586,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,60586,UNRESOLVED,,no existing verified Player Research closure
player_season/101,player_season,2020-21,,172782,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,172782,UNRESOLVED,,no existing verified Player Research closure
player_season/102,player_season,2020-21,,433154,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,433154,UNRESOLVED,,no existing verified Player Research closure
player_season/103,player_season,2020-21,,90517,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,90517,UNRESOLVED,,no existing verified Player Research closure
player_season/104,player_season,2020-21,,40845,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,40845,UNRESOLVED,,no existing verified Player Research closure
player_season/105,player_season,2020-21,,60551,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,60551,UNRESOLVED,,no existing verified Player Research closure
player_season/106,player_season,2020-21,,465299,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,465299,UNRESOLVED,,no existing verified Player Research closure
player_season/107,player_season,2020-21,,461096,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,461096,UNRESOLVED,,no existing verified Player Research closure
player_season/108,player_season,2020-21,,217401,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,217401,UNRESOLVED,,no existing verified Player Research closure
player_season/109,player_season,2020-21,,60689,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,60689,UNRESOLVED,,no existing verified Player Research closure
player_season/110,player_season,2020-21,,44699,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,44699,UNRESOLVED,,no existing verified Player Research closure
player_season/111,player_season,2020-21,,44683,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,44683,UNRESOLVED,,no existing verified Player Research closure
player_season/112,player_season,2020-21,,81183,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,81183,UNRESOLVED,,no existing verified Player Research closure
player_season/113,player_season,2020-21,,461450,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,461450,UNRESOLVED,,no existing verified Player Research closure
player_season/114,player_season,2020-21,,430367,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,430367,UNRESOLVED,,no existing verified Player Research closure
player_season/115,player_season,2020-21,,105666,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,105666,UNRESOLVED,,no existing verified Player Research closure
player_season/116,player_season,2020-21,,20066,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,20066,UNRESOLVED,,no existing verified Player Research closure
player_season/117,player_season,2020-21,,42525,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,42525,UNRESOLVED,,no existing verified Player Research closure
player_season/118,player_season,2020-21,,40836,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,40836,UNRESOLVED,,no existing verified Player Research closure
player_season/119,player_season,2020-21,,55494,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,55494,UNRESOLVED,,no existing verified Player Research closure
player_season/120,player_season,2020-21,,74230,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,74230,UNRESOLVED,,no existing verified Player Research closure
player_season/121,player_season,2020-21,,49413,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,49413,UNRESOLVED,,no existing verified Player Research closure
player_season/122,player_season,2020-21,,19188,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,19188,UNRESOLVED,,no existing verified Player Research closure
player_season/123,player_season,2020-21,,40784,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,40784,UNRESOLVED,,no existing verified Player Research closure
player_season/124,player_season,2020-21,,57328,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,57328,UNRESOLVED,,no existing verified Player Research closure
player_season/125,player_season,2020-21,,19419,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,19419,UNRESOLVED,,no existing verified Player Research closure
player_season/126,player_season,2020-21,,244723,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,244723,UNRESOLVED,,no existing verified Player Research closure
player_season/127,player_season,2020-21,,58786,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,58786,UNRESOLVED,,no existing verified Player Research closure
player_season/128,player_season,2020-21,,221272,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,221272,UNRESOLVED,,no existing verified Player Research closure
player_season/129,player_season,2020-21,,223824,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,223824,UNRESOLVED,,no existing verified Player Research closure
player_season/130,player_season,2020-21,,66975,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,66975,UNRESOLVED,,no existing verified Player Research closure
player_season/131,player_season,2020-21,,55037,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,55037,UNRESOLVED,,no existing verified Player Research closure
player_season/132,player_season,2020-21,,60252,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,60252,UNRESOLVED,,no existing verified Player Research closure
player_season/133,player_season,2020-21,,86417,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,86417,UNRESOLVED,,no existing verified Player Research closure
player_season/134,player_season,2020-21,,50471,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,50471,UNRESOLVED,,no existing verified Player Research closure
player_season/135,player_season,2020-21,,50472,,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,UNRESOLVED,,50472,UNRESOLVED,,no existing verified Player Research closure
