observation_id,grain,season,source_record_id,source_player_id,source_match_id,source_team_id,fixture_attachment_status,fixture_entity_id,home_team_attachment_status,home_team_entity_id,away_team_attachment_status,away_team_entity_id,player_attachment_status,player_entity_id,team_attachment_status,team_season_id
team_match/900,team_match,2017-18,918959,,918959,10,VERIFIED,70,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/901,team_match,2017-18,918963,,918963,3,VERIFIED,71,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/902,team_match,2017-18,918963,,918963,7,VERIFIED,71,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/903,team_match,2017-18,918964,,918964,4,VERIFIED,72,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/904,team_match,2017-18,918964,,918964,20,VERIFIED,72,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/905,team_match,2017-18,918965,,918965,6,VERIFIED,73,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/906,team_match,2017-18,918965,,918965,5,VERIFIED,73,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/907,team_match,2017-18,918966,,918966,9,VERIFIED,74,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/908,team_match,2017-18,918966,,918966,19,VERIFIED,74,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/909,team_match,2017-18,918967,,918967,10,VERIFIED,75,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/910,team_match,2017-18,918967,,918967,12,VERIFIED,75,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/911,team_match,2017-18,918968,,918968,11,VERIFIED,76,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/912,team_match,2017-18,918968,,918968,15,VERIFIED,76,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/913,team_match,2017-18,918969,,918969,14,VERIFIED,77,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/914,team_match,2017-18,918969,,918969,13,VERIFIED,77,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/915,team_match,2017-18,918970,,918970,16,VERIFIED,78,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/916,team_match,2017-18,918970,,918970,8,VERIFIED,78,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/917,team_match,2017-18,918971,,918971,17,VERIFIED,79,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/918,team_match,2017-18,918971,,918971,2,VERIFIED,79,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/919,team_match,2017-18,918972,,918972,18,VERIFIED,80,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/920,team_match,2017-18,918972,,918972,1,VERIFIED,80,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/921,team_match,2017-18,918973,,918973,5,VERIFIED,81,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/922,team_match,2017-18,918973,,918973,18,VERIFIED,81,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/923,team_match,2017-18,918974,,918974,7,VERIFIED,82,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/924,team_match,2017-18,918974,,918974,1,VERIFIED,82,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/925,team_match,2017-18,918975,,918975,8,VERIFIED,83,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/926,team_match,2017-18,918975,,918975,12,VERIFIED,83,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/927,team_match,2017-18,918976,,918976,11,VERIFIED,84,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/928,team_match,2017-18,918976,,918976,4,VERIFIED,84,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/929,team_match,2017-18,918977,,918977,13,VERIFIED,85,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/930,team_match,2017-18,918977,,918977,6,VERIFIED,85,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/931,team_match,2017-18,918978,,918978,14,VERIFIED,86,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/932,team_match,2017-18,918978,,918978,19,VERIFIED,86,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/933,team_match,2017-18,918979,,918979,15,VERIFIED,87,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/934,team_match,2017-18,918979,,918979,2,VERIFIED,87,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/935,team_match,2017-18,918980,,918980,16,VERIFIED,88,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/936,team_match,2017-18,918980,,918980,9,VERIFIED,88,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/937,team_match,2017-18,918981,,918981,17,VERIFIED,89,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/938,team_match,2017-18,918981,,918981,10,VERIFIED,89,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/939,team_match,2017-18,918982,,918982,20,VERIFIED,90,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/940,team_match,2017-18,918982,,918982,3,VERIFIED,90,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/941,team_match,2017-18,918984,,918984,1,VERIFIED,91,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/942,team_match,2017-18,918984,,918984,16,VERIFIED,91,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/943,team_match,2017-18,918983,,918983,2,VERIFIED,92,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/944,team_match,2017-18,918983,,918983,5,VERIFIED,92,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/945,team_match,2017-18,918985,,918985,3,VERIFIED,93,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/946,team_match,2017-18,918985,,918985,14,VERIFIED,93,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/947,team_match,2017-18,918986,,918986,4,VERIFIED,94,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/948,team_match,2017-18,918986,,918986,13,VERIFIED,94,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/949,team_match,2017-18,918987,,918987,6,VERIFIED,95,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/950,team_match,2017-18,918987,,918987,20,VERIFIED,95,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/951,team_match,2017-18,918988,,918988,9,VERIFIED,96,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/952,team_match,2017-18,918988,,918988,7,VERIFIED,96,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/953,team_match,2017-18,918989,,918989,10,VERIFIED,97,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/954,team_match,2017-18,918989,,918989,8,VERIFIED,97,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/955,team_match,2017-18,918990,,918990,12,VERIFIED,98,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/956,team_match,2017-18,918990,,918990,17,VERIFIED,98,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/957,team_match,2017-18,918991,,918991,18,VERIFIED,99,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/958,team_match,2017-18,918991,,918991,15,VERIFIED,99,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/959,team_match,2017-18,918992,,918992,19,VERIFIED,100,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/960,team_match,2017-18,918992,,918992,11,VERIFIED,100,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/961,team_match,2017-18,918993,,918993,5,VERIFIED,101,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/962,team_match,2017-18,918993,,918993,12,VERIFIED,101,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/963,team_match,2017-18,918994,,918994,7,VERIFIED,102,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/964,team_match,2017-18,918994,,918994,18,VERIFIED,102,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/965,team_match,2017-18,918995,,918995,8,VERIFIED,103,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/966,team_match,2017-18,918995,,918995,19,VERIFIED,103,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/967,team_match,2017-18,918997,,918997,13,VERIFIED,104,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/968,team_match,2017-18,918997,,918997,2,VERIFIED,104,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/969,team_match,2017-18,918998,,918998,14,VERIFIED,105,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/970,team_match,2017-18,918998,,918998,4,VERIFIED,105,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/971,team_match,2017-18,918999,,918999,15,VERIFIED,106,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/972,team_match,2017-18,918999,,918999,9,VERIFIED,106,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/973,team_match,2017-18,919000,,919000,16,VERIFIED,107,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/974,team_match,2017-18,919000,,919000,3,VERIFIED,107,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/975,team_match,2017-18,919001,,919001,17,VERIFIED,108,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/976,team_match,2017-18,919001,,919001,6,VERIFIED,108,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/977,team_match,2017-18,919002,,919002,20,VERIFIED,109,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/978,team_match,2017-18,919002,,919002,10,VERIFIED,109,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/979,team_match,2017-18,918996,,918996,11,VERIFIED,110,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/980,team_match,2017-18,918996,,918996,1,VERIFIED,110,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/981,team_match,2017-18,919004,,919004,1,VERIFIED,111,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/982,team_match,2017-18,919004,,919004,17,VERIFIED,111,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/983,team_match,2017-18,919003,,919003,2,VERIFIED,112,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/984,team_match,2017-18,919003,,919003,8,VERIFIED,112,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/985,team_match,2017-18,919005,,919005,3,VERIFIED,113,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/986,team_match,2017-18,919005,,919005,15,VERIFIED,113,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/987,team_match,2017-18,919006,,919006,4,VERIFIED,114,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/988,team_match,2017-18,919006,,919006,16,VERIFIED,114,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/989,team_match,2017-18,919007,,919007,6,VERIFIED,115,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/990,team_match,2017-18,919007,,919007,7,VERIFIED,115,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/991,team_match,2017-18,919008,,919008,9,VERIFIED,116,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/992,team_match,2017-18,919008,,919008,11,VERIFIED,116,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/993,team_match,2017-18,919009,,919009,10,VERIFIED,117,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/994,team_match,2017-18,919009,,919009,14,VERIFIED,117,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/995,team_match,2017-18,919010,,919010,12,VERIFIED,118,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/996,team_match,2017-18,919010,,919010,13,VERIFIED,118,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/997,team_match,2017-18,919011,,919011,18,VERIFIED,119,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/998,team_match,2017-18,919011,,919011,20,VERIFIED,119,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/999,team_match,2017-18,919012,,919012,19,VERIFIED,120,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/1000,team_match,2017-18,919012,,919012,5,VERIFIED,120,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/1001,team_match,2017-18,919014,,919014,6,VERIFIED,121,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/1002,team_match,2017-18,919014,,919014,15,VERIFIED,121,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/1003,team_match,2017-18,919015,,919015,8,VERIFIED,122,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/1004,team_match,2017-18,919015,,919015,11,VERIFIED,122,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/1005,team_match,2017-18,919016,,919016,10,VERIFIED,123,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/1006,team_match,2017-18,919016,,919016,5,VERIFIED,123,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/1007,team_match,2017-18,919017,,919017,12,VERIFIED,124,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/1008,team_match,2017-18,919017,,919017,3,VERIFIED,124,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/1009,team_match,2017-18,919018,,919018,13,VERIFIED,125,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/1010,team_match,2017-18,919018,,919018,18,VERIFIED,125,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/1011,team_match,2017-18,919019,,919019,14,VERIFIED,126,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/1012,team_match,2017-18,919019,,919019,7,VERIFIED,126,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/1013,team_match,2017-18,919020,,919020,16,VERIFIED,127,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/1014,team_match,2017-18,919020,,919020,2,VERIFIED,127,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/1015,team_match,2017-18,919021,,919021,17,VERIFIED,128,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/1016,team_match,2017-18,919021,,919021,19,VERIFIED,128,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/1017,team_match,2017-18,919022,,919022,20,VERIFIED,129,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/1018,team_match,2017-18,919022,,919022,9,VERIFIED,129,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/1019,team_match,2017-18,919013,,919013,4,VERIFIED,130,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/1020,team_match,2017-18,919013,,919013,1,VERIFIED,130,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/1021,team_match,2017-18,919025,,919025,3,VERIFIED,131,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/1022,team_match,2017-18,919025,,919025,6,VERIFIED,131,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:31
team_match/1023,team_match,2017-18,919026,,919026,9,VERIFIED,132,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/1024,team_match,2017-18,919026,,919026,17,VERIFIED,132,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/1025,team_match,2017-18,919027,,919027,18,VERIFIED,133,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/1026,team_match,2017-18,919027,,919027,12,VERIFIED,133,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/1027,team_match,2017-18,919028,,919028,19,VERIFIED,134,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
team_match/1028,team_match,2017-18,919028,,919028,13,VERIFIED,134,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/1029,team_match,2017-18,919024,,919024,1,VERIFIED,135,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/1030,team_match,2017-18,919024,,919024,8,VERIFIED,135,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/1031,team_match,2017-18,919023,,919023,2,VERIFIED,136,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/1032,team_match,2017-18,919023,,919023,4,VERIFIED,136,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/1033,team_match,2017-18,919029,,919029,5,VERIFIED,137,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/1034,team_match,2017-18,919029,,919029,16,VERIFIED,137,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/1035,team_match,2017-18,919030,,919030,7,VERIFIED,138,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/1036,team_match,2017-18,919030,,919030,20,VERIFIED,138,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/1037,team_match,2017-18,919031,,919031,11,VERIFIED,139,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/1038,team_match,2017-18,919031,,919031,14,VERIFIED,139,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/1039,team_match,2017-18,919032,,919032,15,VERIFIED,140,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/1040,team_match,2017-18,919032,,919032,10,VERIFIED,140,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/1041,team_match,2017-18,919034,,919034,1,VERIFIED,141,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:3
team_match/1042,team_match,2017-18,919034,,919034,12,VERIFIED,141,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:1
team_match/1043,team_match,2017-18,919033,,919033,2,VERIFIED,142,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:91
team_match/1044,team_match,2017-18,919033,,919033,14,VERIFIED,142,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:20
team_match/1045,team_match,2017-18,919035,,919035,3,VERIFIED,143,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:36
team_match/1046,team_match,2017-18,919035,,919035,10,VERIFIED,143,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:14
team_match/1047,team_match,2017-18,919036,,919036,5,VERIFIED,144,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:8
team_match/1048,team_match,2017-18,919036,,919036,13,VERIFIED,144,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:4
team_match/1049,team_match,2017-18,919037,,919037,7,VERIFIED,145,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:11
team_match/1050,team_match,2017-18,919037,,919037,8,VERIFIED,145,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:38
team_match/1051,team_match,2017-18,919038,,919038,9,VERIFIED,146,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:13
team_match/1052,team_match,2017-18,919038,,919038,4,VERIFIED,146,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:90
team_match/1053,team_match,2017-18,919039,,919039,11,VERIFIED,147,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:43
team_match/1054,team_match,2017-18,919039,,919039,20,VERIFIED,147,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:21
team_match/1055,team_match,2017-18,919040,,919040,15,VERIFIED,148,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:110
team_match/1056,team_match,2017-18,919040,,919040,16,VERIFIED,148,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:80
team_match/1057,team_match,2017-18,919041,,919041,18,VERIFIED,149,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:57
team_match/1058,team_match,2017-18,919041,,919041,17,VERIFIED,149,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:6
team_match/1059,team_match,2017-18,919042,,919042,19,VERIFIED,150,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,VERIFIED,2017-18:35
