source_player_id,canonical_player_identity,closure_status,evidence_basis
39282,james mcarthur,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
39472,martin kelly,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
42694,jordan henderson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
43215,nathaniel clyne,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
4387,eldin jakupovic,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
44566,adam smith,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
44760,cédric soares,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
44823,junior stanislas,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
45502,alex mccarthy,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
45944,cheikhou kouyaté,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
45970,christian benteke,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
47992,andros townsend,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
49647,ashley westwood,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
50070,alexandre lacazette,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
50294,luka milivojevic,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
50480,chris wood,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
51498,pierre-emerick aubameyang,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
51501,joel matip,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
52741,willy caballero,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
547410,martin ødegaard,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
548050,saman ghoddos,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
548188,lewis cook,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
548660,philip billing,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
55123,pontus jansson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
555386,ollie watkins,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
555406,james bree,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
55570,shane duffy,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
556904,marvelous nakamba,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
576384,kristoffer ajer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
580550,clément lenglet,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
581610,remi matthews,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
583450,jack stacey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
58488,matej vydra,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
591620,joe lumley,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
592010,mikel merino,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
593526,nicolas pépé,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
599128,rico henry,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
606164,diogo jota,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
610766,tammy abraham,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
65953,xherdan shaqiri,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
67507,matthew lowton,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
69408,marcos alonso,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
72127,cenk tosun,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
754698,ben godfrey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
76632,,REVIEW,verified player_identity_registry.csv + existing Player Research identity semantics
768,phil bardsley,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
769333,christopher nkunku,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
770677,denis zakaria,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
773409,che adams,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
781544,mason holgate,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
788134,dean henderson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
788170,fodé ballo-touré,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
791,james milner,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
792122,josh cullen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
793167,sander berge,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
793228,rob holding,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
793988,orel mangala,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
794338,daichi kamada,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
795058,tom davies,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
795064,trent alexander-arnold,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
795228,odsonne edouard,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
798314,wesley moraes,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
798933,charlie goode,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
799251,mathias jensen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
800419,tyler adams,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
802695,ben chilwell,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
803039,donyell malen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
803174,antonee robinson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
804434,takehiro tomiyasu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
804613,connor roberts,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
805123,yoane wissa,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
808590,leon bailey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
809276,jacob bruun larsen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
814590,marcus rashford,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
814873,vitaly janelt,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
815202,ionuț radu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
815927,harry lewis,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
817957,christian pulisic,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
818073,joe aribo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
823085,kyle walker-peters,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
82566,tom cairney,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
825719,issa diop,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826134,trevoh chalobah,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826139,reiss nelson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826169,hannes delcroix,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826183,mike trésor,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826202,yan valery,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826203,malang sarr,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826204,boubacar kamara,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826215,ibrahima konaté,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
826259,bailey peacock-farrell,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
827243,axel disasi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
827362,caoimhin kelleher,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
827519,romain perraud,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
828639,daniel james,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
829570,jack harrison,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
830659,marcos senesi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
830858,keinan davis,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
833943,matt turner,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
833956,matty cash,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
835601,moise kean,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
836070,luis sinisterra,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
836694,mason mount,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
836698,ryan sessegnon,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
836705,kai havertz,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
839410,aaron ramsdale,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
843270,ben woodburn,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
845074,edouard mendy,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
845286,ismaïla sarr,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
845386,federico chiesa,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
847097,ethan ampadu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
848276,jean-philippe mateta,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
851100,jadon sancho,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
851596,justin kluivert,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
855731,david brooks,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
855817,moussa diaby,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
855864,ethan pinnock,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
856260,josh dasilva,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
856714,declan rice,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
856719,dara o'shea,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
856720,mark travers,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
858194,eddie nketiah,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
858195,sergio reguilón,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
860205,ellery balcombe,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
860764,steven benda,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
861970,kiernan dewsbury-hall,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
861972,calvin bassey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
862223,manor solomon,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
862967,cody gakpo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
864169,pau torres,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
864898,nicolò zaniolo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
864921,eberechi eze,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
865167,lloyd kelly,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
865740,chris mepham,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
867442,callum hudson-odoi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
867445,emile smith rowe,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
867583,ben brereton díaz,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
869792,gabriel magalhães,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
869856,dominik szoboszlai,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
869910,moussa djenepo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
870360,daniel muñoz,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
875295,matías viña,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
875360,hjalmar ekdal,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
877036,anass zaroury,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
877994,marc guéhi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
879674,maxence lacroix,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
879810,flynn downes,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
882604,,REVIEW,verified player_identity_registry.csv + existing Player Research identity semantics
883537,luis díaz,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
885864,frank onyeka,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
885908,reece james,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
886117,ross stewart,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
88645,mislav orsic,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
886532,siriki dembélé,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
888971,arijanet muric,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
891238,kofi balmer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
892111,shandon baptiste,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
895324,alexis mac allister,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
895576,marcus tavernier,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
901892,albert sambi lokonga,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
901907,lyle foster,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
902091,rhys williams,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
904827,benoît badiashile,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
904897,ryan gravenberch,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
904970,conor gallagher,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
906047,cheick doucouré,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
907072,mikkel damsgaard,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
907500,paris maghoma,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
907668,billy gilmour,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
911710,nathan broadhead,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
913942,romain faivre,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
914309,iliman ndiaye,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
914902,anthony gordon,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
915688,nathan ferguson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
918429,mads bidstrup,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
920379,nathan tella,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
920393,nathaniel phillips,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
920546,robert sánchez,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
921216,michael obafemi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
923894,wesley fofana,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
923973,amadou onana,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
924378,sepp van den berg,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927083,bryan mbeumo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927175,jordan beyer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927340,han-noah massengo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927353,curtis jones,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927356,neco williams,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927359,vítezslav jaros,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
927361,james garner,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
929717,mackenzie hunt,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
930666,joão virgínia,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
930775,halil dervişoğlu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
931844,chris richards,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
934235,bukayo saka,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
934354,antoine semenyo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
935543,dwight mcneil,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
936719,gavin bazunu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
941168,william saliba,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
941179,niels nkounkou,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
941757,tyrese francois,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
943645,max aarons,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
944201,marcus forss,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
946158,mohammed salisu,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
947929,jesper lindstrøm,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
948261,morgan rogers,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
949785,ibrahima diallo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
952627,anthony mancini,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
955245,harvey elliott,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
957602,riccardo calafiori,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
958916,nathan collins,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
958959,jurriën timber,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
958966,mykhailo mudryk,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
96116,kevin long,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
962053,filip jørgensen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
964119,jordan zemura,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
96535,abdoulaye doucouré,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
96538,lucas digne,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
966547,noni madueke,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
966869,aaron hickey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
966874,joe gauci,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
970366,dominic thompson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
970435,will smallbone,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
972421,keane lewis-potter,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
974505,enzo fernández,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
974553,josh benson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
974577,jhon durán,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
975937,jacob ramsey,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
976025,armel bella-kotchap,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
976037,jakub kiwior,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
976263,ian maatsen,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
978838,michael olise,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
979114,owen beck,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
979118,tyler morton,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
979563,jarrad branthwaite,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
980634,tino livramento,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
980636,miguel azeez,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
980637,taylor harwood-bellis,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
980643,james trafford,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
980649,myles peart-harris,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
982780,cole palmer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
98427,sam johnstone,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
98435,ross barkley,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
98448,jack butland,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
98449,conor coady,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
98450,nathaniel chalobah,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
988275,tyrick mitchell,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
989345,gavin kilkenny,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
990550,zeki amdouni,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991001,will dennis,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991227,calvin ramsay,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991576,reece hannam,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991582,matthew smith,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991588,kyle john,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991591,karl hein,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991599,george wickens,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
991614,ellis simms,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
993438,harry tyrer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
993451,cameron archer,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
993533,lewis richardson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
994556,carney chukwuemeka,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
994557,filip marschall,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
995654,viljami sinisalo,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996903,lucas bergström,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996904,ethan wady,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996909,josh brooking,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996910,bashir humphreys,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996911,levi colwill,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996914,harvey vale,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996958,malo gusto,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
996985,armando broja,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
997104,naouirou ahamada,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
998253,jake o'brien,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
998832,lewis dobbin,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
998835,nathan butler-oyedeji,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
998841,ethan brierley,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
