source_player_id,canonical_player_identity,closure_status,evidence_basis
1085950,tim iroegbunam,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1087748,kristian sekularac,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1087790,owen goodman,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1089388,lamare bogarde,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1089546,mauro bandeira,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1089682,ryan finnigan,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1090458,david datro fofana,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1090521,sil swinkels,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1090963,omari hutchinson,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1092974,zak sturge,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1096136,daniel jebbison,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1096447,kaide gordon,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1097425,milos kerkez,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1099074,,REVIEW,verified player_identity_registry.csv + existing Player Research identity semantics
1101362,jesurun rak-sakyi,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1101370,reece welch,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1104418,lino sousa,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1104981,kamari doyle,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1104983,lewis payne,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1104986,alex scott,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1106451,dango ouattara,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
110846,michael keane,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1109771,adam wharton,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1110078,jack henry-francis,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1110110,fabian mrozek,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1110301,jack wells-morrison,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1113799,lewis warrington,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1114837,alfie gilchrist,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1117223,maxime esteve,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1117946,tommi o'reilly,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1118002,jenson metcalfe,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
111850,wilfried zaha,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1119656,sean mcallister,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1119657,stanley mills,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
1127815,valintino adedokun,VERIFIED,verified player_identity_registry.csv + existing Player Research identity semantics
