grain,season,fixture_id,source_match_id,venue_role,source_team_id,team_season_id,fixture_attachment_status,team_attachment_status
team_match,2016-17,97,855268,HOME,15,2016-17:56,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,97,855268,AWAY,1,2016-17:3,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,98,855269,HOME,17,2016-17:6,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,98,855269,AWAY,8,2016-17:13,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,99,855270,HOME,18,2016-17:57,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,99,855270,AWAY,7,2016-17:88,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,100,855271,HOME,19,2016-17:35,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,100,855271,AWAY,10,2016-17:43,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,101,855273,HOME,1,2016-17:3,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,101,855273,AWAY,17,2016-17:6,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,102,855272,HOME,2,2016-17:91,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,102,855272,AWAY,15,2016-17:56,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,103,855274,HOME,3,2016-17:90,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,103,855274,AWAY,5,2016-17:31,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,104,855275,HOME,4,2016-17:8,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,104,855275,AWAY,6,2016-17:11,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,105,855276,HOME,7,2016-17:88,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,105,855276,AWAY,13,2016-17:20,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,106,855277,HOME,8,2016-17:13,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,106,855277,AWAY,19,2016-17:35,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,107,855278,HOME,9,2016-17:14,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,107,855278,AWAY,18,2016-17:57,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,108,855279,HOME,10,2016-17:43,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,108,855279,AWAY,12,2016-17:25,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,109,855280,HOME,16,2016-17:80,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,109,855280,AWAY,11,2016-17:1,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,110,855281,HOME,20,2016-17:21,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,110,855281,AWAY,14,2016-17:110,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,111,855282,HOME,5,2016-17:31,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,111,855282,AWAY,10,2016-17:43,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,112,855283,HOME,6,2016-17:11,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,112,855283,AWAY,16,2016-17:80,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,113,855284,HOME,11,2016-17:1,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,113,855284,AWAY,1,2016-17:3,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,114,855285,HOME,12,2016-17:25,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,114,855285,AWAY,4,2016-17:8,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,115,855286,HOME,13,2016-17:20,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,115,855286,AWAY,9,2016-17:14,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,116,855287,HOME,14,2016-17:110,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,116,855287,AWAY,2,2016-17:91,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,117,855288,HOME,15,2016-17:56,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
team_match,2016-17,117,855288,AWAY,7,2016-17:88,VERIFIED_SOURCE_MATCH_ROUTE,VERIFIED
