grain,season,source_player_id,player_attachment_status,frl_player_identity_status,player_season_source_name
player_season,2020-21,59859,UNRESOLVED,,Ilkay Gündogan
player_season,2020-21,220566,UNRESOLVED,,Rodri
player_season,2020-21,61366,UNRESOLVED,,Kevin De Bruyne
player_season,2020-21,165809,UNRESOLVED,,Bernardo Silva
player_season,2020-21,27789,UNRESOLVED,,Fernandinho
player_season,2020-21,209244,UNRESOLVED,,Phil Foden
player_season,2020-21,219265,UNRESOLVED,,Felix Nmecha
player_season,2020-21,220394,UNRESOLVED,,Tommy Doyle
player_season,2020-21,244851,UNRESOLVED,,Cole Palmer
player_season,2020-21,219291,UNRESOLVED,,Claudio Gomes
player_season,2020-21,449926,UNRESOLVED,,Adrián Bernabé
player_season,2020-21,103955,UNRESOLVED,,Raheem Sterling
player_season,2020-21,205651,UNRESOLVED,,Gabriel Jesus
player_season,2020-21,37572,UNRESOLVED,,Sergio Agüero
player_season,2020-21,224444,UNRESOLVED,,Ferran Torres
player_season,2020-21,103025,UNRESOLVED,,Riyad Mahrez
player_season,2020-21,463034,UNRESOLVED,,Liam Delap
player_season,2020-21,51940,UNRESOLVED,,David de Gea
player_season,2020-21,6744,UNRESOLVED,,Lee Grant
player_season,2020-21,172649,UNRESOLVED,,Dean Henderson
player_season,2020-21,250370,UNRESOLVED,,Nathan Bishop
player_season,2020-21,184667,UNRESOLVED,,Victor Lindelöf
player_season,2020-21,197365,UNRESOLVED,,Eric Bailly
player_season,2020-21,95658,UNRESOLVED,,Harry Maguire
player_season,2020-21,106760,UNRESOLVED,,Luke Shaw
player_season,2020-21,152590,UNRESOLVED,,Alex Telles
player_season,2020-21,214590,UNRESOLVED,,Aaron Wan-Bissaka
player_season,2020-21,232937,UNRESOLVED,,Brandon Williams
player_season,2020-21,180804,UNRESOLVED,,Axel Tuanzebe
player_season,2020-21,461566,UNRESOLVED,,Will Fish
player_season,2020-21,74208,UNRESOLVED,,Paul Pogba
player_season,2020-21,43670,UNRESOLVED,,Juan Mata
player_season,2020-21,101582,UNRESOLVED,,Fred
player_season,2020-21,141746,UNRESOLVED,,Bruno Fernandes
player_season,2020-21,200617,UNRESOLVED,,Daniel James
player_season,2020-21,62398,UNRESOLVED,,Nemanja Matic
player_season,2020-21,180184,UNRESOLVED,,Donny van de Beek
player_season,2020-21,195851,UNRESOLVED,,Scott McTominay
player_season,2020-21,465527,UNRESOLVED,,Hannibal Mejbri
player_season,2020-21,40720,UNRESOLVED,,Edinson Cavani
player_season,2020-21,148225,UNRESOLVED,,Anthony Martial
player_season,2020-21,176297,UNRESOLVED,,Marcus Rashford
