season,canonical_fixture_id,source_match_id,source_pulse_fixture_id,expected_goal_count,observed_goal_count,goal_count_match,source_event_id,source_event_type,source_event_seconds,source_event_time_label,source_event_text,source_scorer_name,source_scorer_team,source_scorer_id,source_assist_ids,source_fixture_home,source_fixture_away,source_fixture_home_score,source_fixture_away_score,source_url,retrieved_at_utc
2016-17,86,855257,14125,4,4,true,131813,goal,3768,63,"Goal!  Leicester City 2, Crystal Palace 0. Shinji Okazaki (Leicester City) right footed shot from the left side of the box to the bottom left corner.",Shinji Okazaki,Leicester City,13494,,,,3,1,https://footballapi.pulselive.com/football/fixtures/14125/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:41.818125Z
2016-17,86,855257,14125,4,4,true,131659,goal,2500,42,"Goal!  Leicester City 1, Crystal Palace 0. Ahmed Musa (Leicester City) right footed shot from outside the box to the bottom right corner. Assisted by Islam Slimani.",Ahmed Musa,Leicester City,5208,11364,,,3,1,https://footballapi.pulselive.com/football/fixtures/14125/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:41.818125Z
2016-17,87,855258,14126,3,3,true,132109,goal,4851,81,"Goal!  Liverpool 2, West Bromwich Albion 1. Gareth McAuley (West Bromwich Albion) right footed shot from very close range to the bottom left corner. Assisted by Hal Robson-Kanu   following a corner.",Gareth McAuley,West Bromwich Albion,4437,3484,,,2,1,https://footballapi.pulselive.com/football/fixtures/14126/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:42.838225Z
2016-17,87,855258,14126,3,3,true,132055,goal,2074,35,"Goal!  Liverpool 2, West Bromwich Albion 0. Philippe Coutinho (Liverpool) right footed shot from the left side of the box to the bottom left corner. Assisted by Sadio Mané.",Philippe Coutinho,Liverpool,4525,6519,,,2,1,https://footballapi.pulselive.com/football/fixtures/14126/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:42.838225Z
2016-17,87,855258,14126,3,3,true,132043,goal,1199,20,"Goal!  Liverpool 1, West Bromwich Albion 0. Sadio Mané (Liverpool) right footed shot from the centre of the box to the bottom left corner. Assisted by Roberto Firmino with a cross.",Sadio Mané,Liverpool,6519,13511,,,2,1,https://footballapi.pulselive.com/football/fixtures/14126/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:42.838225Z
2016-17,88,855259,14127,2,2,true,132182,goal,3252,55,"Goal!  Manchester City 1, Southampton 1. Kelechi Iheanacho (Manchester City) left footed shot from the centre of the box to the centre of the goal. Assisted by Leroy Sané.",Kelechi Iheanacho,Manchester City,13554,5384,,,1,1,https://footballapi.pulselive.com/football/fixtures/14127/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:43.681593Z
2016-17,88,855259,14127,2,2,true,132149,goal,1594,27,"Goal!  Manchester City 0, Southampton 1. Nathan Redmond (Southampton) right footed shot from the centre of the box to the top right corner.",Nathan Redmond,Southampton,3811,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14127/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:43.681593Z
2016-17,90,855261,14129,1,1,true,132005,goal,5628,90+4,"Goal!  West Ham United 1, Sunderland 0. Winston Reid (West Ham United) left footed shot from outside the box to the bottom right corner. Assisted by Dimitri Payet   following a corner.",Winston Reid,West Ham United,4209,5586,,,1,0,https://footballapi.pulselive.com/football/fixtures/14129/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:44.484674Z
2016-17,91,855262,14130,6,6,true,134082,goal,4217,71,"Goal!  Crystal Palace 2, Liverpool 4. Roberto Firmino (Liverpool) right footed shot from outside the box to the centre of the goal. Assisted by Jordan Henderson with a through ball.",Roberto Firmino,Liverpool,13511,3712,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,91,855262,14130,6,6,true,134049,goal,2589,44,"Goal!  Crystal Palace 2, Liverpool 3. Joël Matip (Liverpool) header from the centre of the box to the high centre of the goal. Assisted by Philippe Coutinho with a cross   following a corner.",Joël Matip,Liverpool,5375,4525,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,91,855262,14130,6,6,true,134040,goal,1924,33,"Goal!  Crystal Palace 2, Liverpool 2. James McArthur (Crystal Palace) header from the centre of the box to the bottom right corner. Assisted by Wilfried Zaha with a cross.",James McArthur,Crystal Palace,4224,4539,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,91,855262,14130,6,6,true,134031,goal,1255,21,"Goal!  Crystal Palace 1, Liverpool 2. Dejan Lovren (Liverpool) header from the centre of the box to the centre of the goal. Assisted by Philippe Coutinho with a cross   following a corner.",Dejan Lovren,Liverpool,4813,4525,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,91,855262,14130,6,6,true,134026,goal,1051,18,"Goal!  Crystal Palace 1, Liverpool 1. James McArthur (Crystal Palace) header from the centre of the box to the centre of the goal.",James McArthur,Crystal Palace,4224,,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,91,855262,14130,6,6,true,134022,goal,910,16,"Goal!  Crystal Palace 0, Liverpool 1. Emre Can (Liverpool) left footed shot from the centre of the box to the bottom right corner. Assisted by Alberto Moreno.",Emre Can,Liverpool,5001,7219,,,2,4,https://footballapi.pulselive.com/football/fixtures/14130/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:45.386563Z
2016-17,92,855263,14131,2,2,true,134204,goal,4527,76,"Goal!  Everton 2, West Ham United 0. Ross Barkley (Everton) left footed shot from the centre of the box to the bottom left corner. Assisted by Romelu Lukaku with a cross.",Ross Barkley,Everton,4115,4290,,,2,0,https://footballapi.pulselive.com/football/fixtures/14131/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:46.292700Z
2016-17,92,855263,14131,2,2,true,134172,goal,2970,50,"Goal!  Everton 1, West Ham United 0. Romelu Lukaku (Everton) header from very close range to the centre of the goal. Assisted by Yannick Bolasie.",Romelu Lukaku,Everton,4290,4763,,,2,0,https://footballapi.pulselive.com/football/fixtures/14131/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:46.292700Z
2016-17,94,855265,14133,2,2,true,133746,goal,3306,56,"Goal!  Middlesbrough 2, Bournemouth 0. Stewart Downing (Middlesbrough) right footed shot from very close range to the bottom right corner. Assisted by Álvaro Negredo with a headed pass.",Stewart Downing,Middlesbrough,2122,4805,,,2,0,https://footballapi.pulselive.com/football/fixtures/14133/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:47.156385Z
2016-17,94,855265,14133,2,2,true,133643,goal,2282,39,"Goal!  Middlesbrough 1, Bournemouth 0. Gastón Ramírez (Middlesbrough) right footed shot from the centre of the box to the centre of the goal    following a fast break.",Gastón Ramírez,Middlesbrough,4616,,,,2,0,https://footballapi.pulselive.com/football/fixtures/14133/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:47.156385Z
2016-17,95,855266,14134,2,2,true,134299,goal,3285,55,"Goal!  Southampton 0, Chelsea 2. Diego Costa (Chelsea) right footed shot from outside the box to the bottom right corner. Assisted by Eden Hazard   following a set piece situation.",Diego Costa,Chelsea,4941,4503,,,0,2,https://footballapi.pulselive.com/football/fixtures/14134/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:47.972122Z
2016-17,95,855266,14134,2,2,true,134241,goal,319,06,"Goal!  Southampton 0, Chelsea 1. Eden Hazard (Chelsea) left footed shot from a difficult angle on the right to the centre of the goal. Assisted by Victor Moses.",Eden Hazard,Chelsea,4503,3983,,,0,2,https://footballapi.pulselive.com/football/fixtures/14134/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:47.972122Z
2016-17,96,855267,14135,4,3,false,134427,goal,4345,73,"Goal!  Stoke City 3, Swansea City 1. Wilfried Bony (Stoke City) header from the right side of the six yard box to the top left corner. Assisted by Joe Allen.",Wilfried Bony,Stoke City,4838,4413,,,3,1,https://footballapi.pulselive.com/football/fixtures/14135/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:48.804326Z
2016-17,96,855267,14135,4,3,false,134355,goal,457,08,"Goal!  Stoke City 1, Swansea City 1. Wayne Routledge (Swansea City) header from very close range to the centre of the goal. Assisted by Gylfi Sigurdsson with a cross.",Wayne Routledge,Swansea City,2681,4421,,,3,1,https://footballapi.pulselive.com/football/fixtures/14135/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:48.804326Z
2016-17,96,855267,14135,4,3,false,134348,goal,169,03,"Goal!  Stoke City 1, Swansea City 0. Wilfried Bony (Stoke City) right footed shot from very close range to the top right corner. Assisted by Joe Allen   following a corner.",Wilfried Bony,Stoke City,4838,4413,,,3,1,https://footballapi.pulselive.com/football/fixtures/14135/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:48.804326Z
2016-17,97,855268,14136,5,5,true,133425,goal,4626,78,"Goal!  Sunderland 1, Arsenal 4. Alexis Sánchez (Arsenal) right footed shot from very close range to the centre of the goal. Assisted by Aaron Ramsey.",Alexis Sánchez,Arsenal,4973,3548,,,1,4,https://footballapi.pulselive.com/football/fixtures/14136/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:49.579220Z
2016-17,97,855268,14136,5,5,true,133421,goal,4518,76,"Goal!  Sunderland 1, Arsenal 3. Olivier Giroud (Arsenal) header from the centre of the box to the top left corner. Assisted by Mesut Özil with a cross   following a corner.",Olivier Giroud,Arsenal,4481,4714,,,1,4,https://footballapi.pulselive.com/football/fixtures/14136/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:49.579220Z
2016-17,97,855268,14136,5,5,true,133414,goal,4244,71,"Goal!  Sunderland 1, Arsenal 2. Olivier Giroud (Arsenal) left footed shot from the centre of the box to the centre of the goal. Assisted by Kieran Gibbs with a cross.",Olivier Giroud,Arsenal,4481,3046,,,1,4,https://footballapi.pulselive.com/football/fixtures/14136/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:49.579220Z
2016-17,97,855268,14136,5,5,true,133402,penalty goal,3887,65,"Goal!  Sunderland 1, Arsenal 1. Jermain Defoe (Sunderland) converts the penalty with a right footed shot to the top right corner.",Jermain Defoe,Sunderland,1526,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14136/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:49.579220Z
2016-17,97,855268,14136,5,5,true,133345,goal,1088,19,"Goal!  Sunderland 0, Arsenal 1. Alexis Sánchez (Arsenal) header from the centre of the box to the top left corner. Assisted by Alex Oxlade-Chamberlain with a cross.",Alexis Sánchez,Arsenal,4973,4252,,,1,4,https://footballapi.pulselive.com/football/fixtures/14136/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:49.579220Z
2016-17,98,855269,14137,2,2,true,133710,goal,2839,48,"Goal!  Tottenham Hotspur 1, Leicester City 1. Ahmed Musa (Leicester City) left footed shot from the centre of the box to the bottom left corner. Assisted by Jamie Vardy.",Ahmed Musa,Leicester City,5208,8979,,,1,1,https://footballapi.pulselive.com/football/fixtures/14137/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:50.437284Z
2016-17,98,855269,14137,2,2,true,133679,penalty goal,2595,44,"Goal!  Tottenham Hotspur 1, Leicester City 0. Vincent Janssen (Tottenham Hotspur) converts the penalty with a left footed shot to the centre of the goal.",Vincent Janssen,Tottenham Hotspur,15481,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14137/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:50.437284Z
2016-17,100,855271,14139,4,4,true,133975,goal,5343,90,"Goal!  West Bromwich Albion 0, Manchester City 4. Ilkay Gündogan (Manchester City) left footed shot from the centre of the box to the bottom right corner. Assisted by Kevin De Bruyne.",Ilkay Gündogan,Manchester City,5101,4288,,,0,4,https://footballapi.pulselive.com/football/fixtures/14139/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:52.108878Z
2016-17,100,855271,14139,4,4,true,133914,goal,4690,79,"Goal!  West Bromwich Albion 0, Manchester City 3. Ilkay Gündogan (Manchester City) left footed shot from the centre of the box to the centre of the goal.",Ilkay Gündogan,Manchester City,5101,,,,0,4,https://footballapi.pulselive.com/football/fixtures/14139/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:52.108878Z
2016-17,100,855271,14139,4,4,true,133578,goal,1642,28,"Goal!  West Bromwich Albion 0, Manchester City 2. Sergio Agüero (Manchester City) right footed shot from outside the box to the top right corner.",Sergio Agüero,Manchester City,4328,,,,0,4,https://footballapi.pulselive.com/football/fixtures/14139/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:52.108878Z
2016-17,100,855271,14139,4,4,true,133528,goal,1131,19,"Goal!  West Bromwich Albion 0, Manchester City 1. Sergio Agüero (Manchester City) right footed shot from the right side of the box to the bottom left corner. Assisted by Ilkay Gündogan with a through ball.",Sergio Agüero,Manchester City,4328,5101,,,0,4,https://footballapi.pulselive.com/football/fixtures/14139/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:52.108878Z
2016-17,101,855273,14140,2,1,false,142823,penalty goal,3035,51,"Goal!  Arsenal 1, Tottenham Hotspur 1. Harry Kane (Tottenham Hotspur) converts the penalty with a right footed shot to the centre of the goal.",Harry Kane,Tottenham Hotspur,3960,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14140/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:52.916808Z
2016-17,102,855272,14141,3,3,true,141792,penalty goal,4413,74,"Goal!  Bournemouth 1, Sunderland 2. Jermain Defoe (Sunderland) converts the penalty with a right footed shot to the top right corner.",Jermain Defoe,Sunderland,1526,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14141/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:53.892000Z
2016-17,102,855272,14141,3,3,true,140523,goal,1967,33,"Goal!  Bournemouth 1, Sunderland 1. Victor Anichebe (Sunderland) left footed shot from a difficult angle on the left to the high centre of the goal. Assisted by Jermain Defoe.",Victor Anichebe,Sunderland,2905,1526,,,1,2,https://footballapi.pulselive.com/football/fixtures/14141/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:53.892000Z
2016-17,102,855272,14141,3,3,true,139873,goal,623,11,"Goal!  Bournemouth 1, Sunderland 0. Dan Gosling (Bournemouth) with an attempt from very close range to the bottom left corner. Assisted by Adam Smith with a cross.",Dan Gosling,Bournemouth,3390,3512,,,1,2,https://footballapi.pulselive.com/football/fixtures/14141/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:53.892000Z
2016-17,103,855274,14142,5,5,true,142507,goal,5600,90+4,"Goal!  Burnley 3, Crystal Palace 2. Ashley Barnes (Burnley) left footed shot from the centre of the box to the high centre of the goal. Assisted by Jóhann Gudmundsson   following a fast break.",Ashley Barnes,Burnley,8246,6210,,,3,2,https://footballapi.pulselive.com/football/fixtures/14142/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:54.754287Z
2016-17,103,855274,14142,5,5,true,142074,penalty goal,4853,81,"Goal!  Burnley 2, Crystal Palace 2. Christian Benteke (Crystal Palace) converts the penalty with a right footed shot to the bottom left corner.",Christian Benteke,Crystal Palace,4492,,,,3,2,https://footballapi.pulselive.com/football/fixtures/14142/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:54.754287Z
2016-17,103,855274,14142,5,5,true,141370,goal,3581,60,"Goal!  Burnley 2, Crystal Palace 1. Connor Wickham (Crystal Palace) right footed shot from the centre of the box to the top right corner. Assisted by Wilfried Zaha with a cross.",Connor Wickham,Crystal Palace,4396,4539,,,3,2,https://footballapi.pulselive.com/football/fixtures/14142/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:54.754287Z
2016-17,103,855274,14142,5,5,true,139989,goal,820,14,"Goal!  Burnley 2, Crystal Palace 0. Jóhann Gudmundsson (Burnley) left footed shot from outside the box to the bottom left corner. Assisted by Sam Vokes.",Jóhann Gudmundsson,Burnley,6210,4007,,,3,2,https://footballapi.pulselive.com/football/fixtures/14142/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:54.754287Z
2016-17,103,855274,14142,5,5,true,139669,goal,78,02,"Goal!  Burnley 1, Crystal Palace 0. Sam Vokes (Burnley) right footed shot from very close range to the centre of the goal.",Sam Vokes,Burnley,4007,,,,3,2,https://footballapi.pulselive.com/football/fixtures/14142/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:54.754287Z
2016-17,104,855275,14143,5,5,true,142735,goal,3853,65,"Goal!  Chelsea 5, Everton 0. Pedro (Chelsea) left footed shot from the centre of the box to the centre of the goal.",Pedro,Chelsea,4972,,,,5,0,https://footballapi.pulselive.com/football/fixtures/14143/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:55.553311Z
2016-17,104,855275,14143,5,5,true,142724,goal,3323,56,"Goal!  Chelsea 4, Everton 0. Eden Hazard (Chelsea) left footed shot from the right side of the box to the bottom right corner. Assisted by Pedro.",Eden Hazard,Chelsea,4503,4972,,,5,0,https://footballapi.pulselive.com/football/fixtures/14143/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:55.553311Z
2016-17,104,855275,14143,5,5,true,142703,goal,2484,42,"Goal!  Chelsea 3, Everton 0. Diego Costa (Chelsea) right footed shot from the centre of the box to the bottom left corner. Assisted by Nemanja Matic with a headed pass   following a corner.",Diego Costa,Chelsea,4941,3861,,,5,0,https://footballapi.pulselive.com/football/fixtures/14143/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:55.553311Z
2016-17,104,855275,14143,5,5,true,142686,goal,1153,20,"Goal!  Chelsea 2, Everton 0. Marcos Alonso (Chelsea) left footed shot from the left side of the box to the centre of the goal. Assisted by Pedro.",Marcos Alonso,Chelsea,4093,4972,,,5,0,https://footballapi.pulselive.com/football/fixtures/14143/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:55.553311Z
2016-17,104,855275,14143,5,5,true,142685,goal,1083,19,"Goal!  Chelsea 1, Everton 0. Eden Hazard (Chelsea) right footed shot from the left side of the box to the bottom right corner. Assisted by Diego Costa.",Eden Hazard,Chelsea,4503,4941,,,5,0,https://footballapi.pulselive.com/football/fixtures/14143/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:55.553311Z
2016-17,105,855276,14144,3,3,true,143808,goal,3750,63,"Goal!  Hull City 2, Southampton 1. Michael Dawson (Hull City) header from the centre of the box to the top left corner. Assisted by Robert Snodgrass with a cross   following a set piece situation.",Michael Dawson,Hull City,2805,4558,,,2,1,https://footballapi.pulselive.com/football/fixtures/14144/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:56.469145Z
2016-17,105,855276,14144,3,3,true,143770,goal,3625,61,"Goal!  Hull City 1, Southampton 1. Robert Snodgrass (Hull City) left footed shot from the centre of the box to the bottom right corner. Assisted by Sam Clucas.",Robert Snodgrass,Hull City,4558,9100,,,2,1,https://footballapi.pulselive.com/football/fixtures/14144/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:56.469145Z
2016-17,105,855276,14144,3,3,true,143091,penalty goal,338,06,"Goal!  Hull City 0, Southampton 1. Charlie Austin (Southampton) converts the penalty with a right footed shot to the bottom left corner.",Charlie Austin,Southampton,9468,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14144/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:56.469145Z
2016-17,106,855277,14145,3,3,true,144207,goal,4299,72,"Goal!  Leicester City 1, West Bromwich Albion 2. Matt Phillips (West Bromwich Albion) left footed shot from the centre of the box to the centre of the goal.",Matt Phillips,West Bromwich Albion,4074,,,,1,2,https://footballapi.pulselive.com/football/fixtures/14145/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:57.250852Z
2016-17,106,855277,14145,3,3,true,144193,goal,3266,55,"Goal!  Leicester City 1, West Bromwich Albion 1. Islam Slimani (Leicester City) header from very close range to the bottom right corner. Assisted by Riyad Mahrez with a cross.",Islam Slimani,Leicester City,11364,8983,,,1,2,https://footballapi.pulselive.com/football/fixtures/14145/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:57.250852Z
2016-17,106,855277,14145,3,3,true,144189,goal,3085,52,"Goal!  Leicester City 0, West Bromwich Albion 1. James Morrison (West Bromwich Albion) header from the centre of the box to the bottom left corner. Assisted by Matt Phillips with a cross.",James Morrison,West Bromwich Albion,2529,4074,,,1,2,https://footballapi.pulselive.com/football/fixtures/14145/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:57.250852Z
2016-17,107,855278,14146,7,7,true,144078,goal,5407,90+1,"Goal!  Liverpool 6, Watford 1. Georginio Wijnaldum (Liverpool) left footed shot from the centre of the box to the bottom left corner    following a corner.",Georginio Wijnaldum,Liverpool,7114,,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143950,goal,4473,75,"Goal!  Liverpool 5, Watford 1. Daryl Janmaat (Watford) left footed shot from the centre of the box to the bottom left corner. Assisted by Nordin Amrabat.",Daryl Janmaat,Watford,10480,5490,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143735,goal,3592,60,"Goal!  Liverpool 5, Watford 0. Sadio Mané (Liverpool) right footed shot from the centre of the box to the centre of the goal. Assisted by Roberto Firmino.",Sadio Mané,Liverpool,6519,13511,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143702,goal,3408,57,"Goal!  Liverpool 4, Watford 0. Roberto Firmino (Liverpool) right footed shot from very close range to the centre of the goal. Assisted by Adam Lallana with a cross   following a set piece situation.",Roberto Firmino,Liverpool,13511,4618,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143392,goal,2529,43,"Goal!  Liverpool 3, Watford 0. Emre Can (Liverpool) header from the centre of the box to the bottom right corner. Assisted by Adam Lallana with a cross.",Emre Can,Liverpool,5001,4618,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143334,goal,1769,30,"Goal!  Liverpool 2, Watford 0. Philippe Coutinho (Liverpool) right footed shot from outside the box to the centre of the goal. Assisted by Roberto Firmino.",Philippe Coutinho,Liverpool,4525,13511,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,107,855278,14146,7,7,true,143302,goal,1573,27,"Goal!  Liverpool 1, Watford 0. Sadio Mané (Liverpool) header from the centre of the box to the top right corner. Assisted by Philippe Coutinho with a cross   following a corner.",Sadio Mané,Liverpool,6519,4525,,,6,1,https://footballapi.pulselive.com/football/fixtures/14146/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:58.128983Z
2016-17,108,855279,14147,2,2,true,142512,goal,5441,90+1,"Goal!  Manchester City 1, Middlesbrough 1. Marten de Roon (Middlesbrough) header from the centre of the box to the high centre of the goal. Assisted by George Friend with a cross.",Marten de Roon,Middlesbrough,19621,4003,,,1,1,https://footballapi.pulselive.com/football/fixtures/14147/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.008657Z
2016-17,108,855279,14147,2,2,true,140873,goal,2552,43,"Goal!  Manchester City 1, Middlesbrough 0. Sergio Agüero (Manchester City) left footed shot from very close range to the bottom right corner. Assisted by Kevin De Bruyne with a cross.",Sergio Agüero,Manchester City,4328,4288,,,1,1,https://footballapi.pulselive.com/football/fixtures/14147/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.008657Z
2016-17,109,855280,14148,4,4,true,144122,goal,4115,69,"Goal!  Swansea City 1, Manchester United 3. Mike van der Hoorn (Swansea City) header from the centre of the box to the bottom right corner. Assisted by Gylfi Sigurdsson with a cross   following a set piece situation.",Mike van der Hoorn,Swansea City,4877,4421,,,1,3,https://footballapi.pulselive.com/football/fixtures/14148/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.785625Z
2016-17,109,855280,14148,4,4,true,143721,goal,1967,33,"Goal!  Swansea City 0, Manchester United 3. Zlatan Ibrahimovic (Manchester United) left footed shot from the centre of the box to the high centre of the goal. Assisted by Wayne Rooney.",Zlatan Ibrahimovic,Manchester United,5772,2064,,,1,3,https://footballapi.pulselive.com/football/fixtures/14148/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.785625Z
2016-17,109,855280,14148,4,4,true,143580,goal,1238,21,"Goal!  Swansea City 0, Manchester United 2. Zlatan Ibrahimovic (Manchester United) right footed shot from outside the box to the bottom left corner. Assisted by Wayne Rooney.",Zlatan Ibrahimovic,Manchester United,5772,2064,,,1,3,https://footballapi.pulselive.com/football/fixtures/14148/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.785625Z
2016-17,109,855280,14148,4,4,true,143504,goal,844,15,"Goal!  Swansea City 0, Manchester United 1. Paul Pogba (Manchester United) right footed shot from outside the box to the top right corner.",Paul Pogba,Manchester United,3920,,,,1,3,https://footballapi.pulselive.com/football/fixtures/14148/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:09:59.785625Z
2016-17,110,855281,14149,2,1,false,142012,goal,4481,75,"Goal!  West Ham United 1, Stoke City 1. Bojan (Stoke City) right footed shot from the right side of the box to the centre of the goal. Assisted by Jonathan Walters.",Bojan,Stoke City,4898,2047,,,1,1,https://footballapi.pulselive.com/football/fixtures/14149/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:00.587889Z
2016-17,111,855282,14150,3,3,true,146817,goal,4937,83,"Goal!  Crystal Palace 1, Manchester City 2. Yaya Touré (Manchester City) right footed shot from the centre of the box to the bottom left corner. Assisted by Kevin De Bruyne with a cross   following a corner.",Yaya Touré,Manchester City,4148,4288,,,1,2,https://footballapi.pulselive.com/football/fixtures/14150/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:01.511951Z
2016-17,111,855282,14150,3,3,true,146693,goal,3910,66,"Goal!  Crystal Palace 1, Manchester City 1. Connor Wickham (Crystal Palace) left footed shot from the centre of the box to the bottom left corner. Assisted by Wilfried Zaha.",Connor Wickham,Crystal Palace,4396,4539,,,1,2,https://footballapi.pulselive.com/football/fixtures/14150/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:01.511951Z
2016-17,111,855282,14150,3,3,true,146496,goal,2288,39,"Goal!  Crystal Palace 0, Manchester City 1. Yaya Touré (Manchester City) right footed shot from the centre of the box to the top left corner. Assisted by Nolito.",Yaya Touré,Manchester City,4148,19604,,,1,2,https://footballapi.pulselive.com/football/fixtures/14150/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:01.511951Z
2016-17,112,855283,14151,2,2,true,146841,goal,5316,89,"Goal!  Everton 1, Swansea City 1. Séamus Coleman (Everton) header from the centre of the box to the top left corner.",Séamus Coleman,Everton,3600,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14151/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:02.356563Z
