season,canonical_fixture_id,source_match_id,source_pulse_fixture_id,expected_goal_count,observed_goal_count,goal_count_match,source_event_id,source_event_type,source_event_seconds,source_event_time_label,source_event_text,source_scorer_name,source_scorer_team,source_scorer_id,source_assist_ids,source_fixture_home,source_fixture_away,source_fixture_home_score,source_fixture_away_score,source_url,retrieved_at_utc
2016-17,173,855344,14212,3,2,false,165707,penalty goal,2929,49,"Goal!  Chelsea 2, Bournemouth 0. Eden Hazard (Chelsea) converts the penalty with a right footed shot to the bottom right corner.",Eden Hazard,Chelsea,4503,,,,3,0,https://footballapi.pulselive.com/football/fixtures/14212/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:54.957416Z
2016-17,173,855344,14212,3,2,false,165532,goal,1383,24,"Goal!  Chelsea 1, Bournemouth 0. Pedro (Chelsea) left footed shot from the centre of the box to the top left corner. Assisted by Cesc Fàbregas.",Pedro,Chelsea,4972,2417,,,3,0,https://footballapi.pulselive.com/football/fixtures/14212/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:54.957416Z
2016-17,174,855345,14213,3,2,false,166110,goal,4632,78,"Goal!  Hull City 0, Manchester City 2. Kelechi Iheanacho (Manchester City) left footed shot from very close range to the bottom left corner. Assisted by David Silva.",Kelechi Iheanacho,Manchester City,13554,4145,,,0,3,https://footballapi.pulselive.com/football/fixtures/14213/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:55.788022Z
2016-17,174,855345,14213,3,2,false,166104,penalty goal,4319,72,"Goal!  Hull City 0, Manchester City 1. Yaya Touré (Manchester City) converts the penalty with a right footed shot to the bottom left corner.",Yaya Touré,Manchester City,4148,,,,0,3,https://footballapi.pulselive.com/football/fixtures/14213/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:55.788022Z
2016-17,175,855346,14214,2,2,true,165983,goal,5404,90+1,"Goal!  Leicester City 0, Everton 2. Romelu Lukaku (Everton) left footed shot from the centre of the box to the bottom left corner.",Romelu Lukaku,Everton,4290,,,,0,2,https://footballapi.pulselive.com/football/fixtures/14214/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:56.651684Z
2016-17,175,855346,14214,2,2,true,165721,goal,3047,51,"Goal!  Leicester City 0, Everton 1. Kevin Mirallas (Everton) right footed shot from the centre of the box to the bottom left corner. Assisted by Joel Robles.",Kevin Mirallas,Everton,4507,4696,,,0,2,https://footballapi.pulselive.com/football/fixtures/14214/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:56.651684Z
2016-17,176,855347,14215,5,4,false,166206,goal,4199,70,"Goal!  Liverpool 4, Stoke City 1. Daniel Sturridge (Liverpool) left footed shot from a difficult angle on the left to the bottom left corner.",Daniel Sturridge,Liverpool,3154,,,,4,1,https://footballapi.pulselive.com/football/fixtures/14215/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:58.138895Z
2016-17,176,855347,14215,5,4,false,166178,goal,2593,44,"Goal!  Liverpool 2, Stoke City 1. Roberto Firmino (Liverpool) left footed shot from the left side of the box to the bottom left corner. Assisted by James Milner.",Roberto Firmino,Liverpool,13511,2100,,,4,1,https://footballapi.pulselive.com/football/fixtures/14215/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:58.138895Z
2016-17,176,855347,14215,5,4,false,166171,goal,2040,35,"Goal!  Liverpool 1, Stoke City 1. Adam Lallana (Liverpool) right footed shot from the right side of the six yard box to the bottom right corner.",Adam Lallana,Liverpool,4618,,,,4,1,https://footballapi.pulselive.com/football/fixtures/14215/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:58.138895Z
2016-17,176,855347,14215,5,4,false,166144,goal,704,12,"Goal!  Liverpool 0, Stoke City 1. Jonathan Walters (Stoke City) header from the left side of the six yard box to the top left corner. Assisted by Erik Pieters with a cross.",Jonathan Walters,Stoke City,2047,4821,,,4,1,https://footballapi.pulselive.com/football/fixtures/14215/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:58.138895Z
2016-17,177,855348,14216,4,4,true,165984,goal,5402,90+1,"Goal!  Manchester United 3, Sunderland 1. Fabio Borini (Sunderland) right footed shot from outside the box to the top left corner.",Fabio Borini,Sunderland,3863,,,,3,1,https://footballapi.pulselive.com/football/fixtures/14216/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.001752Z
2016-17,177,855348,14216,4,4,true,165956,goal,5102,86,"Goal!  Manchester United 3, Sunderland 0. Henrikh Mkhitaryan (Manchester United) right footed shot from the centre of the box to the bottom left corner. Assisted by Zlatan Ibrahimovic with a cross.",Henrikh Mkhitaryan,Manchester United,5102,5772,,,3,1,https://footballapi.pulselive.com/football/fixtures/14216/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.001752Z
2016-17,177,855348,14216,4,4,true,165928,goal,4862,82,"Goal!  Manchester United 2, Sunderland 0. Zlatan Ibrahimovic (Manchester United) right footed shot from the centre of the box to the bottom right corner. Assisted by Paul Pogba with a through ball.",Zlatan Ibrahimovic,Manchester United,5772,3920,,,3,1,https://footballapi.pulselive.com/football/fixtures/14216/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.001752Z
2016-17,177,855348,14216,4,4,true,165632,goal,2310,39,"Goal!  Manchester United 1, Sunderland 0. Daley Blind (Manchester United) left footed shot from the left side of the box to the bottom right corner. Assisted by Zlatan Ibrahimovic.",Daley Blind,Manchester United,4888,5772,,,3,1,https://footballapi.pulselive.com/football/fixtures/14216/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.001752Z
2016-17,178,855349,14217,5,5,true,166319,goal,5180,87,"Goal!  Southampton 1, Tottenham Hotspur 4. Dele Alli (Tottenham Hotspur) right footed shot from the left side of the box to the bottom right corner. Assisted by Danny Rose.",Dele Alli,Tottenham Hotspur,9167,3507,,,1,4,https://footballapi.pulselive.com/football/fixtures/14217/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.925219Z
2016-17,178,855349,14217,5,5,true,166316,goal,5057,85,"Goal!  Southampton 1, Tottenham Hotspur 3. Son Heung-Min (Tottenham Hotspur) left footed shot from the left side of the box to the bottom right corner.",Son Heung-Min,Tottenham Hotspur,4999,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14217/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.925219Z
2016-17,178,855349,14217,5,5,true,166278,goal,3100,52,"Goal!  Southampton 1, Tottenham Hotspur 2. Harry Kane (Tottenham Hotspur) header from the centre of the box to the top right corner. Assisted by Christian Eriksen with a cross   following a corner.",Harry Kane,Tottenham Hotspur,3960,4845,,,1,4,https://footballapi.pulselive.com/football/fixtures/14217/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.925219Z
2016-17,178,855349,14217,5,5,true,166246,goal,1122,19,"Goal!  Southampton 1, Tottenham Hotspur 1. Dele Alli (Tottenham Hotspur) header from the centre of the box to the top right corner.",Dele Alli,Tottenham Hotspur,9167,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14217/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.925219Z
2016-17,178,855349,14217,5,5,true,166229,goal,69,02,"Goal!  Southampton 1, Tottenham Hotspur 0. Virgil van Dijk (Southampton) header from the centre of the box to the bottom left corner. Assisted by James Ward-Prowse with a cross   following a set piece situation.",Virgil van Dijk,Southampton,5140,4617,,,1,4,https://footballapi.pulselive.com/football/fixtures/14217/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:10:59.925219Z
2016-17,179,855350,14218,5,5,true,165973,goal,5341,90,"Goal!  Swansea City 1, West Ham United 4. Andy Carroll (West Ham United) left footed shot from the left side of the six yard box to the centre of the goal. Assisted by Sofiane Feghouli with a cross.",Andy Carroll,West Ham United,3175,7564,,,1,4,https://footballapi.pulselive.com/football/fixtures/14218/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:01.297245Z
2016-17,179,855350,14218,5,5,true,165959,goal,5285,89,"Goal!  Swansea City 1, West Ham United 3. Fernando Llorente (Swansea City) left footed shot from the centre of the box to the high centre of the goal. Assisted by Nathan Dyer.",Fernando Llorente,Swansea City,5551,2341,,,1,4,https://footballapi.pulselive.com/football/fixtures/14218/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:01.297245Z
2016-17,179,855350,14218,5,5,true,165889,goal,4647,78,"Goal!  Swansea City 0, West Ham United 3. Michail Antonio (West Ham United) left footed shot from the centre of the box to the bottom left corner. Assisted by Håvard Nordtveit.",Michail Antonio,West Ham United,9595,3316,,,1,4,https://footballapi.pulselive.com/football/fixtures/14218/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:01.297245Z
2016-17,179,855350,14218,5,5,true,165711,goal,2955,50,"Goal!  Swansea City 0, West Ham United 2. Winston Reid (West Ham United) header from very close range to the top left corner. Assisted by Dimitri Payet with a cross   following a corner.",Winston Reid,West Ham United,4209,5586,,,1,4,https://footballapi.pulselive.com/football/fixtures/14218/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:01.297245Z
2016-17,179,855350,14218,5,5,true,165472,goal,721,13,"Goal!  Swansea City 0, West Ham United 1. André Ayew (West Ham United) right footed shot from very close range to the bottom right corner.",André Ayew,West Ham United,5594,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14218/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:01.297245Z
2016-17,180,855351,14219,2,2,true,165364,penalty goal,4256,71,"Goal!  Watford 1, Crystal Palace 1. Troy Deeney (Watford) converts the penalty with a right footed shot to the centre of the goal.",Troy Deeney,Watford,9947,,,,1,1,https://footballapi.pulselive.com/football/fixtures/14219/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:02.218127Z
2016-17,180,855351,14219,2,2,true,165299,goal,1506,26,"Goal!  Watford 0, Crystal Palace 1. Yohan Cabaye (Crystal Palace) right footed shot from the right side of the box to the bottom left corner. Assisted by Andros Townsend with a through ball.",Yohan Cabaye,Crystal Palace,4341,3724,,,1,1,https://footballapi.pulselive.com/football/fixtures/14219/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:02.218127Z
2016-17,181,855352,14220,2,2,true,167364,goal,3320,56,"Goal!  Arsenal 2, Crystal Palace 0. Alex Iwobi (Arsenal) header from the left side of the six yard box to the top right corner.",Alex Iwobi,Arsenal,4717,,,,2,0,https://footballapi.pulselive.com/football/fixtures/14220/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.116622Z
2016-17,181,855352,14220,2,2,true,167332,goal,1008,17,"Goal!  Arsenal 1, Crystal Palace 0. Olivier Giroud (Arsenal) left footed shot from the centre of the box to the top left corner. Assisted by Alexis Sánchez with a cross   following a fast break.",Olivier Giroud,Arsenal,4481,4973,,,2,0,https://footballapi.pulselive.com/football/fixtures/14220/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.116622Z
2016-17,182,855353,14221,5,5,true,166952,goal,4212,71,"Goal!  Burnley 4, Sunderland 1. Jermain Defoe (Sunderland) right footed shot from the right side of the six yard box to the centre of the goal. Assisted by Adnan Januzaj.",Jermain Defoe,Sunderland,1526,4541,,,4,1,https://footballapi.pulselive.com/football/fixtures/14221/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.974580Z
2016-17,182,855353,14221,5,5,true,166921,penalty goal,3968,67,"Goal!  Burnley 4, Sunderland 0. Ashley Barnes (Burnley) converts the penalty with a right footed shot to the bottom right corner.",Ashley Barnes,Burnley,8246,,,,4,1,https://footballapi.pulselive.com/football/fixtures/14221/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.974580Z
2016-17,182,855353,14221,5,5,true,166813,goal,3172,53,"Goal!  Burnley 3, Sunderland 0. Andre Gray (Burnley) right footed shot from the centre of the box to the centre of the goal. Assisted by Ashley Barnes with a through ball.",Andre Gray,Burnley,9060,8246,,,4,1,https://footballapi.pulselive.com/football/fixtures/14221/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.974580Z
2016-17,182,855353,14221,5,5,true,166797,goal,3015,51,"Goal!  Burnley 2, Sunderland 0. Andre Gray (Burnley) left footed shot from the left side of the box to the centre of the goal. Assisted by Dean Marney with a through ball.",Andre Gray,Burnley,9060,2359,,,4,1,https://footballapi.pulselive.com/football/fixtures/14221/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.974580Z
2016-17,182,855353,14221,5,5,true,166621,goal,1834,31,"Goal!  Burnley 1, Sunderland 0. Andre Gray (Burnley) right footed shot from the right side of the box to the centre of the goal.",Andre Gray,Burnley,9060,,,,4,1,https://footballapi.pulselive.com/football/fixtures/14221/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:03.974580Z
2016-17,183,855354,14222,6,6,true,167020,goal,5042,85,"Goal!  Chelsea 4, Stoke City 2. Diego Costa (Chelsea) left footed shot from the left side of the box to the top right corner.",Diego Costa,Chelsea,4941,,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,183,855354,14222,6,6,true,166881,goal,3874,65,"Goal!  Chelsea 3, Stoke City 2. Willian (Chelsea) right footed shot from the centre of the box to the top right corner. Assisted by Cesc Fàbregas.",Willian,Chelsea,4748,2417,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,183,855354,14222,6,6,true,166873,goal,3801,64,"Goal!  Chelsea 2, Stoke City 2. Peter Crouch (Stoke City) right footed shot from the centre of the box to the high centre of the goal. Assisted by Mame Diouf.",Peter Crouch,Stoke City,1629,3925,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,183,855354,14222,6,6,true,166822,goal,3403,57,"Goal!  Chelsea 2, Stoke City 1. Willian (Chelsea) left footed shot from the centre of the box to the bottom left corner. Assisted by Eden Hazard.",Willian,Chelsea,4748,4503,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,183,855354,14222,6,6,true,166758,goal,2754,46,"Goal!  Chelsea 1, Stoke City 1. Bruno Martins Indi (Stoke City) left footed shot from the centre of the box to the bottom left corner    following a set piece situation.",Bruno Martins Indi,Stoke City,11177,,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,183,855354,14222,6,6,true,166640,goal,1984,34,"Goal!  Chelsea 1, Stoke City 0. Gary Cahill (Chelsea) header from very close range to the bottom left corner. Assisted by Cesc Fàbregas with a cross   following a corner.",Gary Cahill,Chelsea,2620,2417,,,4,2,https://footballapi.pulselive.com/football/fixtures/14222/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:04.811490Z
2016-17,184,855355,14223,4,3,false,166430,goal,5031,84,"Goal!  Hull City 2, Everton 2. Ross Barkley (Everton) header from the centre of the box to the bottom right corner. Assisted by Leighton Baines with a cross.",Ross Barkley,Everton,4115,3030,,,2,2,https://footballapi.pulselive.com/football/fixtures/14223/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:05.751781Z
2016-17,184,855355,14223,4,3,false,166406,goal,3881,65,"Goal!  Hull City 2, Everton 1. Robert Snodgrass (Hull City) from a free kick with a left footed shot to the top left corner.",Robert Snodgrass,Hull City,4558,,,,2,2,https://footballapi.pulselive.com/football/fixtures/14223/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:05.751781Z
2016-17,184,855355,14223,4,3,false,166338,goal,359,06,"Goal!  Hull City 1, Everton 0. Michael Dawson (Hull City) right footed shot from the centre of the box to the bottom right corner. Assisted by Curtis Davies   following a corner.",Michael Dawson,Hull City,2805,2997,,,2,2,https://footballapi.pulselive.com/football/fixtures/14223/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:05.751781Z
2016-17,185,855356,14224,1,1,true,166569,goal,1195,20,"Goal!  Leicester City 1, West Ham United 0. Islam Slimani (Leicester City) header from the centre of the box to the high centre of the goal. Assisted by Marc Albrighton with a cross.",Islam Slimani,Leicester City,11364,3564,,,1,0,https://footballapi.pulselive.com/football/fixtures/14224/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:07.261831Z
2016-17,186,855357,14225,1,1,true,167111,goal,457,08,"Goal!  Liverpool 1, Manchester City 0. Georginio Wijnaldum (Liverpool) header from the centre of the box to the bottom left corner. Assisted by Adam Lallana with a cross.",Georginio Wijnaldum,Liverpool,7114,4618,,,1,0,https://footballapi.pulselive.com/football/fixtures/14225/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:08.140743Z
2016-17,187,855358,14226,3,3,true,167039,goal,5157,86,"Goal!  Manchester United 2, Middlesbrough 1. Paul Pogba (Manchester United) header from the centre of the box to the top right corner. Assisted by Juan Mata with a cross.",Paul Pogba,Manchester United,3920,4287,,,2,1,https://footballapi.pulselive.com/football/fixtures/14226/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:09.259159Z
2016-17,187,855358,14226,3,3,true,167026,goal,5071,85,"Goal!  Manchester United 1, Middlesbrough 1. Anthony Martial (Manchester United) right footed shot from the centre of the box to the bottom right corner. Assisted by Zlatan Ibrahimovic with a headed pass.",Anthony Martial,Manchester United,11272,5772,,,2,1,https://footballapi.pulselive.com/football/fixtures/14226/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:09.259159Z
2016-17,187,855358,14226,3,3,true,166905,goal,3994,67,"Goal!  Manchester United 0, Middlesbrough 1. Grant Leadbitter (Middlesbrough) right footed shot from the centre of the box to the bottom left corner. Assisted by Álvaro Negredo with a headed pass.",Grant Leadbitter,Middlesbrough,2982,4805,,,2,1,https://footballapi.pulselive.com/football/fixtures/14226/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:09.259159Z
2016-17,188,855359,14227,3,3,true,166780,goal,2952,50,"Goal!  Southampton 1, West Bromwich Albion 2. Hal Robson-Kanu (West Bromwich Albion) left footed shot from outside the box to the top left corner. Assisted by Matt Phillips with a through ball.",Hal Robson-Kanu,West Bromwich Albion,3484,4074,,,1,2,https://footballapi.pulselive.com/football/fixtures/14227/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:10.133312Z
2016-17,188,855359,14227,3,3,true,166697,goal,2539,43,"Goal!  Southampton 1, West Bromwich Albion 1. Matt Phillips (West Bromwich Albion) right footed shot from the centre of the box to the bottom right corner. Assisted by Hal Robson-Kanu.",Matt Phillips,West Bromwich Albion,4074,3484,,,1,2,https://footballapi.pulselive.com/football/fixtures/14227/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:10.133312Z
2016-17,188,855359,14227,3,3,true,166686,goal,2432,41,"Goal!  Southampton 1, West Bromwich Albion 0. Shane Long (Southampton) header from the right side of the six yard box to the top right corner. Assisted by Dusan Tadic with a cross   following a corner.",Shane Long,Southampton,3206,10498,,,1,2,https://footballapi.pulselive.com/football/fixtures/14227/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:10.133312Z
2016-17,189,855360,14228,3,3,true,167052,goal,5255,88,"Goal!  Swansea City 0, Bournemouth 3. Joshua King (Bournemouth) right footed shot from outside the box to the bottom right corner. Assisted by Charlie Daniels with a through ball   following a fast break.",Joshua King,Bournemouth,3926,3242,,,0,3,https://footballapi.pulselive.com/football/fixtures/14228/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.052163Z
2016-17,189,855360,14228,3,3,true,166738,goal,2748,45+1,"Goal!  Swansea City 0, Bournemouth 2. Ryan Fraser (Bournemouth) right footed shot from very close range to the high centre of the goal. Assisted by Junior Stanislas.",Ryan Fraser,Bournemouth,8052,3766,,,0,3,https://footballapi.pulselive.com/football/fixtures/14228/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.052163Z
2016-17,189,855360,14228,3,3,true,166597,goal,1496,25,"Goal!  Swansea City 0, Bournemouth 1. Benik Afobe (Bournemouth) left footed shot from the left side of the six yard box to the centre of the goal.",Benik Afobe,Bournemouth,4040,,,,0,3,https://footballapi.pulselive.com/football/fixtures/14228/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.052163Z
2016-17,190,855361,14229,5,5,true,167310,goal,5459,90+1,"Goal!  Watford 1, Tottenham Hotspur 4. Younes Kaboul (Watford) right footed shot from the right side of the six yard box to the bottom left corner    following a set piece situation.",Younes Kaboul,Watford,3508,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14229/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.938218Z
2016-17,190,855361,14229,5,5,true,167261,goal,2758,46,"Goal!  Watford 0, Tottenham Hotspur 4. Dele Alli (Tottenham Hotspur) left footed shot from the left side of the six yard box to the bottom left corner. Assisted by Harry Kane.",Dele Alli,Tottenham Hotspur,9167,3960,,,1,4,https://footballapi.pulselive.com/football/fixtures/14229/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.938218Z
2016-17,190,855361,14229,5,5,true,167253,goal,2430,41,"Goal!  Watford 0, Tottenham Hotspur 3. Dele Alli (Tottenham Hotspur) right footed shot from the centre of the box to the bottom right corner.",Dele Alli,Tottenham Hotspur,9167,,,,1,4,https://footballapi.pulselive.com/football/fixtures/14229/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.938218Z
2016-17,190,855361,14229,5,5,true,167241,goal,1954,33,"Goal!  Watford 0, Tottenham Hotspur 2. Harry Kane (Tottenham Hotspur) right footed shot from very close range to the top right corner. Assisted by Kieran Trippier with a cross.",Harry Kane,Tottenham Hotspur,3960,3905,,,1,4,https://footballapi.pulselive.com/football/fixtures/14229/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.938218Z
2016-17,190,855361,14229,5,5,true,167235,goal,1608,27,"Goal!  Watford 0, Tottenham Hotspur 1. Harry Kane (Tottenham Hotspur) right footed shot from a difficult angle on the right to the bottom right corner. Assisted by Kieran Trippier.",Harry Kane,Tottenham Hotspur,3960,3905,,,1,4,https://footballapi.pulselive.com/football/fixtures/14229/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:11.938218Z
2016-17,191,855362,14230,6,6,true,168265,goal,5466,90+2,"Goal!  Bournemouth 3, Arsenal 3. Olivier Giroud (Arsenal) header from the centre of the box to the bottom left corner. Assisted by Granit Xhaka.",Olivier Giroud,Arsenal,4481,12136,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,191,855362,14230,6,6,true,168213,goal,4470,75,"Goal!  Bournemouth 3, Arsenal 2. Lucas Pérez (Arsenal) left footed shot from the left side of the box to the bottom right corner. Assisted by Olivier Giroud.",Lucas Pérez,Arsenal,7081,4481,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,191,855362,14230,6,6,true,168198,goal,4174,70,"Goal!  Bournemouth 3, Arsenal 1. Alexis Sánchez (Arsenal) header from the left side of the six yard box to the bottom left corner. Assisted by Olivier Giroud with a headed pass.",Alexis Sánchez,Arsenal,4973,4481,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,191,855362,14230,6,6,true,168166,goal,3437,58,"Goal!  Bournemouth 3, Arsenal 0. Ryan Fraser (Bournemouth) right footed shot from a difficult angle on the left to the bottom right corner. Assisted by Charlie Daniels.",Ryan Fraser,Bournemouth,8052,3242,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,191,855362,14230,6,6,true,168030,penalty goal,1200,21,"Goal!  Bournemouth 2, Arsenal 0. Callum Wilson (Bournemouth) converts the penalty with a right footed shot to the centre of the goal.",Callum Wilson,Bournemouth,8454,,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,191,855362,14230,6,6,true,168020,goal,955,16,"Goal!  Bournemouth 1, Arsenal 0. Charlie Daniels (Bournemouth) left footed shot from the left side of the box to the bottom left corner. Assisted by Junior Stanislas.",Charlie Daniels,Bournemouth,3242,3766,,,3,3,https://footballapi.pulselive.com/football/fixtures/14230/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:12.956540Z
2016-17,192,855363,14231,3,3,true,168304,goal,5261,88,"Goal!  Crystal Palace 1, Swansea City 2. Angel Rangel (Swansea City) left footed shot from the centre of the box to the centre of the goal. Assisted by Leroy Fer with a through ball.",Angel Rangel,Swansea City,4405,4810,,,1,2,https://footballapi.pulselive.com/football/fixtures/14231/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:13.939266Z
2016-17,192,855363,14231,3,3,true,168290,goal,4923,83,"Goal!  Crystal Palace 1, Swansea City 1. Wilfried Zaha (Crystal Palace) right footed shot from the centre of the box to the bottom left corner. Assisted by Martin Kelly with a cross.",Wilfried Zaha,Crystal Palace,4539,3644,,,1,2,https://footballapi.pulselive.com/football/fixtures/14231/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:13.939266Z
2016-17,192,855363,14231,3,3,true,168139,goal,2478,42,"Goal!  Crystal Palace 0, Swansea City 1. Alfie Mawson (Swansea City) header from the centre of the box to the bottom right corner. Assisted by Gylfi Sigurdsson with a cross   following a set piece situation.",Alfie Mawson,Swansea City,9960,4421,,,1,2,https://footballapi.pulselive.com/football/fixtures/14231/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:13.939266Z
2016-17,193,855364,14232,3,3,true,167874,goal,5282,89,"Goal!  Everton 3, Southampton 0. Romelu Lukaku (Everton) right footed shot from the centre of the box to the top right corner. Assisted by Tom Davies with a through ball.",Romelu Lukaku,Everton,4290,13389,,,3,0,https://footballapi.pulselive.com/football/fixtures/14232/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:14.837140Z
2016-17,193,855364,14232,3,3,true,167841,penalty goal,4854,81,"Goal!  Everton 2, Southampton 0. Leighton Baines (Everton) converts the penalty with a left footed shot to the bottom left corner.",Leighton Baines,Everton,3030,,,,3,0,https://footballapi.pulselive.com/football/fixtures/14232/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:14.837140Z
2016-17,193,855364,14232,3,3,true,167809,goal,4370,73,"Goal!  Everton 1, Southampton 0. Enner Valencia (Everton) right footed shot from very close range to the centre of the goal. Assisted by Romelu Lukaku.",Enner Valencia,Everton,10541,4290,,,3,0,https://footballapi.pulselive.com/football/fixtures/14232/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:14.837140Z
2016-17,194,855365,14233,3,3,true,167786,goal,4141,70,"Goal!  Manchester City 2, Burnley 1. Ben Mee (Burnley) right footed shot from very close range to the bottom right corner    following a corner.",Ben Mee,Burnley,3909,,,,2,1,https://footballapi.pulselive.com/football/fixtures/14233/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:15.647400Z
2016-17,194,855365,14233,3,3,true,167748,goal,3680,62,"Goal!  Manchester City 2, Burnley 0. Sergio Agüero (Manchester City) right footed shot from a difficult angle on the right to the centre of the goal. Assisted by Raheem Sterling.",Sergio Agüero,Manchester City,4328,4316,,,2,1,https://footballapi.pulselive.com/football/fixtures/14233/textstream/EN?pageSize=1000&sort=desc,2026-08-19T17:11:15.647400Z
