source_surface,resource,original_grain,field_name,field_type,decomposed_grain,decomposition_basis,notes,review_status,resolution,evidence_required,resolved_grain,resolution_status,resolution_basis,upstream_matches
fpl,bootstrap-static.json,sample_payload,game_config.scoring.defensive_contribution.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.expected_assists,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.expected_goal_involvements,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.expected_goals,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.expected_goals_conceded,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_conceded,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_conceded.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_conceded.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_conceded.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_conceded.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_scored,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_scored.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_scored.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_scored.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.goals_scored.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.ict_index,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.influence,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.long_play,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_clean_sheets,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_clean_sheets.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_clean_sheets.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_clean_sheets.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_clean_sheets.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_draw,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_draw.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_draw.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_draw.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_draw.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_goals_scored,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_goals_scored.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_goals_scored.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_goals_scored.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_goals_scored.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_loss,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_draw,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_draw.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_draw.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_draw.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_draw.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_win,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_win.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_win.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_win.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_underdog_win.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_win,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_win.DEF,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_win.FWD,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_win.GKP,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.mng_win.MID,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.own_goals,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.penalties_missed,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.penalties_saved,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.recoveries,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.red_cards,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.saves,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.short_play,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.special_multiplier,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.scoring.starts,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.tackles,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.threat,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.scoring.yellow_cards,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,player,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,player
fpl,bootstrap-static.json,sample_payload,game_config.settings,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.settings.entry_per_event,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.settings.price_change_deadlines,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.settings.static_content_url,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_config.settings.timezone,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,UNMAPPED_REVIEW,NOT_FOUND_IN_RAW_BOOTSTRAP,field path/terminal field not observed in captured raw bootstrap object families,
fpl,bootstrap-static.json,sample_payload,game_settings.cup_qualifying_method,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.cup_start_event_id,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.cup_stop_event_id,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.cup_type,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.featured_entries,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_h2h_tiebreak_stats,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_join_private_max,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_join_public_max,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_ko_first_instead_of_random,bool,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_max_ko_rounds_private_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_max_size_private_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_max_size_public_classic,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_max_size_public_h2h,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_points_h2h_draw,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_points_h2h_lose,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_points_h2h_win,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.league_prefix_public,str,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.max_extra_free_transfers,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.percentile_ranks,object,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.squad_special_max,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.squad_special_min,NoneType,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.squad_squadplay,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.squad_squadsize,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
fpl,bootstrap-static.json,sample_payload,game_settings.squad_total_spend,int,UNMAPPED_REVIEW,insufficient structural evidence,fpl\bootstrap-static.json,OPEN,,raw path/context or source-schema evidence,game_settings,STRUCTURALLY_RESOLVED,exact terminal field observed in captured raw FPL bootstrap object family,game_settings
