grain,season,fixture_id,source_player_id,team_season_id,persistent_team_code,original_status,crossseason_fpl_candidates,crossseason_status
player_match,2016-17,7,115346,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,116946,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,149593,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,151545,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,161717,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,368134,2016-17:21,21,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,642,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,2490,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,11654,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,15038,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,16701,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,16779,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,20364,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,22109,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,22200,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,26136,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,27714,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,29774,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,33302,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,42256,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,45989,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,58488,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,128637,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,7,284455,,,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,1185,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,10501,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,10577,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,17088,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,17651,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,23571,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,24814,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,33596,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,34120,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,38094,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,40672,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,117777,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,159675,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,188365,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,190867,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
player_match,2016-17,8,227942,2016-17:90,90,UNRESOLVED,,NO_UNIQUE_ANCHOR
