season,source_player_id,forward_passes
2017-18,69140,639.0
2017-18,73426,57.0
2017-18,73494,273.0
2017-18,74033,183.0
2017-18,74208,553.0
2017-18,74230,367.0
2017-18,74375,194.0
2017-18,74471,718.0
2017-18,75115,92.0
2017-18,75773,13.0
2017-18,76359,304.0
2017-18,76542,166.0
2017-18,77359,493.0
2017-18,77777,584.0
2017-18,77794,391.0
2017-18,78007,186.0
2017-18,78056,630.0
2017-18,78315,
2017-18,78356,69.0
2017-18,78412,100.0
2017-18,78830,157.0
2017-18,79228,1.0
2017-18,79619,436.0
2017-18,79733,211.0
2017-18,80146,152.0
2017-18,80183,
2017-18,80226,236.0
2017-18,80447,403.0
2017-18,80607,663.0
2017-18,80755,127.0
2017-18,80801,480.0
2017-18,81880,243.0
2017-18,82263,421.0
2017-18,82403,161.0
2017-18,83283,191.0
2017-18,83299,593.0
2017-18,83314,199.0
2017-18,83543,269.0
2017-18,84112,146.0
2017-18,84450,865.0
2017-18,84939,19.0
2017-18,85128,42.0
2017-18,85352,154.0
2017-18,85368,544.0
2017-18,85624,457.0
2017-18,85971,194.0
2017-18,86176,174.0
2017-18,86417,291.0
2017-18,86934,329.0
2017-18,87428,94.0
2017-18,87856,3.0
2017-18,88170,
2017-18,88482,88.0
2017-18,88498,25.0
2017-18,88894,11.0
2017-18,88900,432.0
2017-18,89085,79.0
2017-18,90105,297.0
2017-18,90517,168.0
2017-18,91972,13.0
2017-18,92170,
2017-18,92217,305.0
2017-18,92383,1.0
2017-18,93001,34.0
2017-18,93127,23.0
2017-18,93264,732.0
2017-18,93464,499.0
2017-18,94924,39.0
2017-18,95463,
2017-18,95658,775.0
2017-18,95715,27.0
2017-18,97032,555.0
2017-18,97299,408.0
2017-18,97485,234.0
2017-18,97615,385.0
2017-18,98745,463.0
2017-18,98747,1040.0
2017-18,98914,35.0
2017-18,100059,270.0
2017-18,100180,289.0
2017-18,100412,183.0
2017-18,101148,558.0
2017-18,101178,213.0
2017-18,101184,218.0
2017-18,101668,105.0
2017-18,102366,116.0
2017-18,102380,581.0
2017-18,102826,49.0
2017-18,102884,14.0
2017-18,103025,374.0
2017-18,103127,70.0
2017-18,103192,498.0
2017-18,103912,222.0
2017-18,103914,161.0
2017-18,103955,200.0
2017-18,104542,352.0
2017-18,104545,357.0
2017-18,104547,100.0
2017-18,104953,123.0
2017-18,105666,1058.0
2017-18,105700,100.0
2017-18,105717,234.0
2017-18,106450,115.0
2017-18,106611,517.0
2017-18,106618,319.0
2017-18,106757,13.0
2017-18,106760,168.0
2017-18,108413,126.0
2017-18,108823,347.0
2017-18,109065,25.0
2017-18,109322,188.0
2017-18,109345,186.0
2017-18,109434,175.0
2017-18,109528,256.0
2017-18,109533,36.0
2017-18,109646,
2017-18,109788,97.0
2017-18,110979,201.0
2017-18,111234,1018.0
2017-18,111457,411.0
2017-18,112316,
2017-18,112338,416.0
2017-18,112520,
2017-18,113534,
2017-18,113564,46.0
2017-18,113688,66.0
2017-18,114243,98.0
2017-18,115556,518.0
2017-18,116594,593.0
2017-18,118748,199.0
2017-18,120447,
2017-18,121160,473.0
2017-18,121221,27.0
2017-18,121599,614.0
2017-18,122342,4.0
2017-18,122798,467.0
2017-18,126184,738.0
2017-18,126187,236.0
2017-18,128198,176.0
2017-18,131897,914.0
2017-18,132015,281.0
2017-18,133801,2.0
2017-18,135363,340.0
2017-18,143877,34.0
2017-18,144660,
2017-18,146941,315.0
2017-18,147303,146.0
2017-18,148225,144.0
2017-18,149266,679.0
2017-18,149484,60.0
2017-18,149736,107.0
2017-18,149828,27.0
2017-18,151086,216.0
2017-18,151119,419.0
2017-18,153127,182.0
2017-18,153133,267.0
2017-18,153256,184.0
2017-18,153373,26.0
2017-18,153379,16.0
2017-18,153477,
2017-18,153673,288.0
2017-18,154043,157.0
2017-18,154506,
2017-18,154566,53.0
2017-18,155408,465.0
2017-18,155569,100.0
2017-18,156074,225.0
2017-18,157668,156.0
2017-18,158534,29.0
2017-18,163463,113.0
2017-18,163526,67.0
2017-18,163776,
2017-18,165809,170.0
2017-18,167075,608.0
2017-18,167473,116.0
2017-18,167522,1.0
2017-18,167767,93.0
2017-18,168196,
2017-18,168566,17.0
2017-18,168580,182.0
2017-18,168977,
2017-18,168991,129.0
2017-18,169102,307.0
2017-18,169141,149.0
2017-18,169187,381.0
2017-18,171287,499.0
2017-18,171319,85.0
2017-18,171771,89.0
2017-18,172246,272.0
2017-18,172567,2.0
2017-18,172632,106.0
2017-18,172850,358.0
2017-18,173515,53.0
2017-18,173804,
2017-18,173807,202.0
2017-18,173809,
2017-18,173879,72.0
2017-18,173904,684.0
2017-18,173954,69.0
2017-18,174248,
2017-18,174594,
2017-18,175941,
2017-18,176297,97.0
2017-18,177815,149.0
2017-18,178304,62.0
2017-18,179725,
2017-18,179829,
2017-18,179830,
2017-18,180151,49.0
2017-18,180736,
2017-18,181911,
