endpoint,source_player_id,player_name,current_team_id,current_team_name,registry_status,registry_season
player_season_stats,223094,Erling Haaland,43,Manchester City,SOURCE_ID_NOT_IN_REGISTRY,
player_leaderboard,223094,Erling Haaland,43,Manchester City,SOURCE_ID_NOT_IN_REGISTRY,
