"source_surface","resource","grain","field_name","canonical_attachment","relationship_kind","identity_contract","source_identity_required","relationship_note","player_route","player_contract","fixture_route","fixture_contract","team_route","team_contract","route_status","attachment_verified"
"FRL_LOCAL_CSV","player_match","player_match","lastManTackle","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","matchId","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","metersCoveredHighSpeedRunningKm","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","metersCoveredJoggingKm","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","metersCoveredRunningKm","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","metersCoveredSprintingKm","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","metersCoveredWalkingKm","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","minutesPlayed","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","onTargetScoringAttempt","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","outfielderBlock","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","ownGoals","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","penaltyConceded","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","penaltyFaced","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","penaltyMiss","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","penaltySave","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","penaltyWon","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","pl_code","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","playerId","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","playerName","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","position","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","possessionLostCtrl","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
"FRL_LOCAL_CSV","player_match","player_match","progressiveBallCarriesCount","player_fixture","OBSERVATION","player_identity_to_player_match_observations","True","Player-match observations require verified player and fixture identity.","PLAYER_IDENTITY_TO_PLAYER_MATCH","player_identity_to_player_match_observations","CANONICAL_FIXTURE_TO_SOURCE_MATCH","canonical_fixture_to_source_match","","","EXPLICIT_SOURCE_GRAIN_ROUTE","NOT_YET_PROVEN"
