source_surface,grain,season,field_name,representative_path,fetch_error
PL_PULSELIVE_HISTORICAL,team_match,2020-21,longPassOwnToOppSuccess,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,lostCorners,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,matchId,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,midfielderGoals,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,offtargetAttAssist,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,ontargetAttAssist,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,ontargetScoringAtt,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,openPlayPass,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,opponent,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,opponent_id,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,outfielderBlock,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,overrun,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,ownGoals,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,passesLeft,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,passesRight,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penAreaEntries,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penGoalsConceded,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penaltyConceded,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penaltyFaced,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penaltySave,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,penaltyWon,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possLostAll,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possLostCtrl,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possWonAtt3rd,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possWonDef3rd,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possWonMid3rd,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,possessionPercentage,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,postScoringAtt,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,ptsDroppedWinningPos,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,ptsGainedLosingPos,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,punches,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,putThrough,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,redCard,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,redCardsAgainst,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
PL_PULSELIVE_HISTORICAL,team_match,2020-21,redCardsFor,pl_stats/A_Villa_7/events_stats/2020-21_events_stats.csv,
