"research_family","subclass","source_surface","resource","grain","field_name","field_type","semantic_status","canonical_attachment","relationship_kind","identity_contract","source_identity_required","notes"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","elements[].transfers_out","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","elements[].transfers_out_event","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Price & Value","fpl","bootstrap-static.json","sample_payload","elements[].value_form","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Price & Value","fpl","bootstrap-static.json","sample_payload","elements[].value_season","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","FPL Review","fpl","bootstrap-static.json","sample_payload","elements[].web_name","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Performance","fpl","bootstrap-static.json","sample_payload","elements[].yellow_cards","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].average_entry_score","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].can_enter","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].can_manage","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].chip_plays","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].chip_plays[].chip_name","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].chip_plays[].num_played","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].cup_leagues_created","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].data_checked","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].deadline_time","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].deadline_time_epoch","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].deadline_time_game_offset","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].finished","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].h2h_ko_matches_created","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].highest_score","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].highest_scoring_entry","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].id","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].is_current","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].is_next","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].is_previous","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].most_captained","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].most_selected","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].most_transferred_in","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].most_vice_captained","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].name","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].overrides","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].overrides.element_types","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].overrides.pick_multiplier","NoneType","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].overrides.rules","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].overrides.scoring","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].ranked_count","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].release_time","NoneType","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].released","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].top_element","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].top_element_info","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].top_element_info.id","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].top_element_info.points","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","Gameweek & State","fpl","bootstrap-static.json","sample_payload","events[].transfers_made","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","FPL Review","fpl","bootstrap-static.json","sample_payload","total_players","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\bootstrap-static.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].code","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].difficulty","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","fixtures[].event","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","fixtures[].event_name","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].finished","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].id","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].is_home","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].kickoff_time","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].minutes","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].provisional_start_time","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].team_a","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].team_a_score","NoneType","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].team_h","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","fixtures[].team_h_score","NoneType","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].assists","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].bonus","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].bps","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].clean_sheets","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].clearances_blocks_interceptions","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].creativity","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].defensive_contribution","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].element","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].expected_assists","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].expected_goal_involvements","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].expected_goals","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].expected_goals_conceded","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].fixture","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].goals_conceded","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].goals_scored","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].ict_index","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].influence","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].kickoff_time","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].minutes","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].modified","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].opponent_team","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].own_goals","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].penalties_missed","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].penalties_saved","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].recoveries","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].red_cards","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].round","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].saves","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","history[].selected","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].starts","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].tackles","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].team_a_score","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].team_h_score","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].threat","str","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Points","fpl","element","sample_payload","history[].total_points","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","history[].transfers_balance","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","history[].transfers_in","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Gameweek & State","fpl","element","sample_payload","history[].transfers_out","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Price & Value","fpl","element","sample_payload","history[].value","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history[].was_home","bool","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history[].yellow_cards","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","FPL Review","fpl","element","sample_payload","history_past","object","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].assists","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].bonus","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].bps","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
"FPL","Performance","fpl","element","sample_payload","history_past[].clean_sheets","int","OBSERVED_IN_RAW_PAYLOAD","UNMAPPED_REVIEW","UNKNOWN","","FALSE","fpl\element-summary\element-1.json | fpl\element-summary\element-25.json | fpl\element-summary\element-4.json | fpl\element-summary\element-7.json"
