field_name,source_surface,resource,grain,player_link,fixture_link,club_link,matrix_class,canonical_attachment,relationship_kind,identity_contract
events[].ranked_count,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
events[].release_time,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
events[].released,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
events[].top_element,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
events[].top_element_info,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
events[].top_element_info.id,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
events[].top_element_info.points,fpl,bootstrap-static.json,player_match,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
events[].transfers_made,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.cup_qualifying_method,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.cup_start_event_id,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.cup_stop_event_id,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.cup_type,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.element_sell_at_purchase_price,fpl,bootstrap-static.json,player,RELATIONSHIP_METADATA_PRESENT,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.featured_entries,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_h2h_tiebreak_stats,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_join_private_max,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_join_public_max,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_ko_first_instead_of_random,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_max_ko_rounds_private_h2h,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_max_size_private_h2h,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_max_size_public_classic,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_max_size_public_h2h,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_points_h2h_draw,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_points_h2h_lose,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_points_h2h_win,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.league_prefix_public,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.max_extra_free_transfers,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.percentile_ranks,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_special_max,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_special_min,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_squadplay,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_squadsize,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_team_limit,fpl,bootstrap-static.json,team,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,RELATIONSHIP_METADATA_PRESENT,RELATIONSHIP_METADATA_PRESENT_REVIEW,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.squad_total_spend,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.stats_form_days,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.sys_vice_captain_enabled,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.transfers_cap,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.transfers_sell_on_fee,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.ui_currency_multiplier,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.ui_special_shirt_exclusions,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.ui_use_special_shirts,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.rules.underdog_differential,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.assists,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.bonus,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.bps,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clean_sheets,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clean_sheets.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clean_sheets.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clean_sheets.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clean_sheets.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.clearances_blocks_interceptions,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.creativity,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.defensive_contribution,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.defensive_contribution.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.defensive_contribution.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.defensive_contribution.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.defensive_contribution.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.expected_assists,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.expected_goal_involvements,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.expected_goals,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.expected_goals_conceded,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_conceded,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_conceded.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_conceded.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_conceded.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_conceded.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_scored,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_scored.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_scored.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_scored.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.goals_scored.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.ict_index,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.influence,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.long_play,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_clean_sheets,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_clean_sheets.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_clean_sheets.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_clean_sheets.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_clean_sheets.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_draw,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_draw.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_draw.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_draw.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_draw.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_goals_scored,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_goals_scored.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_goals_scored.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_goals_scored.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_goals_scored.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_loss,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_draw,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_draw.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_draw.FWD,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_draw.GKP,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_draw.MID,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_win,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
game_config.scoring.mng_underdog_win.DEF,fpl,bootstrap-static.json,unmapped_review,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NOT_IN_DIRECT_GRAIN,NO_DIRECT_ENTITY_SCOPE,UNMAPPED_REVIEW,UNKNOWN,
