grain,field_name,state
sample_payload,elements[].price_change_projections[].likelihood,FRL_ONLY
sample_payload,elements[].price_change_projections[].offset,FRL_ONLY
sample_payload,elements[].price_change_projections[].projected_percent,FRL_ONLY
sample_payload,elements[].recoveries,FRL_ONLY
sample_payload,elements[].red_cards,FRL_ONLY
sample_payload,elements[].region,FRL_ONLY
sample_payload,elements[].removed,FRL_ONLY
sample_payload,elements[].saves,FRL_ONLY
sample_payload,elements[].saves_per_90,FRL_ONLY
sample_payload,elements[].scout_news_link,FRL_ONLY
sample_payload,elements[].scout_risks,FRL_ONLY
sample_payload,elements[].second_name,FRL_ONLY
sample_payload,elements[].selected_by_percent,FRL_ONLY
sample_payload,elements[].selected_rank,FRL_ONLY
sample_payload,elements[].selected_rank_type,FRL_ONLY
sample_payload,elements[].special,FRL_ONLY
sample_payload,elements[].squad_number,FRL_ONLY
sample_payload,elements[].starts,FRL_ONLY
sample_payload,elements[].starts_per_90,FRL_ONLY
sample_payload,elements[].stats,FRL_ONLY
sample_payload,elements[].stats.assists,FRL_ONLY
sample_payload,elements[].stats.bonus,FRL_ONLY
sample_payload,elements[].stats.bps,FRL_ONLY
sample_payload,elements[].stats.clean_sheets,FRL_ONLY
sample_payload,elements[].stats.clearances_blocks_interceptions,FRL_ONLY
sample_payload,elements[].stats.creativity,FRL_ONLY
sample_payload,elements[].stats.defensive_contribution,FRL_ONLY
sample_payload,elements[].stats.expected_assists,FRL_ONLY
sample_payload,elements[].stats.expected_goal_involvements,FRL_ONLY
sample_payload,elements[].stats.expected_goals,FRL_ONLY
sample_payload,elements[].stats.expected_goals_conceded,FRL_ONLY
sample_payload,elements[].stats.goals_conceded,FRL_ONLY
sample_payload,elements[].stats.goals_scored,FRL_ONLY
sample_payload,elements[].stats.ict_index,FRL_ONLY
sample_payload,elements[].stats.in_dreamteam,FRL_ONLY
sample_payload,elements[].stats.influence,FRL_ONLY
sample_payload,elements[].stats.minutes,FRL_ONLY
sample_payload,elements[].stats.own_goals,FRL_ONLY
sample_payload,elements[].stats.penalties_missed,FRL_ONLY
sample_payload,elements[].stats.penalties_saved,FRL_ONLY
sample_payload,elements[].stats.played,FRL_ONLY
sample_payload,elements[].stats.recoveries,FRL_ONLY
sample_payload,elements[].stats.red_cards,FRL_ONLY
sample_payload,elements[].stats.saves,FRL_ONLY
sample_payload,elements[].stats.starts,FRL_ONLY
sample_payload,elements[].stats.tackles,FRL_ONLY
sample_payload,elements[].stats.threat,FRL_ONLY
sample_payload,elements[].stats.total_points,FRL_ONLY
sample_payload,elements[].stats.yellow_cards,FRL_ONLY
sample_payload,elements[].status,FRL_ONLY
sample_payload,elements[].tackles,FRL_ONLY
sample_payload,elements[].team,FRL_ONLY
sample_payload,elements[].team_code,FRL_ONLY
sample_payload,elements[].team_join_date,FRL_ONLY
sample_payload,elements[].threat,FRL_ONLY
sample_payload,elements[].threat_rank,FRL_ONLY
sample_payload,elements[].threat_rank_type,FRL_ONLY
sample_payload,elements[].total_points,FRL_ONLY
sample_payload,elements[].transfers_in,FRL_ONLY
sample_payload,elements[].transfers_in_event,FRL_ONLY
sample_payload,elements[].transfers_out,FRL_ONLY
sample_payload,elements[].transfers_out_event,FRL_ONLY
sample_payload,elements[].value_form,FRL_ONLY
sample_payload,elements[].value_season,FRL_ONLY
sample_payload,elements[].web_name,FRL_ONLY
sample_payload,elements[].yellow_cards,FRL_ONLY
sample_payload,events,FRL_ONLY
sample_payload,events[].average_entry_score,FRL_ONLY
sample_payload,events[].can_enter,FRL_ONLY
sample_payload,events[].can_manage,FRL_ONLY
sample_payload,events[].chip_plays,FRL_ONLY
sample_payload,events[].chip_plays[].chip_name,FRL_ONLY
sample_payload,events[].chip_plays[].num_played,FRL_ONLY
sample_payload,events[].cup_leagues_created,FRL_ONLY
sample_payload,events[].data_checked,FRL_ONLY
sample_payload,events[].deadline_time,FRL_ONLY
sample_payload,events[].deadline_time_epoch,FRL_ONLY
