grain,field_name,state
sample_payload,game_settings.league_max_size_private_h2h,FRL_ONLY
sample_payload,game_settings.league_max_size_public_classic,FRL_ONLY
sample_payload,game_settings.league_max_size_public_h2h,FRL_ONLY
sample_payload,game_settings.league_points_h2h_draw,FRL_ONLY
sample_payload,game_settings.league_points_h2h_lose,FRL_ONLY
sample_payload,game_settings.league_points_h2h_win,FRL_ONLY
sample_payload,game_settings.league_prefix_public,FRL_ONLY
sample_payload,game_settings.max_extra_free_transfers,FRL_ONLY
sample_payload,game_settings.percentile_ranks,FRL_ONLY
sample_payload,game_settings.squad_special_max,FRL_ONLY
sample_payload,game_settings.squad_special_min,FRL_ONLY
sample_payload,game_settings.squad_squadplay,FRL_ONLY
sample_payload,game_settings.squad_squadsize,FRL_ONLY
sample_payload,game_settings.squad_team_limit,FRL_ONLY
sample_payload,game_settings.squad_total_spend,FRL_ONLY
sample_payload,game_settings.stats_form_days,FRL_ONLY
sample_payload,game_settings.sys_vice_captain_enabled,FRL_ONLY
sample_payload,game_settings.timezone,FRL_ONLY
sample_payload,game_settings.transfers_cap,FRL_ONLY
sample_payload,game_settings.transfers_sell_on_fee,FRL_ONLY
sample_payload,game_settings.ui_currency_multiplier,FRL_ONLY
sample_payload,game_settings.ui_special_shirt_exclusions,FRL_ONLY
sample_payload,game_settings.ui_use_special_shirts,FRL_ONLY
sample_payload,game_settings.underdog_differential,FRL_ONLY
sample_payload,history,FRL_ONLY
sample_payload,history[].assists,FRL_ONLY
sample_payload,history[].bonus,FRL_ONLY
sample_payload,history[].bps,FRL_ONLY
sample_payload,history[].clean_sheets,FRL_ONLY
sample_payload,history[].clearances_blocks_interceptions,FRL_ONLY
sample_payload,history[].creativity,FRL_ONLY
sample_payload,history[].defensive_contribution,FRL_ONLY
sample_payload,history[].element,FRL_ONLY
sample_payload,history[].expected_assists,FRL_ONLY
sample_payload,history[].expected_goal_involvements,FRL_ONLY
sample_payload,history[].expected_goals,FRL_ONLY
sample_payload,history[].expected_goals_conceded,FRL_ONLY
sample_payload,history[].fixture,FRL_ONLY
sample_payload,history[].goals_conceded,FRL_ONLY
sample_payload,history[].goals_scored,FRL_ONLY
sample_payload,history[].ict_index,FRL_ONLY
sample_payload,history[].influence,FRL_ONLY
sample_payload,history[].kickoff_time,FRL_ONLY
sample_payload,history[].minutes,FRL_ONLY
sample_payload,history[].modified,FRL_ONLY
sample_payload,history[].opponent_team,FRL_ONLY
sample_payload,history[].own_goals,FRL_ONLY
sample_payload,history[].penalties_missed,FRL_ONLY
sample_payload,history[].penalties_saved,FRL_ONLY
sample_payload,history[].recoveries,FRL_ONLY
sample_payload,history[].red_cards,FRL_ONLY
sample_payload,history[].round,FRL_ONLY
sample_payload,history[].saves,FRL_ONLY
sample_payload,history[].selected,FRL_ONLY
sample_payload,history[].starts,FRL_ONLY
sample_payload,history[].tackles,FRL_ONLY
sample_payload,history[].team_a_score,FRL_ONLY
sample_payload,history[].team_h_score,FRL_ONLY
sample_payload,history[].threat,FRL_ONLY
sample_payload,history[].total_points,FRL_ONLY
sample_payload,history[].transfers_balance,FRL_ONLY
sample_payload,history[].transfers_in,FRL_ONLY
sample_payload,history[].transfers_out,FRL_ONLY
sample_payload,history[].value,FRL_ONLY
sample_payload,history[].was_home,FRL_ONLY
sample_payload,history[].yellow_cards,FRL_ONLY
sample_payload,history_past,FRL_ONLY
sample_payload,history_past[].assists,FRL_ONLY
sample_payload,history_past[].bonus,FRL_ONLY
sample_payload,history_past[].bps,FRL_ONLY
sample_payload,history_past[].clean_sheets,FRL_ONLY
sample_payload,history_past[].clearances_blocks_interceptions,FRL_ONLY
sample_payload,history_past[].creativity,FRL_ONLY
sample_payload,history_past[].defensive_contribution,FRL_ONLY
sample_payload,history_past[].element_code,FRL_ONLY
sample_payload,history_past[].end_cost,FRL_ONLY
sample_payload,history_past[].expected_assists,FRL_ONLY
sample_payload,history_past[].expected_goal_involvements,FRL_ONLY
sample_payload,history_past[].expected_goals,FRL_ONLY
sample_payload,history_past[].expected_goals_conceded,FRL_ONLY
sample_payload,history_past[].goals_conceded,FRL_ONLY
sample_payload,history_past[].goals_scored,FRL_ONLY
sample_payload,history_past[].ict_index,FRL_ONLY
sample_payload,history_past[].influence,FRL_ONLY
sample_payload,history_past[].minutes,FRL_ONLY
sample_payload,history_past[].own_goals,FRL_ONLY
sample_payload,history_past[].penalties_missed,FRL_ONLY
sample_payload,history_past[].penalties_saved,FRL_ONLY
sample_payload,history_past[].recoveries,FRL_ONLY
sample_payload,history_past[].red_cards,FRL_ONLY
sample_payload,history_past[].saves,FRL_ONLY
sample_payload,history_past[].season_name,FRL_ONLY
sample_payload,history_past[].start_cost,FRL_ONLY
sample_payload,history_past[].starts,FRL_ONLY
sample_payload,history_past[].tackles,FRL_ONLY
sample_payload,history_past[].threat,FRL_ONLY
sample_payload,history_past[].total_points,FRL_ONLY
sample_payload,history_past[].yellow_cards,FRL_ONLY
sample_payload,note,FRL_ONLY
sample_payload,phases,FRL_ONLY
sample_payload,phases[].highest_score,FRL_ONLY
sample_payload,phases[].id,FRL_ONLY
sample_payload,phases[].name,FRL_ONLY
sample_payload,phases[].start_event,FRL_ONLY
sample_payload,phases[].stop_event,FRL_ONLY
sample_payload,resources,FRL_ONLY
sample_payload,resources.commentary,FRL_ONLY
sample_payload,resources.commentary.endpoint,FRL_ONLY
sample_payload,resources.commentary.headers,FRL_ONLY
sample_payload,resources.commentary.headers.alt-svc,FRL_ONLY
sample_payload,resources.commentary.headers.cache-control,FRL_ONLY
sample_payload,resources.commentary.headers.connection,FRL_ONLY
sample_payload,resources.commentary.headers.content-security-policy,FRL_ONLY
sample_payload,resources.commentary.headers.content-type,FRL_ONLY
sample_payload,resources.commentary.headers.date,FRL_ONLY
sample_payload,resources.commentary.headers.permissions-policy,FRL_ONLY
sample_payload,resources.commentary.headers.referrer-policy,FRL_ONLY
sample_payload,resources.commentary.headers.set-cookie,FRL_ONLY
sample_payload,resources.commentary.headers.strict-transport-security,FRL_ONLY
sample_payload,resources.commentary.headers.transfer-encoding,FRL_ONLY
sample_payload,resources.commentary.headers.vary,FRL_ONLY
sample_payload,resources.commentary.headers.via,FRL_ONLY
sample_payload,resources.commentary.headers.x-amz-cf-id,FRL_ONLY
sample_payload,resources.commentary.headers.x-amz-cf-pop,FRL_ONLY
sample_payload,resources.commentary.headers.x-cache,FRL_ONLY
sample_payload,resources.commentary.headers.x-cache-server,FRL_ONLY
sample_payload,resources.commentary.headers.x-cache-status,FRL_ONLY
sample_payload,resources.commentary.headers.x-content-type-options,FRL_ONLY
sample_payload,resources.commentary.headers.x-frame-options,FRL_ONLY
sample_payload,resources.commentary.headers.x-pulse-sdp-endpoint,FRL_ONLY
sample_payload,resources.commentary.headers.x-ratelimit-limit,FRL_ONLY
sample_payload,resources.commentary.headers.x-ratelimit-remaining,FRL_ONLY
sample_payload,resources.commentary.headers.x-ratelimit-reset,FRL_ONLY
sample_payload,resources.commentary.headers.x-request-id,FRL_ONLY
sample_payload,resources.commentary.payload,FRL_ONLY
sample_payload,resources.commentary.payload.data,FRL_ONLY
sample_payload,resources.commentary.payload.data[].comment,FRL_ONLY
sample_payload,resources.commentary.payload.data[].time,FRL_ONLY
sample_payload,resources.commentary.payload.data[].timestamp,FRL_ONLY
sample_payload,resources.commentary.payload.data[].type,FRL_ONLY
sample_payload,resources.commentary.payload.pagination,FRL_ONLY
sample_payload,resources.commentary.payload.pagination._limit,FRL_ONLY
sample_payload,resources.commentary.payload.pagination._next,FRL_ONLY
sample_payload,resources.commentary.payload.pagination._prev,FRL_ONLY
sample_payload,resources.commentary.retrieved_at,FRL_ONLY
sample_payload,resources.events,FRL_ONLY
sample_payload,resources.events.endpoint,FRL_ONLY
sample_payload,resources.events.headers,FRL_ONLY
sample_payload,resources.events.headers.alt-svc,FRL_ONLY
sample_payload,resources.events.headers.cache-control,FRL_ONLY
sample_payload,resources.events.headers.connection,FRL_ONLY
sample_payload,resources.events.headers.content-security-policy,FRL_ONLY
sample_payload,resources.events.headers.content-type,FRL_ONLY
sample_payload,resources.events.headers.date,FRL_ONLY
sample_payload,resources.events.headers.permissions-policy,FRL_ONLY
sample_payload,resources.events.headers.referrer-policy,FRL_ONLY
sample_payload,resources.events.headers.set-cookie,FRL_ONLY
sample_payload,resources.events.headers.strict-transport-security,FRL_ONLY
sample_payload,resources.events.headers.transfer-encoding,FRL_ONLY
sample_payload,resources.events.headers.vary,FRL_ONLY
sample_payload,resources.events.headers.via,FRL_ONLY
sample_payload,resources.events.headers.x-amz-cf-id,FRL_ONLY
sample_payload,resources.events.headers.x-amz-cf-pop,FRL_ONLY
sample_payload,resources.events.headers.x-cache,FRL_ONLY
sample_payload,resources.events.headers.x-cache-server,FRL_ONLY
sample_payload,resources.events.headers.x-cache-status,FRL_ONLY
sample_payload,resources.events.headers.x-content-type-options,FRL_ONLY
sample_payload,resources.events.headers.x-frame-options,FRL_ONLY
sample_payload,resources.events.headers.x-pulse-sdp-endpoint,FRL_ONLY
sample_payload,resources.events.headers.x-ratelimit-limit,FRL_ONLY
sample_payload,resources.events.headers.x-ratelimit-remaining,FRL_ONLY
sample_payload,resources.events.headers.x-ratelimit-reset,FRL_ONLY
sample_payload,resources.events.headers.x-request-id,FRL_ONLY
sample_payload,resources.events.payload,FRL_ONLY
sample_payload,resources.events.payload.awayTeam,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards[].period,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards[].playerId,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards[].time,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards[].timestamp,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.cards[].type,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].assistPlayerId,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].goalType,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].period,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].playerId,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].time,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.goals[].timestamp,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.id,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.name,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.shortName,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs[].period,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs[].playerOffId,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs[].playerOnId,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs[].time,FRL_ONLY
sample_payload,resources.events.payload.awayTeam.subs[].timestamp,FRL_ONLY
sample_payload,resources.events.payload.homeTeam,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards[].period,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards[].playerId,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards[].time,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards[].timestamp,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.cards[].type,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].assistPlayerId,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].goalType,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].period,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].playerId,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].time,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.goals[].timestamp,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.id,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.name,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.shortName,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs[].period,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs[].playerOffId,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs[].playerOnId,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs[].time,FRL_ONLY
sample_payload,resources.events.payload.homeTeam.subs[].timestamp,FRL_ONLY
sample_payload,resources.events.retrieved_at,FRL_ONLY
sample_payload,resources.lineups,FRL_ONLY
sample_payload,resources.lineups.endpoint,FRL_ONLY
sample_payload,resources.lineups.headers,FRL_ONLY
sample_payload,resources.lineups.headers.alt-svc,FRL_ONLY
sample_payload,resources.lineups.headers.cache-control,FRL_ONLY
sample_payload,resources.lineups.headers.connection,FRL_ONLY
sample_payload,resources.lineups.headers.content-security-policy,FRL_ONLY
sample_payload,resources.lineups.headers.content-type,FRL_ONLY
sample_payload,resources.lineups.headers.date,FRL_ONLY
sample_payload,resources.lineups.headers.permissions-policy,FRL_ONLY
sample_payload,resources.lineups.headers.referrer-policy,FRL_ONLY
sample_payload,resources.lineups.headers.set-cookie,FRL_ONLY
sample_payload,resources.lineups.headers.strict-transport-security,FRL_ONLY
sample_payload,resources.lineups.headers.transfer-encoding,FRL_ONLY
sample_payload,resources.lineups.headers.vary,FRL_ONLY
sample_payload,resources.lineups.headers.via,FRL_ONLY
sample_payload,resources.lineups.headers.x-amz-cf-id,FRL_ONLY
sample_payload,resources.lineups.headers.x-amz-cf-pop,FRL_ONLY
sample_payload,resources.lineups.headers.x-cache,FRL_ONLY
sample_payload,resources.lineups.headers.x-cache-server,FRL_ONLY
sample_payload,resources.lineups.headers.x-cache-status,FRL_ONLY
sample_payload,resources.lineups.headers.x-content-type-options,FRL_ONLY
sample_payload,resources.lineups.headers.x-frame-options,FRL_ONLY
sample_payload,resources.lineups.headers.x-pulse-sdp-endpoint,FRL_ONLY
sample_payload,resources.lineups.headers.x-ratelimit-limit,FRL_ONLY
sample_payload,resources.lineups.headers.x-ratelimit-remaining,FRL_ONLY
sample_payload,resources.lineups.headers.x-ratelimit-reset,FRL_ONLY
sample_payload,resources.lineups.headers.x-request-id,FRL_ONLY
sample_payload,resources.lineups.payload,FRL_ONLY
sample_payload,resources.lineups.payload.away_team,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.formation,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.formation.formation,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.formation.lineup,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.formation.subs,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.formation.teamId,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.managers,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.managers[].firstName,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.managers[].id,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.managers[].lastName,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.managers[].type,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].firstName,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].id,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].isCaptain,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].lastName,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].position,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.players[].shirtNum,FRL_ONLY
sample_payload,resources.lineups.payload.away_team.teamId,FRL_ONLY
sample_payload,resources.lineups.payload.home_team,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.formation,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.formation.formation,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.formation.lineup,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.formation.subs,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.formation.teamId,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.managers,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.managers[].firstName,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.managers[].id,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.managers[].lastName,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.managers[].type,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].firstName,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].id,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].isCaptain,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].lastName,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].position,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.players[].shirtNum,FRL_ONLY
sample_payload,resources.lineups.payload.home_team.teamId,FRL_ONLY
sample_payload,resources.lineups.retrieved_at,FRL_ONLY
sample_payload,resources.match,FRL_ONLY
sample_payload,resources.match.endpoint,FRL_ONLY
sample_payload,resources.match.headers,FRL_ONLY
sample_payload,resources.match.headers.alt-svc,FRL_ONLY
sample_payload,resources.match.headers.cache-control,FRL_ONLY
sample_payload,resources.match.headers.connection,FRL_ONLY
sample_payload,resources.match.headers.content-security-policy,FRL_ONLY
sample_payload,resources.match.headers.content-type,FRL_ONLY
sample_payload,resources.match.headers.date,FRL_ONLY
sample_payload,resources.match.headers.permissions-policy,FRL_ONLY
sample_payload,resources.match.headers.referrer-policy,FRL_ONLY
sample_payload,resources.match.headers.set-cookie,FRL_ONLY
sample_payload,resources.match.headers.strict-transport-security,FRL_ONLY
sample_payload,resources.match.headers.transfer-encoding,FRL_ONLY
sample_payload,resources.match.headers.vary,FRL_ONLY
sample_payload,resources.match.headers.via,FRL_ONLY
sample_payload,resources.match.headers.x-amz-cf-id,FRL_ONLY
sample_payload,resources.match.headers.x-amz-cf-pop,FRL_ONLY
sample_payload,resources.match.headers.x-cache,FRL_ONLY
sample_payload,resources.match.headers.x-cache-server,FRL_ONLY
sample_payload,resources.match.headers.x-cache-status,FRL_ONLY
sample_payload,resources.match.headers.x-content-type-options,FRL_ONLY
sample_payload,resources.match.headers.x-frame-options,FRL_ONLY
sample_payload,resources.match.headers.x-pulse-sdp-endpoint,FRL_ONLY
sample_payload,resources.match.headers.x-ratelimit-limit,FRL_ONLY
sample_payload,resources.match.headers.x-ratelimit-remaining,FRL_ONLY
sample_payload,resources.match.headers.x-ratelimit-reset,FRL_ONLY
sample_payload,resources.match.headers.x-request-id,FRL_ONLY
sample_payload,resources.match.payload,FRL_ONLY
sample_payload,resources.match.payload.attendance,FRL_ONLY
sample_payload,resources.match.payload.awayTeam,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.abbr,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.halfTimeScore,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.id,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.name,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.redCards,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.score,FRL_ONLY
sample_payload,resources.match.payload.awayTeam.shortName,FRL_ONLY
sample_payload,resources.match.payload.clock,FRL_ONLY
sample_payload,resources.match.payload.competition,FRL_ONLY
sample_payload,resources.match.payload.competitionId,FRL_ONLY
sample_payload,resources.match.payload.ground,FRL_ONLY
sample_payload,resources.match.payload.homeTeam,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.abbr,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.halfTimeScore,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.id,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.name,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.redCards,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.score,FRL_ONLY
sample_payload,resources.match.payload.homeTeam.shortName,FRL_ONLY
sample_payload,resources.match.payload.kickoff,FRL_ONLY
sample_payload,resources.match.payload.kickoffTimezone,FRL_ONLY
sample_payload,resources.match.payload.kickoffTimezoneString,FRL_ONLY
sample_payload,resources.match.payload.matchId,FRL_ONLY
sample_payload,resources.match.payload.matchWeek,FRL_ONLY
sample_payload,resources.match.payload.period,FRL_ONLY
sample_payload,resources.match.payload.phase,FRL_ONLY
sample_payload,resources.match.payload.resultType,FRL_ONLY
sample_payload,resources.match.payload.seasonId,FRL_ONLY
sample_payload,resources.match.payload.seasonInfo,FRL_ONLY
sample_payload,resources.match.payload.seasonInfo.id,FRL_ONLY
sample_payload,resources.match.payload.seasonInfo.name,FRL_ONLY
sample_payload,resources.match.retrieved_at,FRL_ONLY
sample_payload,resources.stats,FRL_ONLY
sample_payload,resources.stats.endpoint,FRL_ONLY
sample_payload,resources.stats.headers,FRL_ONLY
sample_payload,resources.stats.headers.alt-svc,FRL_ONLY
sample_payload,resources.stats.headers.cache-control,FRL_ONLY
sample_payload,resources.stats.headers.connection,FRL_ONLY
sample_payload,resources.stats.headers.content-security-policy,FRL_ONLY
sample_payload,resources.stats.headers.content-type,FRL_ONLY
sample_payload,resources.stats.headers.date,FRL_ONLY
sample_payload,resources.stats.headers.permissions-policy,FRL_ONLY
sample_payload,resources.stats.headers.referrer-policy,FRL_ONLY
sample_payload,resources.stats.headers.set-cookie,FRL_ONLY
sample_payload,resources.stats.headers.strict-transport-security,FRL_ONLY
sample_payload,resources.stats.headers.transfer-encoding,FRL_ONLY
sample_payload,resources.stats.headers.vary,FRL_ONLY
sample_payload,resources.stats.headers.via,FRL_ONLY
sample_payload,resources.stats.headers.x-amz-cf-id,FRL_ONLY
sample_payload,resources.stats.headers.x-amz-cf-pop,FRL_ONLY
sample_payload,resources.stats.headers.x-cache,FRL_ONLY
sample_payload,resources.stats.headers.x-cache-server,FRL_ONLY
sample_payload,resources.stats.headers.x-cache-status,FRL_ONLY
sample_payload,resources.stats.headers.x-content-type-options,FRL_ONLY
sample_payload,resources.stats.headers.x-frame-options,FRL_ONLY
sample_payload,resources.stats.headers.x-pulse-sdp-endpoint,FRL_ONLY
sample_payload,resources.stats.headers.x-ratelimit-limit,FRL_ONLY
sample_payload,resources.stats.headers.x-ratelimit-remaining,FRL_ONLY
sample_payload,resources.stats.headers.x-ratelimit-reset,FRL_ONLY
sample_payload,resources.stats.headers.x-request-id,FRL_ONLY
sample_payload,resources.stats.payload,FRL_ONLY
sample_payload,resources.stats.payload[].side,FRL_ONLY
sample_payload,resources.stats.payload[].stats,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateBackZonePass,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateChippedPass,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateCornersIntobox,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateCross,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateCrossNocorner,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateFlickOn,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateFreekickCross,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateFwdZonePass,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateGoalKicks,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateKeeperSweeper,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateKeeperThrows,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateLaunches,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateLayoffs,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateLongBalls,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accuratePass,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accuratePullBack,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateThroughBall,FRL_ONLY
sample_payload,resources.stats.payload[].stats.accurateThrows,FRL_ONLY
sample_payload,resources.stats.payload[].stats.aerialLost,FRL_ONLY
sample_payload,resources.stats.payload[].stats.aerialWon,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attAssistOpenplay,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attAssistSetplay,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attBxCentre,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attBxLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attBxRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attCmissHigh,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attCmissHighRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attCmissLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attCmissRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attCorner,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attFreekickGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attFreekickMiss,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attFreekickTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attFreekickTotal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attGoalLowCentre,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attGoalLowLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attGoalLowRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attHdMiss,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attHdTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attHdTotal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attIboxBlocked,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attIboxGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attIboxMiss,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attIboxTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attLfGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attLfTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attLfTotal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attMissHigh,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attMissHighLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attMissHighRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attMissLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attMissRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOboxBlocked,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOboxGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOboxMiss,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOboxTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attObxCentre,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attObxLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attObxdLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOneOnOne,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attOpenplay,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attPenGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attRfGoal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attRfTarget,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attRfTotal,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSetpiece,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSvHighCentre,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSvHighLeft,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSvHighRight,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSvLowCentre,FRL_ONLY
sample_payload,resources.stats.payload[].stats.attSvLowLeft,FRL_ONLY
