season,player_code,source_player_id,shots,shots_on_target,shots_off_target,blocked_shots,xgot,touches,hit_woodwork,passes,accurate_passes,accurate_opposition_half_passes,long_balls,accurate_long_balls,successful_crosses,key_passes_rich,big_chances_created_rich,successful_dribbles,unsuccessful_dribbles,ball_carries,progressive_carries,progressive_carry_distance,total_progression,possession_lost,tackles_rich,tackles_won,interceptions_won,clearances,aerial_duels_won,aerial_duels_lost,duels_won,duels_lost,contests_won,blocks,recoveries_rich,errors_leading_to_shot,errors_leading_to_goal,fouls_conceded,fouls_won,penalties_won,penalties_conceded,saves_rich,saves_inside_box,high_claims,keeper_sweeper_actions,accurate_keeper_sweeper_actions,penalties_faced
2017-18,109065,97410,2.0,2.0,,,,125.0,,99.0,79.0,42.0,5.0,3.0,,2.0,,,,,,,,29.0,3.0,,1.0,1.0,3.0,3.0,7.0,13.0,,1.0,10.0,,,5.0,2.0,,,,,,,,
2017-18,109322,205508,56.0,23.0,18.0,15.0,,1307.0,3.0,932.0,818.0,577.0,24.0,19.0,8.0,26.0,4.0,,,,,,,260.0,30.0,11.0,9.0,10.0,5.0,26.0,99.0,124.0,28.0,3.0,84.0,,,34.0,36.0,,,,,,,,
2017-18,109345,301288,28.0,9.0,9.0,10.0,,1152.0,2.0,637.0,495.0,282.0,69.0,36.0,16.0,20.0,4.0,,,,,,,358.0,54.0,24.0,13.0,29.0,19.0,42.0,143.0,177.0,48.0,3.0,135.0,,,29.0,22.0,1.0,,,,,,,
2017-18,109434,138837,2.0,,2.0,,,588.0,,309.0,221.0,124.0,43.0,12.0,2.0,3.0,,,,,,,,147.0,33.0,20.0,32.0,64.0,28.0,13.0,77.0,34.0,7.0,6.0,50.0,,,5.0,10.0,,,,,,,,
2017-18,109528,210082,2.0,,2.0,,,998.0,,540.0,405.0,219.0,70.0,24.0,6.0,11.0,3.0,,,,,,,251.0,36.0,10.0,18.0,49.0,22.0,19.0,82.0,81.0,12.0,6.0,70.0,,,24.0,12.0,,1.0,,,,,,
2017-18,109533,155997,2.0,2.0,,,,219.0,,130.0,105.0,57.0,9.0,4.0,2.0,1.0,,,,,,,,52.0,6.0,4.0,2.0,9.0,2.0,1.0,18.0,9.0,5.0,,17.0,,,3.0,5.0,,,,,,,,
2017-18,109646,352668,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,109788,97001,16.0,4.0,8.0,4.0,,654.0,,442.0,362.0,247.0,18.0,10.0,11.0,16.0,1.0,,,,,,,188.0,14.0,11.0,8.0,3.0,7.0,27.0,58.0,81.0,17.0,,76.0,1.0,,14.0,20.0,,,,,,,,
2017-18,110979,217704,70.0,26.0,31.0,13.0,,1431.0,3.0,962.0,773.0,592.0,36.0,24.0,6.0,50.0,9.0,,,,,,,378.0,28.0,10.0,9.0,7.0,27.0,61.0,160.0,181.0,55.0,,111.0,,,24.0,50.0,,,,,,,,
2017-18,111234,138530,1.0,,1.0,,,1556.0,,1162.0,517.0,278.0,979.0,335.0,,3.0,,,,,,,,658.0,,,2.0,48.0,18.0,1.0,22.0,4.0,,,393.0,3.0,2.0,1.0,6.0,,1.0,121.0,70.0,17.0,16.0,14.0,5.0
2017-18,111457,142148,21.0,7.0,7.0,7.0,,1780.0,1.0,1268.0,1016.0,617.0,67.0,25.0,6.0,19.0,6.0,,,,,,,363.0,49.0,23.0,26.0,53.0,47.0,32.0,118.0,107.0,12.0,3.0,134.0,,,32.0,10.0,,,,,,,,
2017-18,112316,150201,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,112338,138156,27.0,8.0,14.0,5.0,,1909.0,1.0,1543.0,1320.0,690.0,139.0,76.0,5.0,25.0,5.0,,,,,,,291.0,67.0,32.0,28.0,32.0,46.0,49.0,163.0,123.0,24.0,4.0,196.0,1.0,,27.0,27.0,1.0,,,,,,,
2017-18,112516,314370,1.0,1.0,,,,183.0,,129.0,90.0,53.0,7.0,5.0,2.0,6.0,1.0,,,,,,,62.0,3.0,1.0,1.0,2.0,13.0,24.0,25.0,43.0,6.0,,17.0,,,3.0,3.0,,,,,,,,
2017-18,112520,796143,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,11334,1185,0.0,,,,,1227.0,1.0,811.0,530.0,98.0,462.0,184.0,,,,,,,,,,292.0,1.0,1.0,,44.0,15.0,1.0,21.0,2.0,2.0,,330.0,1.0,6.0,,4.0,,,91.0,61.0,31.0,22.0,22.0,6.0
2017-18,11352,27839,2.0,1.0,1.0,,,1452.0,,973.0,798.0,330.0,139.0,63.0,7.0,9.0,,,,,,,,301.0,30.0,7.0,38.0,60.0,28.0,22.0,81.0,61.0,15.0,11.0,116.0,,,19.0,8.0,,1.0,,,,,,
2017-18,113534,225096,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,113564,254713,4.0,,2.0,2.0,,177.0,,84.0,50.0,36.0,17.0,3.0,3.0,2.0,,,,,,,,56.0,9.0,5.0,9.0,13.0,13.0,8.0,25.0,17.0,2.0,2.0,10.0,,,4.0,1.0,,,,,,,,
2017-18,113688,226780,37.0,18.0,12.0,7.0,,497.0,3.0,250.0,156.0,130.0,6.0,2.0,1.0,11.0,3.0,,,,,,,212.0,10.0,4.0,2.0,6.0,34.0,68.0,79.0,151.0,20.0,2.0,27.0,,,31.0,15.0,1.0,,,,,,,
2017-18,114243,372336,22.0,7.0,8.0,7.0,,549.0,,281.0,184.0,136.0,25.0,7.0,7.0,11.0,3.0,,,,,,,226.0,13.0,6.0,6.0,9.0,7.0,24.0,63.0,103.0,34.0,,82.0,2.0,,8.0,9.0,,,,,,,,
2017-18,11554,631,0.0,,,,,361.0,,294.0,130.0,73.0,251.0,87.0,,,,,,,,,,164.0,,,1.0,5.0,2.0,,3.0,,1.0,,81.0,,,,,,,31.0,16.0,6.0,2.0,2.0,1.0
2017-18,115556,94758,18.0,6.0,8.0,4.0,,2048.0,,1304.0,1045.0,711.0,113.0,47.0,34.0,47.0,5.0,,,,,,,481.0,47.0,17.0,28.0,62.0,45.0,50.0,132.0,118.0,15.0,5.0,110.0,1.0,,24.0,25.0,,,,,,,,
2017-18,116594,234148,25.0,5.0,6.0,14.0,,2675.0,,2151.0,1921.0,1139.0,128.0,88.0,2.0,41.0,4.0,,,,,,,349.0,113.0,39.0,86.0,26.0,17.0,32.0,191.0,178.0,47.0,4.0,312.0,3.0,,41.0,15.0,,,,,,,,
2017-18,11735,10468,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,11829,636,5.0,2.0,2.0,1.0,,242.0,,160.0,110.0,76.0,9.0,1.0,4.0,6.0,,,,,,,,86.0,10.0,2.0,2.0,4.0,5.0,9.0,20.0,34.0,5.0,,28.0,,,9.0,,,,,,,,,
2017-18,118748,159665,144.0,67.0,44.0,33.0,,1642.0,3.0,946.0,726.0,619.0,33.0,18.0,27.0,63.0,12.0,,,,,,,545.0,12.0,5.0,5.0,3.0,13.0,35.0,132.0,210.0,78.0,,122.0,,,16.0,29.0,1.0,,,,,,,
2017-18,11974,4387,0.0,,,,,71.0,,43.0,23.0,15.0,37.0,17.0,,,,,,,,,,21.0,,,,5.0,1.0,,2.0,,,,25.0,,,,1.0,,,8.0,7.0,,3.0,3.0,
2017-18,120447,149814,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,12086,10024,0.0,,,,,25.0,,19.0,10.0,6.0,17.0,8.0,,,,,,,,,,9.0,,,,1.0,,,,1.0,,,4.0,,,1.0,,,,2.0,1.0,3.0,,,
2017-18,121160,254491,0.0,,,,,1236.0,,928.0,792.0,44.0,280.0,147.0,,1.0,,,,,,,,147.0,1.0,1.0,,29.0,12.0,,20.0,1.0,1.0,,286.0,4.0,2.0,,6.0,,,58.0,37.0,15.0,40.0,39.0,2.0
2017-18,121221,252313,1.0,,1.0,,,76.0,,53.0,41.0,12.0,13.0,5.0,,,,,,,,,,13.0,,,3.0,13.0,6.0,4.0,8.0,8.0,,1.0,9.0,,,3.0,2.0,,,,,,,,
2017-18,121599,96535,47.0,17.0,20.0,10.0,,2803.0,1.0,2244.0,1877.0,1000.0,142.0,84.0,6.0,40.0,1.0,,,,,,,512.0,79.0,36.0,54.0,55.0,43.0,52.0,188.0,203.0,41.0,10.0,345.0,,,44.0,26.0,,1.0,,,,,,
2017-18,122342,583558,0.0,,,,,31.0,,24.0,21.0,10.0,3.0,2.0,,1.0,,,,,,,,6.0,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,
2017-18,122798,262911,12.0,2.0,7.0,3.0,,1905.0,,1421.0,1237.0,774.0,98.0,41.0,11.0,24.0,8.0,,,,,,,327.0,31.0,14.0,26.0,49.0,15.0,10.0,59.0,58.0,9.0,2.0,140.0,,,15.0,4.0,,,,,,,,
2017-18,1243,836,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,126184,149663,18.0,8.0,8.0,2.0,,2102.0,1.0,1588.0,1332.0,374.0,166.0,87.0,1.0,9.0,2.0,,,,,,,284.0,53.0,21.0,48.0,229.0,105.0,92.0,185.0,141.0,9.0,24.0,178.0,2.0,,27.0,19.0,,,,,,,,
2017-18,126187,284441,32.0,7.0,12.0,13.0,,1182.0,1.0,722.0,596.0,467.0,36.0,24.0,3.0,26.0,5.0,,,,,,,281.0,22.0,5.0,23.0,26.0,32.0,55.0,188.0,179.0,72.0,2.0,130.0,,,17.0,62.0,1.0,,,,,,,
2017-18,12745,9766,7.0,4.0,2.0,1.0,,1204.0,,754.0,604.0,356.0,77.0,28.0,21.0,24.0,4.0,,,,,,,262.0,25.0,7.0,25.0,47.0,14.0,20.0,64.0,48.0,8.0,6.0,87.0,,,7.0,17.0,,,,,,,,
2017-18,12813,19524,1.0,,1.0,,,18.0,,9.0,4.0,4.0,,,,,,,,,,,,11.0,,,,1.0,2.0,1.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,,
2017-18,128198,257205,30.0,6.0,10.0,14.0,,932.0,,532.0,418.0,302.0,32.0,13.0,8.0,21.0,2.0,,,,,,,285.0,37.0,11.0,6.0,6.0,6.0,13.0,132.0,137.0,61.0,1.0,81.0,,,27.0,28.0,,,,,,,,
2017-18,128389,192144,4.0,2.0,1.0,1.0,,81.0,,54.0,39.0,32.0,,,,3.0,,,,,,,,22.0,1.0,,,2.0,6.0,9.0,14.0,18.0,2.0,,4.0,,,3.0,5.0,,,,,,,,
2017-18,13017,751,45.0,17.0,20.0,8.0,,1566.0,1.0,1161.0,903.0,544.0,184.0,104.0,22.0,35.0,3.0,,,,,,,416.0,28.0,11.0,17.0,36.0,25.0,34.0,80.0,170.0,9.0,6.0,154.0,2.0,,35.0,18.0,,1.0,,,,,,
2017-18,13152,30530,14.0,5.0,4.0,5.0,,704.0,,560.0,459.0,228.0,56.0,26.0,2.0,6.0,,,,,,,,130.0,26.0,11.0,11.0,26.0,15.0,14.0,54.0,39.0,2.0,2.0,74.0,,,9.0,11.0,1.0,,,,,,,
2017-18,131897,134029,0.0,,,,,1388.0,,1053.0,505.0,270.0,911.0,364.0,,,,,,,,,,562.0,,,3.0,23.0,12.0,,12.0,3.0,,,335.0,1.0,2.0,,1.0,,,124.0,73.0,35.0,5.0,4.0,3.0
2017-18,132015,149593,16.0,6.0,5.0,5.0,,1442.0,1.0,1108.0,942.0,474.0,93.0,51.0,3.0,13.0,,,,,,,,254.0,44.0,19.0,37.0,24.0,28.0,28.0,122.0,138.0,21.0,3.0,180.0,,1.0,32.0,29.0,,,,,,,,
2017-18,133801,284455,0.0,,,,,16.0,,8.0,7.0,5.0,,,,1.0,,,,,,,,4.0,,,1.0,,,1.0,2.0,5.0,2.0,,2.0,,,1.0,,,,,,,,,
2017-18,135363,186795,12.0,1.0,9.0,2.0,,1614.0,2.0,1349.0,1260.0,410.0,88.0,62.0,,4.0,,,,,,,,104.0,26.0,6.0,38.0,104.0,56.0,29.0,98.0,40.0,5.0,17.0,139.0,4.0,1.0,8.0,13.0,,,,,,,,
2017-18,135365,367056,0.0,,,,,5.0,,4.0,4.0,4.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
2017-18,138009,536318,0.0,,,,,14.0,,6.0,4.0,4.0,1.0,1.0,,,,,,,,,,5.0,1.0,,,1.0,,1.0,3.0,1.0,2.0,,2.0,,,,,,,,,,,,
2017-18,14075,3063,0.0,,,,,157.0,,97.0,68.0,26.0,11.0,5.0,,,,,,,,,,41.0,6.0,4.0,7.0,6.0,7.0,7.0,18.0,14.0,3.0,1.0,18.0,,,,2.0,,,,,,,,
2017-18,14295,765,11.0,2.0,4.0,5.0,,1350.0,,1048.0,823.0,423.0,168.0,87.0,16.0,24.0,2.0,,,,,,,312.0,47.0,9.0,26.0,31.0,20.0,21.0,107.0,99.0,15.0,3.0,133.0,2.0,1.0,14.0,25.0,,,,,,,,
2017-18,143877,309078,7.0,3.0,3.0,1.0,,179.0,1.0,107.0,65.0,44.0,7.0,3.0,,6.0,,,,,,,,68.0,6.0,3.0,2.0,5.0,20.0,21.0,39.0,45.0,11.0,,17.0,,,6.0,2.0,,,,,,,,
2017-18,144660,786029,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,14664,14468,5.0,1.0,,4.0,,446.0,,416.0,390.0,269.0,17.0,13.0,,7.0,1.0,,,,,,,30.0,2.0,1.0,5.0,4.0,5.0,4.0,11.0,11.0,4.0,1.0,9.0,,,5.0,,,,,,,,,
2017-18,146941,149734,3.0,,,3.0,,889.0,,811.0,750.0,363.0,63.0,42.0,1.0,2.0,,,,,,,,66.0,8.0,7.0,11.0,26.0,24.0,9.0,39.0,23.0,3.0,1.0,90.0,,,10.0,4.0,,,,,,,,
2017-18,147303,171235,25.0,12.0,7.0,6.0,,776.0,1.0,482.0,275.0,171.0,8.0,5.0,,14.0,1.0,,,,,,,329.0,14.0,5.0,11.0,35.0,127.0,144.0,168.0,240.0,12.0,3.0,65.0,,,28.0,16.0,1.0,,,,,,,
2017-18,148225,191176,49.0,16.0,15.0,18.0,,1128.0,,731.0,599.0,451.0,20.0,13.0,6.0,33.0,9.0,,,,,,,338.0,15.0,7.0,3.0,6.0,14.0,25.0,99.0,145.0,43.0,1.0,79.0,,,17.0,27.0,,,,,,,,
2017-18,149266,313442,20.0,6.0,11.0,3.0,,2213.0,,1743.0,1414.0,364.0,344.0,189.0,1.0,5.0,1.0,,,,,,,366.0,32.0,12.0,37.0,222.0,122.0,74.0,187.0,117.0,24.0,32.0,220.0,4.0,1.0,19.0,11.0,,,,,,,,
2017-18,149484,303638,1.0,,,1.0,,143.0,,113.0,88.0,20.0,24.0,9.0,1.0,1.0,,,,,,,,27.0,1.0,1.0,6.0,13.0,2.0,2.0,5.0,5.0,1.0,2.0,14.0,1.0,,2.0,1.0,,,,,,,,
2017-18,149736,238612,0.0,,,,,387.0,,213.0,153.0,72.0,30.0,9.0,4.0,4.0,1.0,,,,,,,83.0,16.0,1.0,15.0,41.0,19.0,17.0,47.0,34.0,8.0,3.0,34.0,1.0,,5.0,4.0,,,,,,,,
2017-18,149828,238708,7.0,4.0,3.0,,,232.0,,158.0,107.0,67.0,4.0,1.0,,7.0,,,,,,,,94.0,2.0,,1.0,3.0,13.0,27.0,25.0,49.0,6.0,,13.0,,,3.0,4.0,,,,,,,,
2017-18,15033,20375,13.0,3.0,9.0,1.0,,1257.0,,912.0,739.0,208.0,97.0,45.0,,5.0,,,,,,,,197.0,34.0,8.0,31.0,143.0,93.0,58.0,146.0,105.0,9.0,27.0,99.0,1.0,,31.0,12.0,,,,,,,,
2017-18,151086,307284,23.0,5.0,13.0,5.0,,1330.0,1.0,972.0,854.0,440.0,75.0,41.0,1.0,8.0,1.0,,,,,,,198.0,55.0,20.0,35.0,33.0,25.0,13.0,151.0,95.0,55.0,6.0,139.0,3.0,1.0,28.0,16.0,,,,,,,,
2017-18,151119,314040,6.0,,3.0,3.0,,1821.0,,1000.0,750.0,415.0,115.0,30.0,19.0,19.0,3.0,,,,,,,433.0,57.0,16.0,44.0,93.0,47.0,50.0,158.0,145.0,28.0,7.0,156.0,,,32.0,26.0,,,,,,,,
2017-18,15114,20538,0.0,,,,,157.0,,137.0,127.0,55.0,3.0,2.0,,,,,,,,,,17.0,6.0,2.0,1.0,1.0,,4.0,7.0,18.0,,1.0,19.0,,,7.0,1.0,,,,,,,,
2017-18,15137,693,2.0,,2.0,,,111.0,,65.0,47.0,28.0,9.0,3.0,,,,,,,,,,30.0,4.0,,4.0,7.0,2.0,1.0,6.0,5.0,,1.0,5.0,,,1.0,,,,,,,,,
2017-18,15149,15152,13.0,1.0,6.0,6.0,,2294.0,,1607.0,1183.0,516.0,299.0,125.0,24.0,27.0,1.0,,,,,,,547.0,49.0,20.0,49.0,176.0,143.0,74.0,218.0,130.0,11.0,18.0,157.0,2.0,2.0,24.0,15.0,,,,,,,,
2017-18,15157,791,21.0,5.0,8.0,8.0,,1904.0,,1479.0,1279.0,871.0,130.0,85.0,29.0,34.0,5.0,,,,,,,348.0,58.0,25.0,22.0,22.0,23.0,18.0,115.0,95.0,12.0,5.0,125.0,,,29.0,22.0,,,,,,,,
2017-18,15237,14695,18.0,6.0,8.0,4.0,,1423.0,,1177.0,993.0,536.0,112.0,66.0,4.0,16.0,2.0,,,,,,,236.0,16.0,5.0,16.0,49.0,35.0,45.0,75.0,88.0,13.0,12.0,122.0,2.0,,9.0,14.0,,,,,,,,
2017-18,152760,190399,0.0,,,,,4.0,,2.0,1.0,,,,,,,,,,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
2017-18,153127,190843,14.0,9.0,4.0,1.0,,780.0,,527.0,397.0,193.0,35.0,14.0,5.0,11.0,,,,,,,,186.0,40.0,8.0,23.0,40.0,51.0,45.0,106.0,123.0,6.0,6.0,69.0,,,30.0,12.0,,,,,,,,
2017-18,153133,352770,45.0,23.0,11.0,11.0,,1437.0,1.0,1137.0,985.0,710.0,47.0,28.0,3.0,38.0,6.0,,,,,,,270.0,19.0,11.0,7.0,8.0,3.0,14.0,70.0,84.0,36.0,1.0,110.0,1.0,,11.0,12.0,,,,,,,,
2017-18,153256,159675,8.0,1.0,3.0,4.0,,943.0,,837.0,784.0,465.0,33.0,23.0,,10.0,1.0,,,,,,,80.0,12.0,4.0,10.0,12.0,6.0,13.0,27.0,29.0,3.0,,79.0,2.0,,4.0,6.0,,,,,,,,
2017-18,153373,387082,1.0,,1.0,,,100.0,,63.0,46.0,27.0,8.0,1.0,,3.0,,,,,,,,29.0,4.0,2.0,3.0,3.0,,1.0,6.0,5.0,2.0,1.0,10.0,,,,,,,,,,,,
2017-18,153379,548198,11.0,5.0,2.0,4.0,,104.0,1.0,62.0,48.0,41.0,2.0,,2.0,2.0,,,,,,,,29.0,4.0,3.0,1.0,,4.0,4.0,11.0,19.0,2.0,,5.0,,,1.0,1.0,,,,,,,,
2017-18,153477,828581,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,153673,361310,3.0,1.0,1.0,1.0,,1106.0,,587.0,402.0,243.0,138.0,49.0,12.0,10.0,2.0,,,,,,,311.0,41.0,12.0,28.0,73.0,38.0,31.0,89.0,75.0,6.0,7.0,85.0,,,17.0,4.0,1.0,,,,,,,
2017-18,154043,352768,5.0,,4.0,1.0,,810.0,1.0,536.0,457.0,240.0,39.0,22.0,5.0,8.0,1.0,,,,,,,149.0,25.0,16.0,12.0,22.0,6.0,14.0,56.0,59.0,20.0,1.0,73.0,2.0,,10.0,5.0,,1.0,,,,,,
2017-18,154506,288019,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,154566,361420,22.0,8.0,10.0,4.0,,336.0,1.0,197.0,148.0,115.0,3.0,2.0,,15.0,4.0,,,,,,,110.0,7.0,2.0,2.0,7.0,21.0,38.0,40.0,74.0,9.0,1.0,20.0,,,13.0,3.0,,,,,,,,
2017-18,155408,548188,18.0,2.0,8.0,8.0,,1638.0,,1227.0,975.0,560.0,175.0,107.0,9.0,31.0,,,,,,,,370.0,67.0,26.0,35.0,22.0,14.0,27.0,150.0,158.0,49.0,12.0,197.0,1.0,1.0,33.0,20.0,,,,,,,,
2017-18,155503,284417,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,155513,581032,2.0,1.0,1.0,,,81.0,,41.0,28.0,16.0,2.0,1.0,1.0,,,,,,,,,29.0,4.0,1.0,1.0,,1.0,3.0,12.0,14.0,4.0,,9.0,,,1.0,3.0,,,,,,,,
2017-18,155569,308526,0.0,,,,,378.0,,250.0,199.0,78.0,34.0,11.0,,,,,,,,,,81.0,8.0,4.0,7.0,16.0,10.0,7.0,29.0,21.0,4.0,3.0,30.0,1.0,,5.0,7.0,,,,,,,,
2017-18,156074,793228,1.0,,,1.0,,748.0,,603.0,510.0,178.0,64.0,30.0,,2.0,,,,,,,,113.0,19.0,12.0,21.0,39.0,28.0,20.0,56.0,46.0,5.0,10.0,67.0,2.0,,9.0,5.0,,,,,,,,
2017-18,156658,372342,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,156660,878595,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,15749,16817,0.0,,,,,687.0,,544.0,241.0,151.0,486.0,185.0,,2.0,1.0,,,,,,,307.0,1.0,,,15.0,4.0,,7.0,2.0,1.0,,150.0,,4.0,1.0,1.0,,1.0,53.0,29.0,3.0,7.0,7.0,5.0
2017-18,157668,545780,3.0,,2.0,1.0,,761.0,,642.0,578.0,344.0,50.0,35.0,2.0,10.0,1.0,,,,,,,102.0,15.0,7.0,11.0,8.0,4.0,6.0,34.0,33.0,8.0,2.0,53.0,1.0,,8.0,7.0,,,,,,,,
2017-18,158534,823085,0.0,,,,,173.0,,97.0,80.0,52.0,4.0,3.0,2.0,3.0,2.0,,,,,,,42.0,5.0,2.0,3.0,6.0,2.0,4.0,15.0,16.0,4.0,,9.0,,,1.0,4.0,,,,,,,,
2017-18,15982,940,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,160190,788260,2.0,1.0,,1.0,,88.0,,53.0,41.0,27.0,2.0,1.0,1.0,1.0,,,,,,,,24.0,6.0,,,1.0,2.0,7.0,12.0,22.0,3.0,,8.0,,,4.0,1.0,,,,,,,,
2017-18,16045,642,1.0,,,1.0,,304.0,,236.0,194.0,98.0,35.0,18.0,1.0,3.0,,,,,,,,54.0,19.0,4.0,7.0,9.0,10.0,7.0,34.0,38.0,,1.0,37.0,,,11.0,5.0,,,,,,,,
2017-18,1632,544,16.0,6.0,5.0,5.0,,1187.0,,927.0,709.0,407.0,139.0,64.0,9.0,17.0,2.0,,,,,,,283.0,35.0,6.0,14.0,32.0,32.0,36.0,106.0,112.0,10.0,11.0,148.0,,,28.0,29.0,,,,,,,,
2017-18,163463,228342,19.0,6.0,7.0,6.0,,575.0,,339.0,279.0,167.0,32.0,20.0,1.0,7.0,,,,,,,,113.0,51.0,29.0,14.0,18.0,10.0,10.0,99.0,82.0,17.0,9.0,85.0,,,24.0,21.0,,1.0,,,,,,
2017-18,163526,330099,7.0,1.0,2.0,4.0,,413.0,,268.0,210.0,112.0,25.0,18.0,1.0,7.0,,,,,,,,96.0,17.0,5.0,16.0,4.0,10.0,16.0,48.0,42.0,10.0,1.0,49.0,,,5.0,11.0,,,,,,,,
2017-18,163776,319871,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,165809,331209,25.0,14.0,10.0,1.0,,1237.0,1.0,935.0,813.0,628.0,39.0,21.0,9.0,31.0,3.0,,,,,,,235.0,27.0,10.0,10.0,10.0,5.0,14.0,88.0,84.0,29.0,1.0,73.0,1.0,,9.0,27.0,1.0,,,,,,,
2017-18,165990,339901,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,
2017-18,167075,336813,15.0,2.0,10.0,3.0,,1771.0,2.0,1323.0,1044.0,441.0,303.0,142.0,1.0,9.0,1.0,,,,,,,324.0,60.0,32.0,40.0,172.0,60.0,52.0,160.0,102.0,25.0,17.0,199.0,,2.0,22.0,15.0,,1.0,,,,,,
2017-18,167473,358162,52.0,16.0,22.0,14.0,,846.0,,523.0,410.0,308.0,16.0,4.0,6.0,21.0,4.0,,,,,,,232.0,23.0,10.0,16.0,25.0,15.0,31.0,83.0,102.0,32.0,,108.0,,,20.0,13.0,2.0,,,,,,,
2017-18,167522,354172,0.0,,,,,15.0,,9.0,3.0,2.0,,,,,,,,,,,,9.0,,,,,4.0,5.0,6.0,12.0,1.0,,1.0,,,3.0,1.0,,,,,,,,
2017-18,167767,801391,23.0,5.0,7.0,11.0,,644.0,3.0,352.0,272.0,188.0,22.0,9.0,10.0,14.0,2.0,,,,,,,196.0,31.0,17.0,15.0,9.0,2.0,17.0,70.0,90.0,17.0,1.0,83.0,,,15.0,20.0,1.0,,,,,,,
2017-18,168196,788135,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,168566,342909,4.0,,3.0,1.0,,164.0,,83.0,66.0,43.0,6.0,4.0,1.0,1.0,,,,,,,,60.0,7.0,6.0,1.0,1.0,,1.0,20.0,32.0,6.0,,20.0,,,4.0,7.0,,,,,,,,
2017-18,168580,345195,60.0,23.0,27.0,10.0,,1273.0,1.0,718.0,512.0,338.0,33.0,12.0,3.0,37.0,7.0,,,,,,,424.0,39.0,11.0,24.0,24.0,43.0,88.0,166.0,263.0,32.0,1.0,126.0,,,36.0,53.0,,,,,,,,
2017-18,168763,795972,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,168977,344873,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-18,168991,548660,7.0,2.0,4.0,1.0,,521.0,,370.0,278.0,115.0,40.0,16.0,2.0,2.0,1.0,,,,,,,130.0,25.0,11.0,19.0,13.0,25.0,12.0,60.0,49.0,4.0,1.0,74.0,,,14.0,6.0,,1.0,,,,,,
2017-18,169102,149735,40.0,9.0,14.0,17.0,,1492.0,1.0,1107.0,954.0,541.0,59.0,44.0,1.0,16.0,1.0,,,,,,,245.0,63.0,11.0,37.0,36.0,40.0,36.0,163.0,155.0,36.0,6.0,169.0,2.0,2.0,50.0,24.0,,,,,,,,
2017-18,169141,345035,49.0,21.0,23.0,5.0,,845.0,2.0,523.0,326.0,217.0,11.0,9.0,,17.0,2.0,,,,,,,331.0,11.0,3.0,7.0,29.0,146.0,134.0,183.0,240.0,13.0,3.0,64.0,,,28.0,16.0,,,,,,,,
2017-18,169187,795064,12.0,5.0,6.0,1.0,,1537.0,,1006.0,778.0,438.0,175.0,75.0,17.0,25.0,3.0,,,,,,,395.0,37.0,12.0,28.0,39.0,5.0,17.0,63.0,68.0,20.0,5.0,133.0,1.0,,12.0,1.0,,,,,,,,
2017-18,169359,368134,0.0,,,,,137.0,,80.0,58.0,32.0,19.0,6.0,3.0,2.0,1.0,,,,,,,34.0,6.0,3.0,3.0,6.0,1.0,2.0,13.0,6.0,3.0,2.0,18.0,1.0,,1.0,3.0,,,,,,,,
