season,player_code,source_player_id,shots,shots_on_target,shots_off_target,blocked_shots,xgot,touches,hit_woodwork,passes,accurate_passes,accurate_opposition_half_passes,long_balls,accurate_long_balls,successful_crosses,key_passes_rich,big_chances_created_rich,successful_dribbles,unsuccessful_dribbles,ball_carries,progressive_carries,progressive_carry_distance,total_progression,possession_lost,tackles_rich,tackles_won,interceptions_won,clearances,aerial_duels_won,aerial_duels_lost,duels_won,duels_lost,contests_won,blocks,recoveries_rich,errors_leading_to_shot,errors_leading_to_goal,fouls_conceded,fouls_won,penalties_won,penalties_conceded,saves_rich,saves_inside_box,high_claims,keeper_sweeper_actions,accurate_keeper_sweeper_actions,penalties_faced
2021-22,228044,1006409,2.0,,,2.0,,582.0,,431.0,351.0,103.0,55.0,19.0,3.0,7.0,,,,,,,,125.0,8.0,7.0,6.0,24.0,9.0,4.0,21.0,14.0,,6.0,41.0,,,8.0,4.0,,1.0,,,,,,
2021-22,228286,845074,0.0,,,,,1090.0,,802.0,658.0,50.0,249.0,119.0,,,,,,,,,,148.0,1.0,,,24.0,11.0,1.0,15.0,4.0,,,219.0,3.0,1.0,1.0,3.0,,1.0,73.0,47.0,25.0,19.0,19.0,6.0
2021-22,229415,970399,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,230046,867887,23.0,8.0,7.0,8.0,,1936.0,,1452.0,1260.0,624.0,98.0,53.0,20.0,37.0,2.0,,,,,,,350.0,59.0,39.0,34.0,22.0,26.0,32.0,150.0,153.0,24.0,7.0,183.0,1.0,,37.0,41.0,,,,,,,,
2021-22,230251,844424,60.0,26.0,18.0,16.0,,1265.0,1.0,575.0,393.0,300.0,19.0,10.0,8.0,33.0,7.0,,,,,,,489.0,51.0,35.0,15.0,12.0,45.0,80.0,204.0,322.0,68.0,2.0,125.0,,,59.0,40.0,1.0,,,,,,,
2021-22,231065,855864,16.0,9.0,4.0,3.0,,2033.0,,1416.0,1067.0,313.0,198.0,64.0,4.0,12.0,2.0,,,,,,,450.0,51.0,35.0,44.0,148.0,143.0,72.0,216.0,101.0,9.0,11.0,141.0,1.0,,9.0,14.0,,,,,,,,
2021-22,231372,845486,9.0,3.0,2.0,4.0,,380.0,,264.0,230.0,138.0,10.0,6.0,,4.0,1.0,,,,,,,87.0,10.0,7.0,1.0,1.0,2.0,1.0,32.0,40.0,11.0,,27.0,,,3.0,9.0,,,,,,,,
2021-22,231747,848276,37.0,18.0,14.0,5.0,,427.0,,230.0,156.0,95.0,5.0,,2.0,7.0,1.0,,,,,,,139.0,8.0,4.0,4.0,13.0,39.0,43.0,64.0,103.0,10.0,3.0,30.0,,,16.0,7.0,,,,,,,,
2021-22,232185,845286,40.0,17.0,18.0,5.0,,831.0,2.0,413.0,320.0,237.0,19.0,12.0,9.0,21.0,5.0,,,,,,,298.0,12.0,7.0,9.0,9.0,10.0,17.0,103.0,122.0,34.0,1.0,88.0,,,17.0,47.0,,,,,,,,
2021-22,232223,934237,3.0,,3.0,,,23.0,,9.0,4.0,4.0,,,,,,,,,,,,11.0,1.0,1.0,,1.0,1.0,3.0,3.0,5.0,,,2.0,,,,1.0,,,,,,,,
2021-22,232229,934232,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,232245,993445,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,232247,970366,1.0,,1.0,,,59.0,,37.0,20.0,8.0,7.0,1.0,,,,,,,,,,24.0,1.0,,2.0,3.0,1.0,2.0,2.0,6.0,,2.0,5.0,,,1.0,,,,,,,,,
2021-22,232351,931304,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,232391,991595,5.0,,4.0,1.0,,592.0,,336.0,248.0,120.0,43.0,19.0,4.0,4.0,1.0,,,,,,,144.0,31.0,18.0,12.0,30.0,16.0,18.0,62.0,56.0,9.0,4.0,56.0,,,10.0,6.0,,,,,,,,
2021-22,232413,864921,10.0,1.0,2.0,7.0,,412.0,,273.0,225.0,133.0,19.0,11.0,8.0,11.0,1.0,,,3.0,1.0,30.517435688472,29.61,109.0,10.0,6.0,5.0,1.0,7.0,13.0,43.0,42.0,14.0,1.0,38.0,,,5.0,12.0,,,,,,,,
2021-22,232423,915688,0.0,,,,,5.0,,3.0,1.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2021-22,232620,994562,0.0,,,,,28.0,,21.0,21.0,11.0,1.0,1.0,,,,,,,,,,3.0,,,,,,1.0,1.0,3.0,1.0,,2.0,,,,,,,,,,,,
2021-22,232653,975937,34.0,11.0,12.0,11.0,,1472.0,,1014.0,882.0,538.0,43.0,24.0,5.0,21.0,2.0,,,,,,,274.0,67.0,44.0,24.0,25.0,16.0,34.0,157.0,157.0,30.0,7.0,126.0,,,32.0,44.0,,,,,,,,
2021-22,232787,904970,52.0,22.0,19.0,11.0,,1753.0,1.0,1049.0,852.0,518.0,78.0,46.0,36.0,38.0,5.0,,,12.0,1.0,8.9686721982688,11.235,446.0,68.0,37.0,29.0,23.0,23.0,39.0,199.0,228.0,43.0,9.0,187.0,,,65.0,65.0,1.0,,,,,,,
2021-22,232792,914691,19.0,4.0,11.0,4.0,,1103.0,,615.0,528.0,345.0,20.0,6.0,19.0,21.0,5.0,,,,,,,279.0,36.0,25.0,20.0,20.0,7.0,27.0,122.0,114.0,29.0,3.0,100.0,,,27.0,50.0,,,,,,,,
2021-22,232826,914902,44.0,18.0,10.0,16.0,,1263.0,,613.0,455.0,349.0,30.0,8.0,23.0,36.0,4.0,,,,,,,423.0,54.0,32.0,22.0,8.0,17.0,38.0,173.0,179.0,38.0,3.0,116.0,,,25.0,64.0,2.0,,,,,,,
2021-22,232937,927368,4.0,1.0,3.0,,,1513.0,,934.0,764.0,327.0,85.0,41.0,3.0,21.0,2.0,,,,,,,312.0,55.0,37.0,44.0,45.0,14.0,17.0,133.0,104.0,20.0,6.0,158.0,,,23.0,44.0,,,,,,,,
2021-22,232980,943645,13.0,2.0,5.0,6.0,,1962.0,,1097.0,847.0,395.0,141.0,36.0,9.0,20.0,2.0,,,,,,,470.0,64.0,44.0,28.0,71.0,14.0,50.0,163.0,151.0,34.0,19.0,154.0,1.0,,27.0,52.0,,2.0,,,,,,
2021-22,233425,895579,2.0,,1.0,1.0,,37.0,,19.0,14.0,11.0,,,,1.0,1.0,,,,,,,11.0,,,,,2.0,5.0,8.0,10.0,,,7.0,,,,6.0,,,,,,,,
2021-22,235382,871822,1.0,1.0,,,,304.0,,232.0,203.0,107.0,21.0,12.0,,2.0,,,,,,,,42.0,10.0,4.0,10.0,8.0,4.0,8.0,24.0,22.0,6.0,1.0,39.0,,,6.0,4.0,,,,,,,,
2021-22,235546,837846,5.0,1.0,1.0,3.0,,399.0,,302.0,246.0,81.0,42.0,18.0,1.0,,,,,,,,,63.0,22.0,11.0,10.0,18.0,11.0,9.0,37.0,28.0,3.0,3.0,48.0,,,7.0,1.0,,1.0,,,,,,
2021-22,240143,949785,8.0,4.0,3.0,1.0,,594.0,1.0,444.0,358.0,236.0,27.0,17.0,3.0,16.0,1.0,,,,,,,129.0,22.0,11.0,9.0,10.0,11.0,12.0,64.0,52.0,16.0,,77.0,,,8.0,15.0,,,,,,,,
2021-22,240514,852394,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,240796,852412,0.0,,,,,591.0,,456.0,276.0,52.0,252.0,80.0,,,,,,,,,,182.0,,,,9.0,2.0,2.0,5.0,2.0,,,127.0,1.0,1.0,,3.0,,,49.0,32.0,8.0,4.0,4.0,1.0
2021-22,241157,856123,15.0,4.0,7.0,4.0,,1852.0,,1136.0,935.0,488.0,59.0,18.0,18.0,28.0,1.0,,,,,,,343.0,72.0,47.0,22.0,78.0,33.0,42.0,167.0,136.0,17.0,2.0,152.0,1.0,,28.0,45.0,,,,,,,,
2021-22,242058,835601,0.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
2021-22,242183,1004344,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,242510,980633,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,243016,895324,60.0,11.0,21.0,28.0,,1458.0,3.0,994.0,839.0,584.0,68.0,48.0,15.0,32.0,2.0,,,,,,,297.0,65.0,40.0,13.0,16.0,25.0,23.0,149.0,135.0,21.0,7.0,149.0,,,30.0,39.0,,,,,,,,
2021-22,243505,886242,28.0,6.0,12.0,10.0,,1111.0,4.0,758.0,565.0,377.0,37.0,12.0,8.0,16.0,5.0,,,,,,,323.0,41.0,24.0,10.0,20.0,25.0,37.0,89.0,110.0,12.0,2.0,107.0,1.0,,19.0,11.0,,,,,,,,
2021-22,243568,907668,18.0,3.0,6.0,9.0,,1485.0,,1136.0,951.0,469.0,144.0,81.0,34.0,25.0,1.0,,,,,,,302.0,41.0,21.0,17.0,29.0,13.0,20.0,90.0,102.0,15.0,4.0,124.0,,,28.0,21.0,,1.0,,,,,,
2021-22,243571,1020141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,244560,827519,19.0,3.0,11.0,5.0,,995.0,2.0,534.0,377.0,258.0,75.0,11.0,6.0,8.0,1.0,,,,,,,326.0,34.0,22.0,17.0,38.0,16.0,24.0,74.0,86.0,8.0,6.0,77.0,,,31.0,16.0,,,,,,,,
2021-22,244619,991584,4.0,,2.0,2.0,,1597.0,,1021.0,820.0,379.0,80.0,24.0,4.0,12.0,3.0,,,,,,,331.0,50.0,31.0,40.0,47.0,24.0,32.0,105.0,112.0,15.0,14.0,97.0,,,15.0,16.0,,,,,,,,
2021-22,244716,887055,34.0,11.0,13.0,10.0,,589.0,3.0,337.0,221.0,170.0,38.0,18.0,13.0,20.0,3.0,,,,,,,214.0,13.0,5.0,5.0,9.0,33.0,51.0,74.0,120.0,18.0,1.0,65.0,,,13.0,12.0,,,,,,,,
2021-22,244723,988275,4.0,,1.0,3.0,,2411.0,,1493.0,1074.0,549.0,218.0,65.0,23.0,21.0,2.0,,,9.0,1.0,27.330555501124,27.72,623.0,104.0,57.0,41.0,83.0,29.0,32.0,163.0,107.0,16.0,5.0,237.0,,,16.0,14.0,1.0,,,,,,,
2021-22,244731,883537,38.0,13.0,10.0,15.0,,660.0,,439.0,385.0,297.0,8.0,6.0,5.0,20.0,2.0,,,,,,,135.0,9.0,7.0,4.0,2.0,15.0,16.0,69.0,79.0,31.0,,54.0,,,14.0,14.0,,,,,,,,
2021-22,244851,982780,4.0,1.0,1.0,2.0,,80.0,,51.0,46.0,37.0,2.0,1.0,,2.0,1.0,,,,,,,19.0,2.0,1.0,1.0,,2.0,,6.0,7.0,1.0,,3.0,,,1.0,1.0,,,,,,,,
2021-22,245419,865057,26.0,16.0,5.0,5.0,,400.0,1.0,220.0,164.0,107.0,5.0,3.0,,13.0,2.0,,,,,,,132.0,15.0,10.0,2.0,8.0,17.0,44.0,49.0,109.0,3.0,,29.0,,,17.0,14.0,,,,,,,,
2021-22,245923,988966,0.0,,,,,120.0,,103.0,96.0,39.0,6.0,6.0,,2.0,1.0,,,,,,,13.0,4.0,3.0,1.0,1.0,,2.0,5.0,7.0,,,12.0,,,3.0,1.0,,,,,,,,
2021-22,247632,879349,17.0,4.0,6.0,7.0,,343.0,1.0,199.0,169.0,128.0,7.0,2.0,11.0,13.0,3.0,,,,,,,104.0,4.0,4.0,6.0,1.0,3.0,6.0,25.0,40.0,12.0,,21.0,,,2.0,6.0,,,,,,,,
2021-22,248164,995654,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,248853,996907,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,248865,976153,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,248937,980640,4.0,,2.0,2.0,,110.0,,73.0,54.0,24.0,8.0,1.0,,4.0,1.0,,,,,,,30.0,8.0,5.0,2.0,1.0,2.0,3.0,14.0,16.0,2.0,,14.0,,,7.0,2.0,,,,,,,,
2021-22,27789,13630,18.0,4.0,11.0,3.0,,956.0,1.0,838.0,744.0,410.0,56.0,35.0,1.0,10.0,2.0,,,,,,,111.0,21.0,10.0,8.0,13.0,22.0,15.0,62.0,56.0,9.0,2.0,85.0,1.0,,14.0,10.0,,,,,,,,
2021-22,32259,13060,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,37096,15479,0.0,,,,,1200.0,,849.0,503.0,137.0,562.0,219.0,,,,,,,,,,348.0,,,,22.0,12.0,,16.0,2.0,,,273.0,,,1.0,5.0,,1.0,114.0,73.0,25.0,5.0,5.0,6.0
2021-22,37642,30144,3.0,2.0,1.0,,,1179.0,1.0,1007.0,838.0,236.0,148.0,62.0,,4.0,2.0,,,,,,,179.0,24.0,14.0,20.0,59.0,48.0,18.0,85.0,41.0,2.0,13.0,105.0,,,15.0,11.0,,,,,,,,
2021-22,37915,9048,0.0,,,,,1140.0,,793.0,609.0,79.0,334.0,157.0,,2.0,1.0,,,,,,,192.0,1.0,1.0,1.0,34.0,14.0,2.0,16.0,3.0,,,271.0,2.0,1.0,,2.0,,,98.0,60.0,28.0,22.0,22.0,2.0
2021-22,38290,16586,4.0,1.0,2.0,1.0,,443.0,,227.0,155.0,90.0,51.0,22.0,2.0,6.0,2.0,,,,,,,130.0,16.0,10.0,14.0,9.0,4.0,8.0,43.0,38.0,9.0,5.0,41.0,1.0,,10.0,14.0,,1.0,,,,,,
2021-22,39155,17054,19.0,4.0,10.0,5.0,,1178.0,,957.0,834.0,423.0,50.0,20.0,1.0,8.0,1.0,,,,,,,175.0,34.0,17.0,16.0,13.0,15.0,8.0,80.0,72.0,14.0,6.0,126.0,1.0,,11.0,17.0,,,,,,,,
2021-22,39487,17063,7.0,,4.0,3.0,,498.0,,254.0,172.0,90.0,38.0,14.0,2.0,2.0,1.0,,,,,,,124.0,28.0,15.0,10.0,37.0,12.0,7.0,48.0,36.0,3.0,7.0,53.0,,,14.0,5.0,,,,,,,,
2021-22,40145,20993,7.0,2.0,2.0,3.0,,770.0,,564.0,418.0,244.0,57.0,25.0,3.0,6.0,,,,,,,,199.0,20.0,6.0,16.0,27.0,26.0,21.0,63.0,92.0,7.0,4.0,96.0,1.0,,32.0,10.0,,,,,,,,
2021-22,40146,20756,0.0,,,,,238.0,,145.0,118.0,57.0,7.0,3.0,2.0,,,,,,,,,52.0,8.0,5.0,1.0,6.0,1.0,8.0,10.0,18.0,,3.0,11.0,,,3.0,1.0,,,,,,,,
2021-22,40349,13918,0.0,,,,,106.0,,80.0,35.0,18.0,64.0,20.0,,,,,,,,,,46.0,,,,6.0,5.0,,5.0,,,,20.0,,,,,,,11.0,7.0,2.0,1.0,1.0,1.0
2021-22,40383,19314,0.0,,,,,732.0,,530.0,290.0,91.0,357.0,121.0,,,,,,,,,,243.0,1.0,,,35.0,7.0,,11.0,1.0,,,136.0,1.0,1.0,,3.0,,,68.0,54.0,15.0,15.0,15.0,2.0
2021-22,40387,19343,2.0,1.0,1.0,,,91.0,,63.0,54.0,23.0,5.0,2.0,1.0,1.0,,,,,,,,14.0,2.0,1.0,,3.0,5.0,4.0,14.0,11.0,2.0,,14.0,,,2.0,5.0,,,,,,,,
2021-22,40669,21164,3.0,1.0,,2.0,,548.0,,474.0,404.0,102.0,62.0,17.0,,,,,,,,,,75.0,7.0,4.0,11.0,26.0,27.0,12.0,38.0,22.0,1.0,4.0,45.0,,,5.0,3.0,,,,,,,,
2021-22,40720,21521,18.0,8.0,6.0,4.0,,314.0,1.0,230.0,175.0,98.0,14.0,7.0,,7.0,1.0,,,4.0,,,1.4210854715202e-14,74.0,4.0,1.0,2.0,5.0,7.0,17.0,20.0,35.0,4.0,,22.0,,,7.0,5.0,,,,,,,,
2021-22,40836,32023,0.0,,,,,1117.0,,797.0,597.0,61.0,333.0,136.0,,,,,,4.0,,,3.465,207.0,1.0,,1.0,22.0,9.0,1.0,11.0,2.0,,,251.0,1.0,,1.0,2.0,,1.0,84.0,50.0,15.0,17.0,17.0,3.0
2021-22,40845,21299,1.0,,1.0,,,71.0,,57.0,46.0,24.0,5.0,4.0,,1.0,,,,,,,,13.0,4.0,1.0,1.0,1.0,,2.0,4.0,12.0,,1.0,7.0,,,5.0,,,,,,,,,
2021-22,41328,21555,11.0,4.0,4.0,3.0,,2067.0,2.0,1605.0,1375.0,722.0,107.0,46.0,6.0,17.0,2.0,,,,,,,336.0,51.0,28.0,23.0,61.0,46.0,29.0,117.0,85.0,15.0,9.0,110.0,,1.0,25.0,5.0,,1.0,,,,,,
2021-22,41338,22200,3.0,,2.0,1.0,,1227.0,,903.0,734.0,189.0,171.0,85.0,1.0,3.0,2.0,,,,,,,195.0,32.0,15.0,28.0,129.0,48.0,34.0,84.0,64.0,,30.0,127.0,2.0,1.0,13.0,4.0,,,,,,,,
2021-22,41674,96116,4.0,,4.0,,,144.0,,102.0,79.0,17.0,16.0,8.0,,,,,,,,,,25.0,3.0,2.0,1.0,19.0,13.0,7.0,18.0,12.0,,1.0,11.0,,,4.0,3.0,,,,,,,,
2021-22,41725,22109,2.0,,2.0,,,12.0,,7.0,3.0,3.0,,,,1.0,,,,,,,,5.0,,,,2.0,6.0,3.0,6.0,4.0,,,,,,,,,,,,,,,
2021-22,41823,24048,2.0,,,2.0,,397.0,,306.0,258.0,132.0,43.0,28.0,,4.0,,,,,,,,60.0,18.0,15.0,14.0,10.0,5.0,4.0,34.0,27.0,5.0,5.0,61.0,,,8.0,6.0,,,,,,,,
2021-22,423649,881132,19.0,8.0,8.0,3.0,,590.0,,384.0,287.0,162.0,25.0,6.0,1.0,9.0,3.0,,,,,,,149.0,22.0,12.0,12.0,16.0,9.0,29.0,61.0,85.0,15.0,2.0,70.0,,,18.0,15.0,1.0,1.0,,,,,,
2021-22,428580,885864,16.0,5.0,6.0,5.0,,519.0,1.0,313.0,251.0,124.0,23.0,11.0,1.0,4.0,,,,,,,,116.0,25.0,17.0,14.0,13.0,16.0,21.0,76.0,93.0,11.0,2.0,69.0,,,33.0,25.0,1.0,,,,,,,
2021-22,428610,845791,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,428626,862859,8.0,7.0,,1.0,,249.0,,132.0,98.0,61.0,12.0,6.0,5.0,4.0,1.0,,,,,,,85.0,4.0,3.0,2.0,4.0,1.0,8.0,21.0,34.0,10.0,1.0,25.0,1.0,,1.0,6.0,,,,,,,,
2021-22,430992,979114,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,431131,869910,11.0,1.0,7.0,3.0,,277.0,,140.0,106.0,83.0,7.0,1.0,2.0,6.0,,,,,,,,89.0,9.0,3.0,2.0,5.0,2.0,9.0,32.0,51.0,12.0,1.0,28.0,1.0,,9.0,10.0,,,,,,,,
2021-22,432160,892111,12.0,4.0,3.0,5.0,,462.0,,298.0,254.0,146.0,19.0,9.0,1.0,9.0,,,,,,,,96.0,14.0,4.0,11.0,11.0,7.0,18.0,51.0,54.0,19.0,,62.0,,,6.0,11.0,,,,,,,,
2021-22,43250,46432,12.0,7.0,1.0,4.0,,851.0,,596.0,456.0,254.0,66.0,24.0,17.0,20.0,2.0,,,,,,,214.0,37.0,20.0,18.0,18.0,14.0,30.0,73.0,91.0,3.0,6.0,81.0,1.0,2.0,28.0,19.0,,,,,,,,
2021-22,432711,1131448,0.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,
2021-22,432714,1003334,1.0,,1.0,,,18.0,,13.0,9.0,2.0,,,,,,,,,,,,7.0,,,,,1.0,,2.0,5.0,1.0,,1.0,,,1.0,,,,,,,,,
2021-22,432735,879850,14.0,4.0,6.0,4.0,,268.0,1.0,132.0,89.0,75.0,7.0,3.0,4.0,5.0,,,,,,,,100.0,9.0,6.0,3.0,7.0,16.0,27.0,47.0,56.0,12.0,2.0,29.0,,,7.0,10.0,,,,,,,,
2021-22,432830,958916,15.0,5.0,7.0,3.0,,911.0,,630.0,436.0,161.0,132.0,46.0,1.0,6.0,3.0,,,,,,,221.0,37.0,15.0,24.0,81.0,59.0,32.0,111.0,66.0,5.0,25.0,128.0,2.0,,20.0,12.0,,2.0,,,,,,
2021-22,433138,1004556,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,433154,935543,52.0,15.0,17.0,20.0,,1813.0,,938.0,729.0,492.0,109.0,60.0,42.0,49.0,6.0,,,,,,,570.0,78.0,50.0,34.0,21.0,13.0,16.0,216.0,183.0,90.0,11.0,222.0,1.0,,16.0,35.0,,,,,,,,
2021-22,433589,980635,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,433590,991577,0.0,,,,,103.0,,55.0,41.0,22.0,3.0,2.0,1.0,1.0,,,,,,,,27.0,4.0,2.0,1.0,3.0,1.0,1.0,7.0,7.0,2.0,,3.0,,,2.0,,,,,,,,,
2021-22,433979,993451,1.0,,,1.0,,13.0,,4.0,4.0,4.0,,,,,,,,,,,,4.0,,,,,1.0,1.0,1.0,7.0,,,1.0,,,3.0,,,,,,,,,
2021-22,434044,1001845,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,434662,930775,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,436234,910026,1.0,1.0,,,,89.0,,56.0,47.0,38.0,,,2.0,2.0,,,,,,,,24.0,3.0,,,,,1.0,11.0,7.0,4.0,,12.0,,,1.0,4.0,,,,,,,,
2021-22,43670,28367,5.0,1.0,2.0,2.0,,256.0,,208.0,185.0,114.0,11.0,7.0,2.0,2.0,1.0,,,13.0,1.0,16.076200577251,24.255,42.0,6.0,4.0,1.0,1.0,,,13.0,9.0,3.0,,22.0,,,2.0,4.0,,,,,,,,
2021-22,437495,906076,0.0,,,,,1637.0,,1115.0,769.0,47.0,486.0,151.0,,,,,,,,,,359.0,1.0,1.0,,45.0,15.0,2.0,21.0,2.0,2.0,,338.0,,1.0,,5.0,,,143.0,91.0,20.0,22.0,22.0,5.0
2021-22,437626,944973,23.0,2.0,17.0,4.0,,954.0,,586.0,481.0,280.0,37.0,13.0,9.0,10.0,1.0,,,,,,,214.0,21.0,14.0,9.0,30.0,24.0,22.0,75.0,84.0,18.0,5.0,68.0,,1.0,23.0,13.0,,1.0,,,,,,
2021-22,437742,901892,20.0,8.0,8.0,4.0,,960.0,,818.0,723.0,412.0,59.0,35.0,1.0,18.0,1.0,,,,,,,119.0,22.0,18.0,13.0,11.0,16.0,20.0,55.0,43.0,3.0,7.0,72.0,3.0,1.0,12.0,15.0,,,,,,,,
2021-22,438277,857740,4.0,2.0,1.0,1.0,,563.0,,429.0,349.0,73.0,46.0,15.0,,2.0,,,,,,,,97.0,10.0,5.0,16.0,25.0,22.0,28.0,58.0,51.0,16.0,11.0,50.0,,,10.0,10.0,,2.0,,,,,,
2021-22,439482,980636,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,439509,1031259,6.0,2.0,1.0,3.0,,147.0,,96.0,72.0,50.0,11.0,3.0,2.0,8.0,1.0,,,,,,,45.0,5.0,3.0,1.0,1.0,3.0,11.0,12.0,26.0,,,13.0,,,2.0,4.0,,,,,,,,
2021-22,439510,1065217,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,440120,991600,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,440148,979118,0.0,,,,,41.0,,35.0,30.0,16.0,3.0,1.0,,,,,,,,,,7.0,,,3.0,,2.0,3.0,2.0,6.0,,,5.0,,,1.0,,,,,,,,,
2021-22,440323,996985,45.0,21.0,15.0,9.0,,774.0,2.0,396.0,243.0,198.0,6.0,,,10.0,2.0,,,,,,,319.0,12.0,5.0,3.0,11.0,88.0,167.0,159.0,287.0,33.0,1.0,81.0,,,29.0,26.0,1.0,,,,,,,
2021-22,441024,1084284,0.0,,,,,10.0,,6.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2021-22,441191,980634,12.0,3.0,6.0,3.0,,1588.0,2.0,906.0,712.0,421.0,76.0,27.0,12.0,20.0,4.0,,,,,,,408.0,54.0,28.0,47.0,47.0,24.0,25.0,144.0,99.0,30.0,9.0,176.0,1.0,,12.0,36.0,1.0,,,,,,,
2021-22,441192,983816,0.0,,,,,35.0,,18.0,13.0,10.0,,,,,,,,,,,,14.0,1.0,1.0,,,1.0,2.0,5.0,8.0,1.0,,3.0,,,,2.0,,,,,,,,
2021-22,441271,954044,1.0,,1.0,,,211.0,,118.0,82.0,44.0,5.0,1.0,1.0,1.0,,,,,,,,60.0,10.0,6.0,6.0,7.0,3.0,3.0,21.0,19.0,4.0,,13.0,,,5.0,4.0,,,,,,,,
2021-22,441428,1003339,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,442229,910043,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,442335,917305,6.0,,3.0,3.0,,564.0,,433.0,372.0,182.0,42.0,29.0,1.0,6.0,1.0,,,,,,,94.0,21.0,13.0,9.0,13.0,13.0,19.0,51.0,47.0,12.0,1.0,77.0,,,4.0,5.0,,,,,,,,
2021-22,443629,1093974,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,443661,978838,19.0,10.0,5.0,4.0,,914.0,,547.0,445.0,310.0,45.0,28.0,18.0,24.0,8.0,,,,,,,275.0,22.0,18.0,6.0,6.0,7.0,17.0,84.0,104.0,28.0,,66.0,,,16.0,27.0,,,,,,,,
2021-22,443967,914835,11.0,1.0,8.0,2.0,,1214.0,,778.0,633.0,325.0,46.0,21.0,6.0,22.0,3.0,,,,,,,221.0,60.0,28.0,24.0,32.0,27.0,19.0,118.0,105.0,16.0,6.0,89.0,,,39.0,15.0,,,,,,,,
2021-22,444145,922573,52.0,16.0,24.0,12.0,,1000.0,3.0,526.0,419.0,336.0,22.0,14.0,12.0,34.0,5.0,,,,,,,299.0,27.0,19.0,20.0,12.0,18.0,45.0,110.0,151.0,45.0,1.0,86.0,,,24.0,20.0,,,,,,,,
2021-22,444463,923894,3.0,1.0,2.0,,,609.0,,527.0,469.0,147.0,35.0,16.0,,2.0,,,,,,,,65.0,12.0,8.0,12.0,26.0,21.0,10.0,42.0,23.0,3.0,2.0,43.0,1.0,,7.0,7.0,,,,,,,,
2021-22,444880,1083007,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,444884,955245,10.0,1.0,6.0,3.0,,312.0,,241.0,203.0,151.0,11.0,6.0,3.0,9.0,,,,,,,,63.0,3.0,,4.0,2.0,2.0,2.0,13.0,16.0,2.0,1.0,31.0,,,2.0,6.0,,,,,,,,
