season,name,persistent_team_code,research_player_ids,source_player_ids,status
2016-17,aaron lennon,1,,9692,MISSING_RESEARCH_RECORD
2016-17,aaron ramsey,90,,23571,MISSING_RESEARCH_RECORD
2016-17,adam lallana,110,,17054,MISSING_RESEARCH_RECORD
2016-17,ademola lookman,1,,824200,MISSING_RESEARCH_RECORD
2016-17,ahmed musa,20,,139502,MISSING_RESEARCH_RECORD
2016-17,ainsley maitland niles,90,,352768,MISSING_RESEARCH_RECORD
2016-17,alberto moreno,110,,229740,MISSING_RESEARCH_RECORD
2016-17,alex iwobi,90,,352770,MISSING_RESEARCH_RECORD
2016-17,alex manninger,110,,2921,MISSING_RESEARCH_RECORD
2016-17,alex mccarthy,21,,45502,MISSING_RESEARCH_RECORD
2016-17,alex oxlade chamberlain,90,,10577,MISSING_RESEARCH_RECORD
2016-17,alexis sanchez,90,,34120,MISSING_RESEARCH_RECORD
2016-17,ander herrera,3,,82474,MISSING_RESEARCH_RECORD
2016-17,andy king,20,,30530,MISSING_RESEARCH_RECORD
2016-17,angel gomes,3,,867441,MISSING_RESEARCH_RECORD
2016-17,anthony martial,3,,191176,MISSING_RESEARCH_RECORD
2016-17,antonio valencia,3,,11820,MISSING_RESEARCH_RECORD
2016-17,arouna kone,1,,12790,MISSING_RESEARCH_RECORD
2016-17,ashley williams,1,,20204,MISSING_RESEARCH_RECORD
2016-17,ashley young,3,,10589,MISSING_RESEARCH_RECORD
2016-17,asmir begovic,13,,13918,MISSING_RESEARCH_RECORD
2016-17,axel tuanzebe,3,,817979,MISSING_RESEARCH_RECORD
2016-17,bartosz kapustka,20,,309648,MISSING_RESEARCH_RECORD
2016-17,bastian schweinsteiger,3,,326,MISSING_RESEARCH_RECORD
2016-17,ben chilwell,20,,802695,MISSING_RESEARCH_RECORD
2016-17,ben davies,11,,94758,MISSING_RESEARCH_RECORD
2016-17,ben hamer,20,,16807,MISSING_RESEARCH_RECORD
2016-17,ben woodburn,110,,843270,MISSING_RESEARCH_RECORD
2016-17,branislav ivanovic,13,,25233,MISSING_RESEARCH_RECORD
2016-17,brendan galloway,1,,198030,MISSING_RESEARCH_RECORD
2016-17,bryan oviedo,1,,109064,MISSING_RESEARCH_RECORD
2016-17,calum chambers,90,,227942,MISSING_RESEARCH_RECORD
2016-17,cameron carter vickers,11,,795972,MISSING_RESEARCH_RECORD
2016-17,carl jenkinson,90,,137844,MISSING_RESEARCH_RECORD
2016-17,cedric soares,21,,44760,MISSING_RESEARCH_RECORD
2016-17,cesar azpilicueta,13,,21555,MISSING_RESEARCH_RECORD
2016-17,cesc fabregas,13,,518,MISSING_RESEARCH_RECORD
2016-17,charlie austin,21,,97905,MISSING_RESEARCH_RECORD
2016-17,chris smalling,3,,47741,MISSING_RESEARCH_RECORD
2016-17,christian eriksen,11,,105734,MISSING_RESEARCH_RECORD
2016-17,christian fuchs,20,,1262,MISSING_RESEARCH_RECORD
2016-17,chuba akpom,90,,190867,MISSING_RESEARCH_RECORD
2016-17,connor randall,110,,787580,MISSING_RESEARCH_RECORD
2016-17,cuco martina,21,,73763,MISSING_RESEARCH_RECORD
2016-17,daley blind,3,,44864,MISSING_RESEARCH_RECORD
2016-17,daniel amartey,20,,308526,MISSING_RESEARCH_RECORD
2016-17,daniel sturridge,110,,20963,MISSING_RESEARCH_RECORD
2016-17,danny drinkwater,20,,54330,MISSING_RESEARCH_RECORD
2016-17,danny rose,11,,16586,MISSING_RESEARCH_RECORD
2016-17,danny simpson,20,,30502,MISSING_RESEARCH_RECORD
2016-17,danny welbeck,90,,33902,MISSING_RESEARCH_RECORD
2016-17,david de gea,3,,69378,MISSING_RESEARCH_RECORD
2016-17,david luiz,13,,21300,MISSING_RESEARCH_RECORD
2016-17,david ospina,90,,33596,MISSING_RESEARCH_RECORD
2016-17,dejan lovren,110,,39480,MISSING_RESEARCH_RECORD
2016-17,dele alli,11,,198028,MISSING_RESEARCH_RECORD
2016-17,demarai gray,20,,355152,MISSING_RESEARCH_RECORD
2016-17,demetri mitchell,3,,548196,MISSING_RESEARCH_RECORD
2016-17,diego costa,13,,21212,MISSING_RESEARCH_RECORD
2016-17,divock origi,110,,190399,MISSING_RESEARCH_RECORD
2016-17,dominic calvert lewin,1,,372344,MISSING_RESEARCH_RECORD
2016-17,dominic solanke,13,,361420,MISSING_RESEARCH_RECORD
2016-17,dusan tadic,21,,38560,MISSING_RESEARCH_RECORD
2016-17,eden hazard,13,,27583,MISSING_RESEARCH_RECORD
2016-17,eduardo,13,,18868,MISSING_RESEARCH_RECORD
2016-17,elliott moore,20,,855652,MISSING_RESEARCH_RECORD
2016-17,emiliano martinez,90,,158263,MISSING_RESEARCH_RECORD
2016-17,emre can,110,,138156,MISSING_RESEARCH_RECORD
2016-17,enner valencia,1,,106456,MISSING_RESEARCH_RECORD
2016-17,eric bailly,3,,606346,MISSING_RESEARCH_RECORD
2016-17,eric dier,11,,146101,MISSING_RESEARCH_RECORD
2016-17,erik lamela,11,,122702,MISSING_RESEARCH_RECORD
2016-17,filip lesniak,11,,325119,MISSING_RESEARCH_RECORD
2016-17,florin gardos,21,,83553,MISSING_RESEARCH_RECORD
2016-17,francis coquelin,90,,40672,MISSING_RESEARCH_RECORD
2016-17,fraser forster,21,,19314,MISSING_RESEARCH_RECORD
2016-17,gabriel paulista,90,,124737,MISSING_RESEARCH_RECORD
2016-17,gareth barry,1,,544,MISSING_RESEARCH_RECORD
2016-17,gary cahill,13,,9628,MISSING_RESEARCH_RECORD
2016-17,georges kevin nkoudou,11,,342909,MISSING_RESEARCH_RECORD
2016-17,georginio wijnaldum,110,,22126,MISSING_RESEARCH_RECORD
2016-17,gerard deulofeu,1,,96372,MISSING_RESEARCH_RECORD
2016-17,granit xhaka,90,,117777,MISSING_RESEARCH_RECORD
2016-17,harrison reed,21,,365802,MISSING_RESEARCH_RECORD
2016-17,harry kane,11,,108579,MISSING_RESEARCH_RECORD
2016-17,harry lewis,21,,815927,MISSING_RESEARCH_RECORD
2016-17,harry wilson,110,,355528,MISSING_RESEARCH_RECORD
2016-17,harry winks,11,,545780,MISSING_RESEARCH_RECORD
2016-17,hector bellerin,90,,188365,MISSING_RESEARCH_RECORD
2016-17,henrikh mkhitaryan,3,,37151,MISSING_RESEARCH_RECORD
2016-17,hugo lloris,11,,9048,MISSING_RESEARCH_RECORD
2016-17,idrissa gana gueye,1,,106337,MISSING_RESEARCH_RECORD
2016-17,islam slimani,20,,238708,MISSING_RESEARCH_RECORD
2016-17,jack stephens,21,,134361,MISSING_RESEARCH_RECORD
2016-17,jack wilshere,90,,38094,MISSING_RESEARCH_RECORD
2016-17,jake hesketh,21,,783888,MISSING_RESEARCH_RECORD
2016-17,james mccarthy,1,,39283,MISSING_RESEARCH_RECORD
2016-17,james milner,110,,791,MISSING_RESEARCH_RECORD
2016-17,james ward prowse,21,,161717,MISSING_RESEARCH_RECORD
2016-17,jamie vardy,20,,173827,MISSING_RESEARCH_RECORD
2016-17,jan vertonghen,11,,16921,MISSING_RESEARCH_RECORD
2016-17,jay rodriguez,21,,26989,MISSING_RESEARCH_RECORD
2016-17,jeff reine adelaide,90,,794269,MISSING_RESEARCH_RECORD
2016-17,jeffrey schlupp,20,,148710,MISSING_RESEARCH_RECORD
2016-17,jeremy pied,21,,37761,MISSING_RESEARCH_RECORD
2016-17,jesse lingard,3,,205508,MISSING_RESEARCH_RECORD
2016-17,joe gomez,110,,318927,MISSING_RESEARCH_RECORD
2016-17,joe williams,1,,784501,MISSING_RESEARCH_RECORD
2016-17,joel matip,110,,51501,MISSING_RESEARCH_RECORD
2016-17,joel pereira,3,,788135,MISSING_RESEARCH_RECORD
2016-17,joel robles,1,,93796,MISSING_RESEARCH_RECORD
2016-17,john terry,13,,1205,MISSING_RESEARCH_RECORD
2016-17,jonjoe kenny,1,,361310,MISSING_RESEARCH_RECORD
2016-17,jordan henderson,110,,42694,MISSING_RESEARCH_RECORD
2016-17,jordy clasie,21,,116946,MISSING_RESEARCH_RECORD
2016-17,jose fonte,21,,27622,MISSING_RESEARCH_RECORD
2016-17,josh harrop,3,,2079932,MISSING_RESEARCH_RECORD
2016-17,josh sims,21,,548198,MISSING_RESEARCH_RECORD
2016-17,joshua onomah,11,,361332,MISSING_RESEARCH_RECORD
2016-17,juan mata,3,,28367,MISSING_RESEARCH_RECORD
2016-17,kasper schmeichel,20,,1076,MISSING_RESEARCH_RECORD
2016-17,kenedy,13,,801391,MISSING_RESEARCH_RECORD
2016-17,kevin mirallas,1,,3593,MISSING_RESEARCH_RECORD
2016-17,kevin stewart,110,,180011,MISSING_RESEARCH_RECORD
2016-17,kevin wimmer,11,,141203,MISSING_RESEARCH_RECORD
2016-17,kieran gibbs,90,,24814,MISSING_RESEARCH_RECORD
2016-17,kieran ohara,3,,788128,MISSING_RESEARCH_RECORD
2016-17,kieran trippier,11,,69256,MISSING_RESEARCH_RECORD
2016-17,kurt zouma,13,,139227,MISSING_RESEARCH_RECORD
2016-17,kyle walker,11,,44614,MISSING_RESEARCH_RECORD
2016-17,laurent koscielny,90,,51340,MISSING_RESEARCH_RECORD
2016-17,leighton baines,1,,9766,MISSING_RESEARCH_RECORD
2016-17,leonardo ulloa,20,,52691,MISSING_RESEARCH_RECORD
2016-17,lloyd isgrove,21,,287829,MISSING_RESEARCH_RECORD
2016-17,loris karius,110,,174135,MISSING_RESEARCH_RECORD
2016-17,lucas leiva,110,,27234,MISSING_RESEARCH_RECORD
2016-17,lucas perez,90,,107128,MISSING_RESEARCH_RECORD
2016-17,luis hernandez,20,,260097,MISSING_RESEARCH_RECORD
2016-17,luke mcgee,11,,769785,MISSING_RESEARCH_RECORD
2016-17,luke shaw,3,,190839,MISSING_RESEARCH_RECORD
2016-17,maarten stekelenburg,1,,1941,MISSING_RESEARCH_RECORD
2016-17,manolo gabbiadini,21,,53816,MISSING_RESEARCH_RECORD
2016-17,marc albrighton,20,,47737,MISSING_RESEARCH_RECORD
2016-17,marcin wasilewski,20,,18398,MISSING_RESEARCH_RECORD
2016-17,marcos alonso,13,,69408,MISSING_RESEARCH_RECORD
2016-17,marcos rojo,3,,46998,MISSING_RESEARCH_RECORD
2016-17,marcus rashford,3,,814590,MISSING_RESEARCH_RECORD
2016-17,marko grujic,110,,280835,MISSING_RESEARCH_RECORD
2016-17,marouane fellaini,3,,21764,MISSING_RESEARCH_RECORD
2016-17,martin caceres,21,,28186,MISSING_RESEARCH_RECORD
2016-17,mason holgate,1,,781544,MISSING_RESEARCH_RECORD
2016-17,mateusz hewelt,1,,798951,MISSING_RESEARCH_RECORD
2016-17,mathieu debuchy,90,,3579,MISSING_RESEARCH_RECORD
2016-17,matt macey,90,,225096,MISSING_RESEARCH_RECORD
2016-17,matt targett,21,,368134,MISSING_RESEARCH_RECORD
2016-17,matteo darmian,3,,19352,MISSING_RESEARCH_RECORD
2016-17,matthew pennington,1,,371366,MISSING_RESEARCH_RECORD
2016-17,matty james,20,,54331,MISSING_RESEARCH_RECORD
2016-17,matty willock,3,,788129,MISSING_RESEARCH_RECORD
2016-17,maya yoshida,21,,24248,MISSING_RESEARCH_RECORD
2016-17,memphis depay,3,,138833,MISSING_RESEARCH_RECORD
2016-17,mesut ozil,90,,16176,MISSING_RESEARCH_RECORD
2016-17,michael carrick,3,,938,MISSING_RESEARCH_RECORD
2016-17,michel vorm,11,,16944,MISSING_RESEARCH_RECORD
2016-17,michy batshuayi,13,,147745,MISSING_RESEARCH_RECORD
2016-17,mohamed elneny,90,,159675,MISSING_RESEARCH_RECORD
2016-17,morgan schneiderlin,1,,27009,MISSING_RESEARCH_RECORD
2016-17,morgan schneiderlin,3,,27009,MISSING_RESEARCH_RECORD
2016-17,mouez hassen,21,,227860,MISSING_RESEARCH_RECORD
2016-17,mousa dembele,11,,9865,MISSING_RESEARCH_RECORD
2016-17,moussa sissoko,11,,27014,MISSING_RESEARCH_RECORD
2016-17,muhamed besic,1,,124960,MISSING_RESEARCH_RECORD
2016-17,nacho monreal,90,,17088,MISSING_RESEARCH_RECORD
2016-17,nampalys mendy,20,,123166,MISSING_RESEARCH_RECORD
2016-17,nathan ake,13,,149663,MISSING_RESEARCH_RECORD
2016-17,nathan redmond,21,,115346,MISSING_RESEARCH_RECORD
2016-17,nathaniel chalobah,13,,98450,MISSING_RESEARCH_RECORD
2016-17,nathaniel clyne,110,,43215,MISSING_RESEARCH_RECORD
2016-17,nemanja matic,13,,44241,MISSING_RESEARCH_RECORD
2016-17,ngolo kante,13,,234148,MISSING_RESEARCH_RECORD
2016-17,ola aina,13,,800417,MISSING_RESEARCH_RECORD
2016-17,olivier giroud,90,,39070,MISSING_RESEARCH_RECORD
2016-17,olufela olomola,21,,833970,MISSING_RESEARCH_RECORD
2016-17,oriol romeu,21,,69416,MISSING_RESEARCH_RECORD
2016-17,oscar,13,,39400,MISSING_RESEARCH_RECORD
2016-17,ovie ejaria,110,,845025,MISSING_RESEARCH_RECORD
2016-17,pau lopez,11,,548848,MISSING_RESEARCH_RECORD
2016-17,paul pogba,3,,111802,MISSING_RESEARCH_RECORD
2016-17,pedro,13,,35428,MISSING_RESEARCH_RECORD
2016-17,per mertesacker,90,,369,MISSING_RESEARCH_RECORD
2016-17,petr cech,90,,1185,MISSING_RESEARCH_RECORD
2016-17,phil jagielka,1,,10507,MISSING_RESEARCH_RECORD
2016-17,phil jones,3,,93868,MISSING_RESEARCH_RECORD
2016-17,philippe coutinho,110,,119159,MISSING_RESEARCH_RECORD
2016-17,pierre emile h jbjerg,21,,149593,MISSING_RESEARCH_RECORD
2016-17,ragnar klavan,110,,10122,MISSING_RESEARCH_RECORD
2016-17,ramiro funes mori,1,,252313,MISSING_RESEARCH_RECORD
2016-17,rhian brewster,110,,878705,MISSING_RESEARCH_RECORD
2016-17,riyad mahrez,20,,158213,MISSING_RESEARCH_RECORD
2016-17,rob holding,90,,793228,MISSING_RESEARCH_RECORD
2016-17,robert huth,20,,1203,MISSING_RESEARCH_RECORD
2016-17,roberto firmino,110,,143697,MISSING_RESEARCH_RECORD
2016-17,romelu lukaku,1,,78893,MISSING_RESEARCH_RECORD
2016-17,ron robert zieler,20,,41615,MISSING_RESEARCH_RECORD
2016-17,ross barkley,1,,98435,MISSING_RESEARCH_RECORD
2016-17,ruben loftus cheek,13,,284441,MISSING_RESEARCH_RECORD
2016-17,ryan bertrand,21,,20756,MISSING_RESEARCH_RECORD
2016-17,ryan mason,11,,44567,MISSING_RESEARCH_RECORD
2016-17,sadio mane,110,,217704,MISSING_RESEARCH_RECORD
2016-17,sam mcqueen,21,,387082,MISSING_RESEARCH_RECORD
2016-17,samuel shashoua,11,,826143,MISSING_RESEARCH_RECORD
2016-17,santi cazorla,90,,17651,MISSING_RESEARCH_RECORD
2016-17,scott mctominay,3,,879346,MISSING_RESEARCH_RECORD
2016-17,seamus coleman,1,,76632,MISSING_RESEARCH_RECORD
2016-17,sergio romero,3,,25566,MISSING_RESEARCH_RECORD
2016-17,shane long,21,,10486,MISSING_RESEARCH_RECORD
2016-17,shinji okazaki,20,,19303,MISSING_RESEARCH_RECORD
2016-17,shkodran mustafi,90,,89894,MISSING_RESEARCH_RECORD
2016-17,simon mignolet,110,,10406,MISSING_RESEARCH_RECORD
2016-17,sofiane boufal,21,,257205,MISSING_RESEARCH_RECORD
2016-17,son heung min,11,,111505,MISSING_RESEARCH_RECORD
2016-17,steven davis,21,,559,MISSING_RESEARCH_RECORD
2016-17,stuart taylor,21,,10,MISSING_RESEARCH_RECORD
2016-17,theo walcott,90,,10501,MISSING_RESEARCH_RECORD
2016-17,thibaut courtois,13,,70988,MISSING_RESEARCH_RECORD
2016-17,timothy fosu mensah,3,,795260,MISSING_RESEARCH_RECORD
2016-17,toby alderweireld,11,,44575,MISSING_RESEARCH_RECORD
2016-17,tom carroll,11,,801460,MISSING_RESEARCH_RECORD
2016-17,tom cleverley,1,,46432,MISSING_RESEARCH_RECORD
2016-17,tom davies,1,,795058,MISSING_RESEARCH_RECORD
2016-17,trent alexander arnold,110,,795064,MISSING_RESEARCH_RECORD
2016-17,victor moses,13,,31585,MISSING_RESEARCH_RECORD
2016-17,victor wanyama,11,,45956,MISSING_RESEARCH_RECORD
2016-17,vincent janssen,11,,339901,MISSING_RESEARCH_RECORD
2016-17,virgil van dijk,21,,151545,MISSING_RESEARCH_RECORD
2016-17,wayne rooney,3,,751,MISSING_RESEARCH_RECORD
2016-17,wes morgan,20,,20375,MISSING_RESEARCH_RECORD
2016-17,wilfred ndidi,20,,787885,MISSING_RESEARCH_RECORD
2016-17,willian,13,,31417,MISSING_RESEARCH_RECORD
2016-17,yannick bolasie,1,,46620,MISSING_RESEARCH_RECORD
2016-17,yohan benalouane,20,,21515,MISSING_RESEARCH_RECORD
2016-17,zachary dearnley,3,,882023,MISSING_RESEARCH_RECORD
2016-17,zlatan ibrahimovic,3,,2089,MISSING_RESEARCH_RECORD
2017-18,aaron lennon,43,,9692,MISSING_RESEARCH_RECORD
2017-18,aaron ramsey,36,,23571,MISSING_RESEARCH_RECORD
2017-18,adam lallana,20,,17054,MISSING_RESEARCH_RECORD
2017-18,ademola lookman,43,,824200,MISSING_RESEARCH_RECORD
2017-18,adrien silva,4,,30127,MISSING_RESEARCH_RECORD
2017-18,ahmed musa,4,,139502,MISSING_RESEARCH_RECORD
2017-18,ainsley maitland niles,36,,352768,MISSING_RESEARCH_RECORD
2017-18,alberto moreno,20,,229740,MISSING_RESEARCH_RECORD
2017-18,aleksandar dragovic,4,,37313,MISSING_RESEARCH_RECORD
2017-18,aleksandar mitrovic,90,,192144,MISSING_RESEARCH_RECORD
2017-18,alex iwobi,36,,352770,MISSING_RESEARCH_RECORD
2017-18,alex mccarthy,21,,45502,MISSING_RESEARCH_RECORD
2017-18,alex oxlade chamberlain,20,,10577,MISSING_RESEARCH_RECORD
2017-18,alex oxlade chamberlain,36,,10577,MISSING_RESEARCH_RECORD
2017-18,alexandre lacazette,36,,50070,MISSING_RESEARCH_RECORD
2017-18,alexis sanchez,3,,34120,MISSING_RESEARCH_RECORD
2017-18,alexis sanchez,36,,34120,MISSING_RESEARCH_RECORD
2017-18,alfie whiteman,31,,822504,MISSING_RESEARCH_RECORD
2017-18,alvaro morata,38,,125407,MISSING_RESEARCH_RECORD
2017-18,ander herrera,3,,82474,MISSING_RESEARCH_RECORD
2017-18,andreas christensen,38,,186795,MISSING_RESEARCH_RECORD
2017-18,andy king,4,,30530,MISSING_RESEARCH_RECORD
2017-18,andy robertson,20,,262911,MISSING_RESEARCH_RECORD
2017-18,anthony martial,3,,191176,MISSING_RESEARCH_RECORD
2017-18,antonio rudiger,38,,142622,MISSING_RESEARCH_RECORD
2017-18,antonio valencia,3,,11820,MISSING_RESEARCH_RECORD
2017-18,ashley williams,43,,20204,MISSING_RESEARCH_RECORD
2017-18,ashley young,3,,10589,MISSING_RESEARCH_RECORD
2017-18,axel tuanzebe,3,,817979,MISSING_RESEARCH_RECORD
2017-18,ayoze perez,90,,345195,MISSING_RESEARCH_RECORD
2017-18,ben chilwell,4,,802695,MISSING_RESEARCH_RECORD
2017-18,ben davies,31,,94758,MISSING_RESEARCH_RECORD
2017-18,ben hamer,4,,16807,MISSING_RESEARCH_RECORD
2017-18,ben woodburn,20,,843270,MISSING_RESEARCH_RECORD
2017-18,beni baningime,43,,909274,MISSING_RESEARCH_RECORD
2017-18,callum hudson odoi,38,,867442,MISSING_RESEARCH_RECORD
2017-18,calum chambers,36,,227942,MISSING_RESEARCH_RECORD
2017-18,cameron carter vickers,31,,795972,MISSING_RESEARCH_RECORD
2017-18,cedric soares,21,,44760,MISSING_RESEARCH_RECORD
2017-18,cenk tosun,43,,72127,MISSING_RESEARCH_RECORD
2017-18,cesar azpilicueta,38,,21555,MISSING_RESEARCH_RECORD
2017-18,cesc fabregas,38,,518,MISSING_RESEARCH_RECORD
2017-18,chancel mbemba,90,,238612,MISSING_RESEARCH_RECORD
2017-18,charlie austin,21,,97905,MISSING_RESEARCH_RECORD
2017-18,charly musonda jr,38,,285937,MISSING_RESEARCH_RECORD
2017-18,chris smalling,3,,47741,MISSING_RESEARCH_RECORD
2017-18,christian atsu,90,,152390,MISSING_RESEARCH_RECORD
2017-18,christian eriksen,31,,105734,MISSING_RESEARCH_RECORD
2017-18,christian fuchs,4,,1262,MISSING_RESEARCH_RECORD
2017-18,ciaran clark,90,,45680,MISSING_RESEARCH_RECORD
2017-18,conor masterson,20,,828581,MISSING_RESEARCH_RECORD
2017-18,cuco martina,43,,73763,MISSING_RESEARCH_RECORD
2017-18,curtis jones,20,,927353,MISSING_RESEARCH_RECORD
2017-18,daley blind,3,,44864,MISSING_RESEARCH_RECORD
2017-18,daniel amartey,4,,308526,MISSING_RESEARCH_RECORD
2017-18,daniel sturridge,20,,20963,MISSING_RESEARCH_RECORD
2017-18,danny drinkwater,38,,54330,MISSING_RESEARCH_RECORD
2017-18,danny ings,20,,130181,MISSING_RESEARCH_RECORD
2017-18,danny rose,31,,16586,MISSING_RESEARCH_RECORD
2017-18,danny simpson,4,,30502,MISSING_RESEARCH_RECORD
2017-18,danny ward,20,,197428,MISSING_RESEARCH_RECORD
2017-18,danny welbeck,36,,33902,MISSING_RESEARCH_RECORD
2017-18,david de gea,3,,69378,MISSING_RESEARCH_RECORD
2017-18,david luiz,38,,21300,MISSING_RESEARCH_RECORD
2017-18,david ospina,36,,33596,MISSING_RESEARCH_RECORD
2017-18,davide zappacosta,38,,132318,MISSING_RESEARCH_RECORD
2017-18,davinson sanchez,31,,566102,MISSING_RESEARCH_RECORD
2017-18,davy klaassen,43,,97410,MISSING_RESEARCH_RECORD
2017-18,deandre yedlin,90,,314040,MISSING_RESEARCH_RECORD
2017-18,dejan lovren,20,,39480,MISSING_RESEARCH_RECORD
2017-18,dele alli,31,,198028,MISSING_RESEARCH_RECORD
2017-18,demarai gray,4,,355152,MISSING_RESEARCH_RECORD
2017-18,divock origi,20,,190399,MISSING_RESEARCH_RECORD
2017-18,dominic calvert lewin,43,,372344,MISSING_RESEARCH_RECORD
2017-18,dominic solanke,20,,361420,MISSING_RESEARCH_RECORD
2017-18,dujon sterling,38,,794100,MISSING_RESEARCH_RECORD
2017-18,dusan tadic,21,,38560,MISSING_RESEARCH_RECORD
2017-18,dwight gayle,90,,232118,MISSING_RESEARCH_RECORD
2017-18,eddie nketiah,36,,858194,MISSING_RESEARCH_RECORD
2017-18,eden hazard,38,,27583,MISSING_RESEARCH_RECORD
2017-18,eduardo,38,,18868,MISSING_RESEARCH_RECORD
2017-18,eldin jakupovic,4,,4387,MISSING_RESEARCH_RECORD
2017-18,eliaquim mangala,43,,42892,MISSING_RESEARCH_RECORD
2017-18,emerson,38,,155997,MISSING_RESEARCH_RECORD
2017-18,emre can,20,,138156,MISSING_RESEARCH_RECORD
2017-18,eric bailly,3,,606346,MISSING_RESEARCH_RECORD
2017-18,eric dier,31,,146101,MISSING_RESEARCH_RECORD
2017-18,erik lamela,31,,122702,MISSING_RESEARCH_RECORD
2017-18,ethan ampadu,38,,847097,MISSING_RESEARCH_RECORD
2017-18,fernando llorente,31,,11692,MISSING_RESEARCH_RECORD
2017-18,fikayo tomori,38,,788255,MISSING_RESEARCH_RECORD
2017-18,florian lejeune,90,,88528,MISSING_RESEARCH_RECORD
2017-18,fousseni diabate,4,,796374,MISSING_RESEARCH_RECORD
2017-18,francis coquelin,36,,40672,MISSING_RESEARCH_RECORD
2017-18,fraser forster,21,,19314,MISSING_RESEARCH_RECORD
2017-18,freddie woodman,90,,284417,MISSING_RESEARCH_RECORD
2017-18,gary cahill,38,,9628,MISSING_RESEARCH_RECORD
2017-18,george thomas,4,,362692,MISSING_RESEARCH_RECORD
2017-18,georges kevin nkoudou,31,,342909,MISSING_RESEARCH_RECORD
2017-18,georginio wijnaldum,20,,22126,MISSING_RESEARCH_RECORD
2017-18,granit xhaka,36,,117777,MISSING_RESEARCH_RECORD
2017-18,guido carrillo,21,,174519,MISSING_RESEARCH_RECORD
2017-18,gylfi sigur sson,43,,43192,MISSING_RESEARCH_RECORD
2017-18,hamza choudhury,4,,833057,MISSING_RESEARCH_RECORD
2017-18,harry kane,31,,108579,MISSING_RESEARCH_RECORD
2017-18,harry maguire,4,,149380,MISSING_RESEARCH_RECORD
2017-18,harry winks,31,,545780,MISSING_RESEARCH_RECORD
2017-18,harvey barnes,4,,855647,MISSING_RESEARCH_RECORD
2017-18,hector bellerin,36,,188365,MISSING_RESEARCH_RECORD
2017-18,henri saivet,90,,26895,MISSING_RESEARCH_RECORD
2017-18,henrikh mkhitaryan,3,,37151,MISSING_RESEARCH_RECORD
2017-18,henrikh mkhitaryan,36,,37151,MISSING_RESEARCH_RECORD
2017-18,hugo lloris,31,,9048,MISSING_RESEARCH_RECORD
2017-18,idrissa gana gueye,43,,106337,MISSING_RESEARCH_RECORD
2017-18,isaac hayden,90,,190843,MISSING_RESEARCH_RECORD
2017-18,islam slimani,4,,238708,MISSING_RESEARCH_RECORD
2017-18,islam slimani,90,,238708,MISSING_RESEARCH_RECORD
2017-18,jack stephens,21,,134361,MISSING_RESEARCH_RECORD
2017-18,jack wilshere,36,,38094,MISSING_RESEARCH_RECORD
2017-18,jacob murphy,90,,372336,MISSING_RESEARCH_RECORD
2017-18,jamaal lascelles,90,,153444,MISSING_RESEARCH_RECORD
2017-18,james mccarthy,43,,39283,MISSING_RESEARCH_RECORD
2017-18,james milner,20,,791,MISSING_RESEARCH_RECORD
2017-18,james ward prowse,21,,161717,MISSING_RESEARCH_RECORD
2017-18,jamie vardy,4,,173827,MISSING_RESEARCH_RECORD
2017-18,jan bednarek,21,,286085,MISSING_RESEARCH_RECORD
2017-18,jan vertonghen,31,,16921,MISSING_RESEARCH_RECORD
2017-18,javier manquillo,90,,210082,MISSING_RESEARCH_RECORD
2017-18,jeremie boga,38,,367056,MISSING_RESEARCH_RECORD
2017-18,jeremy pied,21,,37761,MISSING_RESEARCH_RECORD
2017-18,jesse lingard,3,,205508,MISSING_RESEARCH_RECORD
2017-18,jesus gamez,90,,13193,MISSING_RESEARCH_RECORD
2017-18,joe gomez,20,,318927,MISSING_RESEARCH_RECORD
2017-18,joe willock,36,,888550,MISSING_RESEARCH_RECORD
2017-18,joel matip,20,,51501,MISSING_RESEARCH_RECORD
2017-18,joel pereira,3,,788135,MISSING_RESEARCH_RECORD
2017-18,joel robles,43,,93796,MISSING_RESEARCH_RECORD
2017-18,jon flanagan,20,,143024,MISSING_RESEARCH_RECORD
2017-18,jonjo shelvey,90,,36465,MISSING_RESEARCH_RECORD
2017-18,jonjoe kenny,43,,361310,MISSING_RESEARCH_RECORD
2017-18,jordan henderson,20,,42694,MISSING_RESEARCH_RECORD
2017-18,jordan pickford,43,,138530,MISSING_RESEARCH_RECORD
2017-18,jordi osei tutu,36,,908631,MISSING_RESEARCH_RECORD
2017-18,joselu,90,,69418,MISSING_RESEARCH_RECORD
2017-18,josh sims,21,,548198,MISSING_RESEARCH_RECORD
2017-18,juan foyth,31,,873189,MISSING_RESEARCH_RECORD
2017-18,juan mata,3,,28367,MISSING_RESEARCH_RECORD
2017-18,karl darlow,90,,123689,MISSING_RESEARCH_RECORD
2017-18,kasper schmeichel,4,,1076,MISSING_RESEARCH_RECORD
2017-18,kazaiah sterling,31,,803187,MISSING_RESEARCH_RECORD
2017-18,kelechi iheanacho,4,,359642,MISSING_RESEARCH_RECORD
2017-18,kenedy,38,,801391,MISSING_RESEARCH_RECORD
2017-18,kenedy,90,,801391,MISSING_RESEARCH_RECORD
2017-18,kevin mirallas,43,,3593,MISSING_RESEARCH_RECORD
2017-18,kevin wimmer,31,,141203,MISSING_RESEARCH_RECORD
2017-18,kieran trippier,31,,69256,MISSING_RESEARCH_RECORD
