season,name,persistent_team_code,research_player_ids,source_player_ids,status
2023-24,bradley ibrahim,91,,1175204,MISSING_RESEARCH_RECORD
2023-24,brandon aguilera,49,,1020203,MISSING_RESEARCH_RECORD
2023-24,brandon austin,90,,859896,MISSING_RESEARCH_RECORD
2023-24,brennan johnson,49,,1085180,MISSING_RESEARCH_RECORD
2023-24,brennan johnson,90,,1085180,MISSING_RESEARCH_RECORD
2023-24,bruno fernandes,3,,288205,MISSING_RESEARCH_RECORD
2023-24,bruno guimaraes,94,,866469,MISSING_RESEARCH_RECORD
2023-24,bryan gil,90,,910026,MISSING_RESEARCH_RECORD
2023-24,bryan mbeumo,94,108,,MISSING_SOURCE_PLAYER
2023-24,bukayo saka,3,19,,MISSING_SOURCE_PLAYER
2023-24,bukayo saka,91,,934235,MISSING_RESEARCH_RECORD
2023-24,callan mckenna,91,855,,MISSING_SOURCE_PLAYER
2023-24,callum hudson odoi,49,,867442,MISSING_RESEARCH_RECORD
2023-24,callum hudson odoi,8,205,,MISSING_SOURCE_PLAYER
2023-24,callum scanlon,14,728,,MISSING_SOURCE_PLAYER
2023-24,callum wilson,94,,113956,MISSING_RESEARCH_RECORD
2023-24,calum chambers,7,37,,MISSING_SOURCE_PLAYER
2023-24,calum chambers,8,,227942,MISSING_RESEARCH_RECORD
2023-24,calum scanlon,1,,1188167,MISSING_RESEARCH_RECORD
2023-24,calvin bassey,54,610,,MISSING_SOURCE_PLAYER
2023-24,cameron archer,7,33,,MISSING_SOURCE_PLAYER
2023-24,cameron archer,8,,993451,MISSING_RESEARCH_RECORD
2023-24,caoimhin kelleher,1,,827362,MISSING_RESEARCH_RECORD
2023-24,caoimhin kelleher,14,301,,MISSING_SOURCE_PLAYER
2023-24,carlos vinicius alves morais,54,287,,MISSING_SOURCE_PLAYER
2023-24,carney chukwuemeka,31,,994556,MISSING_RESEARCH_RECORD
2023-24,carney chukwuemeka,8,196,,MISSING_SOURCE_PLAYER
2023-24,casemiro,3,,122951,MISSING_RESEARCH_RECORD
2023-24,cedric alves soares,3,2,,MISSING_SOURCE_PLAYER
2023-24,cedric soares,91,,44760,MISSING_RESEARCH_RECORD
2023-24,cesar azpilicueta,8,189,,MISSING_SOURCE_PLAYER
2023-24,cesare casadei,31,,1016788,MISSING_RESEARCH_RECORD
2023-24,cesare casadei,8,791,,MISSING_SOURCE_PLAYER
2023-24,charles sagoe,3,735,,MISSING_SOURCE_PLAYER
2023-24,charles sagoe jr,91,,1119436,MISSING_RESEARCH_RECORD
2023-24,charlie goode,94,102,,MISSING_SOURCE_PLAYER
2023-24,charlie taylor,90,178,,MISSING_SOURCE_PLAYER
2023-24,cheick doucoure,31,223,,MISSING_SOURCE_PLAYER
2023-24,cheikhou kouyate,49,,45944,MISSING_RESEARCH_RECORD
2023-24,chris mepham,91,75,,MISSING_SOURCE_PLAYER
2023-24,chris richards,31,238,,MISSING_SOURCE_PLAYER
2023-24,chris wood,49,,50480,MISSING_RESEARCH_RECORD
2023-24,christian eriksen,3,,105734,MISSING_RESEARCH_RECORD
2023-24,christian n rgaard,94,110,,MISSING_SOURCE_PLAYER
2023-24,christian pulisic,8,213,,MISSING_SOURCE_PLAYER
2023-24,christopher nkunku,31,,769333,MISSING_RESEARCH_RECORD
2023-24,christopher nkunku,8,212,,MISSING_SOURCE_PLAYER
2023-24,cj egan riley,90,166,,MISSING_SOURCE_PLAYER
2023-24,clement lenglet,7,699,,MISSING_SOURCE_PLAYER
2023-24,clement lenglet,8,,580550,MISSING_RESEARCH_RECORD
2023-24,cody gakpo,1,,862967,MISSING_RESEARCH_RECORD
2023-24,cody gakpo,14,297,,MISSING_SOURCE_PLAYER
2023-24,cole palmer,31,,982780,MISSING_RESEARCH_RECORD
2023-24,cole palmer,8,362,,MISSING_SOURCE_PLAYER
2023-24,connor roberts,90,176,,MISSING_SOURCE_PLAYER
2023-24,conor bradley,1,,1008402,MISSING_RESEARCH_RECORD
2023-24,conor bradley,14,757,,MISSING_SOURCE_PLAYER
2023-24,conor gallagher,31,,904970,MISSING_RESEARCH_RECORD
2023-24,conor gallagher,8,202,,MISSING_SOURCE_PLAYER
2023-24,cristian romero,90,,829932,MISSING_RESEARCH_RECORD
2023-24,curtis jones,1,,927353,MISSING_RESEARCH_RECORD
2023-24,curtis jones,14,300,,MISSING_SOURCE_PLAYER
2023-24,dan burn,94,,99090,MISSING_RESEARCH_RECORD
2023-24,dane scarlett,90,,998772,MISSING_RESEARCH_RECORD
2023-24,dango ouattara,91,78,,MISSING_SOURCE_PLAYER
2023-24,daniel gore,3,,1146145,MISSING_RESEARCH_RECORD
2023-24,daniel munoz,31,792,,MISSING_SOURCE_PLAYER
2023-24,danilo santos,49,,1064039,MISSING_RESEARCH_RECORD
2023-24,dara costelloe,90,164,,MISSING_SOURCE_PLAYER
2023-24,dara oshea,90,173,,MISSING_SOURCE_PLAYER
2023-24,darko churlinov,90,162,,MISSING_SOURCE_PLAYER
2023-24,darren randolph,91,80,,MISSING_SOURCE_PLAYER
2023-24,darwin nunez,1,,924871,MISSING_RESEARCH_RECORD
2023-24,darwin nunez ribeiro,14,293,,MISSING_SOURCE_PLAYER
2023-24,david brooks,91,64,,MISSING_SOURCE_PLAYER
2023-24,david datro fofana,8,200,,MISSING_SOURCE_PLAYER
2023-24,david datro fofana,90,200,,MISSING_SOURCE_PLAYER
2023-24,david ozoh,31,721,,MISSING_SOURCE_PLAYER
2023-24,david raya,91,,581310,MISSING_RESEARCH_RECORD
2023-24,david raya martin,3,113,,MISSING_SOURCE_PLAYER
2023-24,david raya martin,94,113,,MISSING_SOURCE_PLAYER
2023-24,davinson sanchez,90,,566102,MISSING_RESEARCH_RECORD
2023-24,dean henderson,3,,788134,MISSING_RESEARCH_RECORD
2023-24,dean henderson,31,385,,MISSING_SOURCE_PLAYER
2023-24,declan rice,3,540,,MISSING_SOURCE_PLAYER
2023-24,declan rice,91,,856714,MISSING_RESEARCH_RECORD
2023-24,deivid washington,31,,1485371,MISSING_RESEARCH_RECORD
2023-24,deivid washington de souza eugenio,8,677,,MISSING_SOURCE_PLAYER
2023-24,dejan kulusevski,90,,928124,MISSING_RESEARCH_RECORD
2023-24,dele alli,11,248,,MISSING_SOURCE_PLAYER
2023-24,demarai gray,11,253,,MISSING_SOURCE_PLAYER
2023-24,denis franchi,90,169,,MISSING_SOURCE_PLAYER
2023-24,dermot mee,3,,1005664,MISSING_RESEARCH_RECORD
2023-24,destiny udogie,90,,983572,MISSING_RESEARCH_RECORD
2023-24,detlef esapa osong,49,,1176429,MISSING_RESEARCH_RECORD
2023-24,devan tanton,54,732,,MISSING_SOURCE_PLAYER
2023-24,diego carlos,8,,604232,MISSING_RESEARCH_RECORD
2023-24,diego carlos santos silva,7,41,,MISSING_SOURCE_PLAYER
2023-24,diego manuel jadon da silva moreira,8,681,,MISSING_SOURCE_PLAYER
2023-24,diego moreira,31,,1142233,MISSING_RESEARCH_RECORD
2023-24,diogo dalot,3,,843200,MISSING_RESEARCH_RECORD
2023-24,diogo jota,1,,606164,MISSING_RESEARCH_RECORD
2023-24,diogo teixeira da silva,14,294,,MISSING_SOURCE_PLAYER
2023-24,divock origi,49,,190399,MISSING_RESEARCH_RECORD
2023-24,djordje petrovic,8,687,,MISSING_SOURCE_PLAYER
2023-24,dominic calvert lewin,11,246,,MISSING_SOURCE_PLAYER
2023-24,dominic calvert lewin,14,,372344,MISSING_RESEARCH_RECORD
2023-24,dominic sadi,91,811,,MISSING_SOURCE_PLAYER
2023-24,dominic solanke,91,85,,MISSING_SOURCE_PLAYER
2023-24,dominik szoboszlai,1,,869856,MISSING_RESEARCH_RECORD
2023-24,dominik szoboszlai,14,309,,MISSING_SOURCE_PLAYER
2023-24,donny van de beek,3,,361790,MISSING_RESEARCH_RECORD
2023-24,douglas luiz,8,,867887,MISSING_RESEARCH_RECORD
2023-24,douglas luiz soares de paulo,7,43,,MISSING_SOURCE_PLAYER
2023-24,dwight mcneil,11,259,,MISSING_SOURCE_PLAYER
2023-24,dwight mcneil,14,,935543,MISSING_RESEARCH_RECORD
2023-24,eberechi eze,31,226,,MISSING_SOURCE_PLAYER
2023-24,eddie beach,31,,1632524,MISSING_RESEARCH_RECORD
2023-24,eddie beach,8,680,,MISSING_SOURCE_PLAYER
2023-24,eddie nketiah,3,13,,MISSING_SOURCE_PLAYER
2023-24,eddie nketiah,91,,858194,MISSING_RESEARCH_RECORD
2023-24,elijah campbell,11,761,,MISSING_SOURCE_PLAYER
2023-24,elijah campbell,14,,1144949,MISSING_RESEARCH_RECORD
2023-24,ellery balcombe,94,91,,MISSING_SOURCE_PLAYER
2023-24,elliot anderson,94,,994546,MISSING_RESEARCH_RECORD
2023-24,ellis simms,11,264,,MISSING_SOURCE_PLAYER
2023-24,emerson royal,90,,856123,MISSING_RESEARCH_RECORD
2023-24,emil krafth,94,,150396,MISSING_RESEARCH_RECORD
2023-24,emile smith rowe,3,22,,MISSING_SOURCE_PLAYER
2023-24,emile smith rowe,91,,867445,MISSING_RESEARCH_RECORD
2023-24,emiliano buendia stati,7,35,,MISSING_SOURCE_PLAYER
2023-24,emiliano marcondes,91,74,,MISSING_SOURCE_PLAYER
2023-24,emiliano martinez,8,,158263,MISSING_RESEARCH_RECORD
2023-24,emiliano martinez romero,7,49,,MISSING_SOURCE_PLAYER
2023-24,enes unal,91,804,,MISSING_SOURCE_PLAYER
2023-24,enock agyei,90,156,,MISSING_SOURCE_PLAYER
2023-24,enzo fernandez,31,,974505,MISSING_RESEARCH_RECORD
2023-24,enzo fernandez,8,199,,MISSING_SOURCE_PLAYER
2023-24,eric dier,90,,146101,MISSING_RESEARCH_RECORD
2023-24,ethan ampadu,8,185,,MISSING_SOURCE_PLAYER
2023-24,ethan brierley,94,684,,MISSING_SOURCE_PLAYER
2023-24,ethan horvath,49,,343013,MISSING_RESEARCH_RECORD
2023-24,ethan nwaneri,3,772,,MISSING_SOURCE_PLAYER
2023-24,ethan nwaneri,91,,1401702,MISSING_RESEARCH_RECORD
2023-24,ethan pinnock,94,112,,MISSING_SOURCE_PLAYER
2023-24,ethan wheatley,3,,1426625,MISSING_RESEARCH_RECORD
2023-24,ezri konsa,8,,827679,MISSING_RESEARCH_RECORD
2023-24,ezri konsa ngoyo,7,48,,MISSING_SOURCE_PLAYER
2023-24,fabian mrozek,1,,1110110,MISSING_RESEARCH_RECORD
2023-24,fabian mrozek,14,813,,MISSING_SOURCE_PLAYER
2023-24,fabian schar,94,,101882,MISSING_RESEARCH_RECORD
2023-24,fabio ferreira vieira,3,4,,MISSING_SOURCE_PLAYER
2023-24,fabio henrique tavares,14,296,,MISSING_SOURCE_PLAYER
2023-24,fabio vieira,91,,904835,MISSING_RESEARCH_RECORD
2023-24,facundo pellistri,3,,989803,MISSING_RESEARCH_RECORD
2023-24,felipe,49,,242211,MISSING_RESEARCH_RECORD
2023-24,filip marschall,7,670,,MISSING_SOURCE_PLAYER
2023-24,filip marschall,8,,994557,MISSING_RESEARCH_RECORD
2023-24,finley munroe,7,854,,MISSING_SOURCE_PLAYER
2023-24,finley munroe,8,,1186812,MISSING_RESEARCH_RECORD
2023-24,fode ballo toure,54,707,,MISSING_SOURCE_PLAYER
2023-24,folarin balogun,3,1,,MISSING_SOURCE_PLAYER
2023-24,franco umeh chibueze,31,821,,MISSING_SOURCE_PLAYER
2023-24,frank onyeka,94,111,,MISSING_SOURCE_PLAYER
2023-24,fraser forster,90,,19314,MISSING_RESEARCH_RECORD
2023-24,gabriel dos santos magalhaes,3,5,,MISSING_SOURCE_PLAYER
2023-24,gabriel fernando de jesus,3,8,,MISSING_SOURCE_PLAYER
2023-24,gabriel jesus,91,,794839,MISSING_RESEARCH_RECORD
2023-24,gabriel magalhaes,91,,869792,MISSING_RESEARCH_RECORD
2023-24,gabriel martinelli,91,,922573,MISSING_RESEARCH_RECORD
2023-24,gabriel martinelli silva,3,12,,MISSING_SOURCE_PLAYER
2023-24,gabriel s onina,8,215,,MISSING_SOURCE_PLAYER
2023-24,gavin kilkenny,91,71,,MISSING_SOURCE_PLAYER
2023-24,giovani lo celso,90,,798835,MISSING_RESEARCH_RECORD
2023-24,giovanni reyna,49,,989056,MISSING_RESEARCH_RECORD
2023-24,gonzalo montiel,49,,822933,MISSING_RESEARCH_RECORD
2023-24,granit xhaka,3,30,,MISSING_SOURCE_PLAYER
2023-24,guglielmo vicario,90,,553606,MISSING_RESEARCH_RECORD
2023-24,habeeb ogunneye,3,,1150926,MISSING_RESEARCH_RECORD
2023-24,hakim ziyech,8,218,,MISSING_SOURCE_PLAYER
2023-24,hakon valdimarsson,94,789,,MISSING_SOURCE_PLAYER
2023-24,halil dervisoglu,94,100,,MISSING_SOURCE_PLAYER
2023-24,hamed traore,91,87,,MISSING_SOURCE_PLAYER
2023-24,han noah massengo,90,694,,MISSING_SOURCE_PLAYER
2023-24,hannes delcroix,90,674,,MISSING_SOURCE_PLAYER
2023-24,hannibal mejbri,3,,1009386,MISSING_RESEARCH_RECORD
2023-24,harrison reed,54,282,,MISSING_SOURCE_PLAYER
2023-24,harry amass,3,,1461595,MISSING_RESEARCH_RECORD
2023-24,harry maguire,3,,149380,MISSING_RESEARCH_RECORD
2023-24,harry toffolo,49,,358218,MISSING_RESEARCH_RECORD
2023-24,harry wilson,54,288,,MISSING_SOURCE_PLAYER
2023-24,harvey barnes,94,,855647,MISSING_RESEARCH_RECORD
2023-24,harvey elliott,1,,955245,MISSING_RESEARCH_RECORD
2023-24,harvey elliott,14,295,,MISSING_SOURCE_PLAYER
2023-24,hjalmar ekdal,90,167,,MISSING_SOURCE_PLAYER
2023-24,hwang ui jo,49,,791314,MISSING_RESEARCH_RECORD
2023-24,ian maatsen,31,,976263,MISSING_RESEARCH_RECORD
2023-24,ian maatsen,8,609,,MISSING_SOURCE_PLAYER
2023-24,ibrahim sangare,49,,843754,MISSING_RESEARCH_RECORD
2023-24,ibrahima konate,1,,826215,MISSING_RESEARCH_RECORD
2023-24,ibrahima konate,14,302,,MISSING_SOURCE_PLAYER
2023-24,idrissa gana gueye,14,,106337,MISSING_RESEARCH_RECORD
2023-24,idrissa gueye,11,254,,MISSING_SOURCE_PLAYER
2023-24,illia zabarnyi,91,89,,MISSING_SOURCE_PLAYER
2023-24,ionut radu,91,607,,MISSING_SOURCE_PLAYER
2023-24,ishe samuels smith,31,,1196791,MISSING_RESEARCH_RECORD
2023-24,ishe samuels smith,8,819,,MISSING_SOURCE_PLAYER
2023-24,issa diop,54,271,,MISSING_SOURCE_PLAYER
2023-24,ivan neves abreu cavaleiro,54,269,,MISSING_SOURCE_PLAYER
2023-24,ivan perisic,90,,38710,MISSING_RESEARCH_RECORD
2023-24,ivan toney,94,117,,MISSING_SOURCE_PLAYER
2023-24,jack cork,90,163,,MISSING_SOURCE_PLAYER
2023-24,jack harrison,11,661,,MISSING_SOURCE_PLAYER
2023-24,jack harrison,14,,829570,MISSING_RESEARCH_RECORD
2023-24,jacob bruun larsen,90,608,,MISSING_SOURCE_PLAYER
2023-24,jacob murphy,94,,372336,MISSING_RESEARCH_RECORD
2023-24,jacob ramsey,7,55,,MISSING_SOURCE_PLAYER
2023-24,jacob ramsey,8,,975937,MISSING_RESEARCH_RECORD
2023-24,jadan raymond,31,724,,MISSING_SOURCE_PLAYER
2023-24,jaden philogene bidace,7,54,,MISSING_SOURCE_PLAYER
2023-24,jaden philogene bidace,8,,1014461,MISSING_RESEARCH_RECORD
2023-24,jadon sancho,3,,851100,MISSING_RESEARCH_RECORD
2023-24,jaidon anthony,91,62,,MISSING_SOURCE_PLAYER
2023-24,jairo riedewald,31,239,,MISSING_SOURCE_PLAYER
2023-24,jake obrien,31,235,,MISSING_SOURCE_PLAYER
2023-24,jakub kiwior,3,10,,MISSING_SOURCE_PLAYER
2023-24,jakub kiwior,91,,976037,MISSING_RESEARCH_RECORD
2023-24,jamaal lascelles,94,,153444,MISSING_RESEARCH_RECORD
2023-24,jamal lowe,91,73,,MISSING_SOURCE_PLAYER
2023-24,james garner,11,250,,MISSING_SOURCE_PLAYER
2023-24,james garner,14,,927361,MISSING_RESEARCH_RECORD
2023-24,james hill,91,69,,MISSING_SOURCE_PLAYER
2023-24,james maddison,90,,356398,MISSING_RESEARCH_RECORD
2023-24,james mcconnell,1,,1138428,MISSING_RESEARCH_RECORD
2023-24,james mcconnell,14,629,,MISSING_SOURCE_PLAYER
2023-24,james sweet,3,817,,MISSING_SOURCE_PLAYER
2023-24,james sweet,91,,1138140,MISSING_RESEARCH_RECORD
2023-24,james tarkowski,11,265,,MISSING_SOURCE_PLAYER
2023-24,james tarkowski,14,,145188,MISSING_RESEARCH_RECORD
2023-24,james tomkins,31,241,,MISSING_SOURCE_PLAYER
2023-24,james trafford,90,596,,MISSING_SOURCE_PLAYER
2023-24,james wright,7,778,,MISSING_SOURCE_PLAYER
2023-24,james wright,8,,1138445,MISSING_RESEARCH_RECORD
2023-24,jamie donley,90,,1150934,MISSING_RESEARCH_RECORD
2023-24,jamie mcdonnell,49,,1136418,MISSING_RESEARCH_RECORD
2023-24,jarell quansah,1,,1003339,MISSING_RESEARCH_RECORD
2023-24,jarell quansah,14,626,,MISSING_SOURCE_PLAYER
2023-24,jarrad branthwaite,11,245,,MISSING_SOURCE_PLAYER
2023-24,jarrad branthwaite,14,,979563,MISSING_RESEARCH_RECORD
2023-24,javier manquillo,94,,210082,MISSING_RESEARCH_RECORD
2023-24,jay rodriguez,90,177,,MISSING_SOURCE_PLAYER
2023-24,jay stansfield,54,651,,MISSING_SOURCE_PLAYER
2023-24,jayden danns,1,,1403108,MISSING_RESEARCH_RECORD
2023-24,jayden danns,14,824,,MISSING_SOURCE_PLAYER
2023-24,jean philippe gbamin,11,251,,MISSING_SOURCE_PLAYER
2023-24,jean philippe mateta,31,232,,MISSING_SOURCE_PLAYER
2023-24,jefferson lerma solis,31,231,,MISSING_SOURCE_PLAYER
2023-24,jeffrey schlupp,31,240,,MISSING_SOURCE_PLAYER
2023-24,jenson metcalfe,11,760,,MISSING_SOURCE_PLAYER
2023-24,jenson metcalfe,14,,1118002,MISSING_RESEARCH_RECORD
2023-24,jesurun rak sakyi,31,657,,MISSING_SOURCE_PLAYER
2023-24,jhon duran,7,44,,MISSING_SOURCE_PLAYER
2023-24,jhon duran,8,,974577,MISSING_RESEARCH_RECORD
2023-24,ji soo kim,94,725,,MISSING_SOURCE_PLAYER
2023-24,jimi tauriainen,31,,1391111,MISSING_RESEARCH_RECORD
2023-24,jimi tauriainen,8,830,,MISSING_SOURCE_PLAYER
2023-24,joachim andersen,31,220,,MISSING_SOURCE_PLAYER
2023-24,joao neves virginia,11,266,,MISSING_SOURCE_PLAYER
2023-24,joao palhinha goncalves,54,280,,MISSING_SOURCE_PLAYER
2023-24,joao virginia,14,,930666,MISSING_RESEARCH_RECORD
2023-24,joe gardner,49,,1136420,MISSING_RESEARCH_RECORD
2023-24,joe gauci,7,818,,MISSING_SOURCE_PLAYER
2023-24,joe gauci,8,,966874,MISSING_RESEARCH_RECORD
2023-24,joe gomez,1,,318927,MISSING_RESEARCH_RECORD
2023-24,joe gomez,14,298,,MISSING_SOURCE_PLAYER
2023-24,joe hugill,3,,1018321,MISSING_RESEARCH_RECORD
2023-24,joe rothwell,91,81,,MISSING_SOURCE_PLAYER
2023-24,joe white,94,,994550,MISSING_RESEARCH_RECORD
2023-24,joe whitworth,31,243,,MISSING_SOURCE_PLAYER
2023-24,joe willock,94,,888550,MISSING_RESEARCH_RECORD
2023-24,joe worrall,49,,838399,MISSING_RESEARCH_RECORD
2023-24,joel matip,1,,51501,MISSING_RESEARCH_RECORD
2023-24,joel matip,14,305,,MISSING_SOURCE_PLAYER
2023-24,joel ward,31,242,,MISSING_SOURCE_PLAYER
2023-24,joelinton,94,,560128,MISSING_RESEARCH_RECORD
2023-24,johann berg gudmundsson,90,170,,MISSING_SOURCE_PLAYER
2023-24,john kymani gordon,31,658,,MISSING_SOURCE_PLAYER
2023-24,john mcginn,7,50,,MISSING_SOURCE_PLAYER
2023-24,john mcginn,8,,250223,MISSING_RESEARCH_RECORD
2023-24,jonny evans,3,,30144,MISSING_RESEARCH_RECORD
2023-24,jordan ayew,31,221,,MISSING_SOURCE_PLAYER
2023-24,jordan beyer,90,160,,MISSING_SOURCE_PLAYER
2023-24,jordan henderson,14,299,,MISSING_SOURCE_PLAYER
2023-24,jordan pickford,11,263,,MISSING_SOURCE_PLAYER
2023-24,jordan pickford,14,,138530,MISSING_RESEARCH_RECORD
2023-24,jorge luiz frello filho,3,9,,MISSING_SOURCE_PLAYER
2023-24,jorginho,91,,132874,MISSING_RESEARCH_RECORD
2023-24,josh acheampong,31,,1403050,MISSING_RESEARCH_RECORD
2023-24,josh acheampong,8,838,,MISSING_SOURCE_PLAYER
2023-24,josh brooking,31,,996909,MISSING_RESEARCH_RECORD
2023-24,josh brooking,8,723,,MISSING_SOURCE_PLAYER
2023-24,josh brownhill,90,161,,MISSING_SOURCE_PLAYER
2023-24,josh cullen,90,165,,MISSING_SOURCE_PLAYER
2023-24,josh dasilva,94,99,,MISSING_SOURCE_PLAYER
2023-24,joshua king,54,810,,MISSING_SOURCE_PLAYER
2023-24,jurrien timber,3,585,,MISSING_SOURCE_PLAYER
2023-24,jurrien timber,91,,958959,MISSING_RESEARCH_RECORD
2023-24,justin kluivert,91,72,,MISSING_SOURCE_PLAYER
2023-24,kadan young,7,865,,MISSING_SOURCE_PLAYER
2023-24,kadan young,8,,1167065,MISSING_RESEARCH_RECORD
2023-24,kaden rodney,31,825,,MISSING_SOURCE_PLAYER
2023-24,kai havertz,3,6,,MISSING_SOURCE_PLAYER
2023-24,kai havertz,91,,836705,MISSING_RESEARCH_RECORD
2023-24,kaide gordon,1,,1096447,MISSING_RESEARCH_RECORD
2023-24,kaide gordon,14,783,,MISSING_SOURCE_PLAYER
2023-24,kaine kesler hayden,7,793,,MISSING_SOURCE_PLAYER
2023-24,kaine kesler hayden,8,,1099074,MISSING_RESEARCH_RECORD
2023-24,karl hein,3,646,,MISSING_SOURCE_PLAYER
2023-24,karl hein,91,,991591,MISSING_RESEARCH_RECORD
2023-24,keane lewis potter,94,107,,MISSING_SOURCE_PLAYER
2023-24,keinan davis,7,39,,MISSING_SOURCE_PLAYER
2023-24,kenny tete,54,285,,MISSING_SOURCE_PLAYER
2023-24,kepa arrizabalaga,8,187,,MISSING_SOURCE_PLAYER
2023-24,kevin mbabu,54,277,,MISSING_SOURCE_PLAYER
2023-24,kevin schade,94,115,,MISSING_SOURCE_PLAYER
2023-24,kiano dyer,31,,1402736,MISSING_RESEARCH_RECORD
2023-24,kiano dyer,8,852,,MISSING_SOURCE_PLAYER
2023-24,kieffer moore,91,76,,MISSING_SOURCE_PLAYER
2023-24,kieran tierney,3,24,,MISSING_SOURCE_PLAYER
2023-24,kieran trippier,94,,69256,MISSING_RESEARCH_RECORD
2023-24,kobbie mainoo,3,,1142175,MISSING_RESEARCH_RECORD
2023-24,konstantinos tsimikas,14,311,,MISSING_SOURCE_PLAYER
2023-24,kortney hause,7,45,,MISSING_SOURCE_PLAYER
2023-24,kostas tsimikas,1,,786259,MISSING_RESEARCH_RECORD
2023-24,kristian sekularac,54,796,,MISSING_SOURCE_PLAYER
2023-24,kristoffer ajer,94,90,,MISSING_SOURCE_PLAYER
2023-24,lander emery,7,866,,MISSING_SOURCE_PLAYER
2023-24,lander emery,8,,1653718,MISSING_RESEARCH_RECORD
2023-24,lawrence vigouroux,90,181,,MISSING_SOURCE_PLAYER
2023-24,leander dendoncker,7,40,,MISSING_SOURCE_PLAYER
2023-24,leander dendoncker,8,,190405,MISSING_RESEARCH_RECORD
2023-24,leandro trossard,3,26,,MISSING_SOURCE_PLAYER
2023-24,leandro trossard,91,,135666,MISSING_RESEARCH_RECORD
2023-24,leo castledine,31,,1142185,MISSING_RESEARCH_RECORD
2023-24,leo castledine,8,758,,MISSING_SOURCE_PLAYER
2023-24,leon bailey,7,34,,MISSING_SOURCE_PLAYER
2023-24,leon bailey,8,,808590,MISSING_RESEARCH_RECORD
2023-24,lesley ugochukwu,31,,1048916,MISSING_RESEARCH_RECORD
2023-24,lesley ugochukwu,8,613,,MISSING_SOURCE_PLAYER
2023-24,levi colwill,31,,996911,MISSING_RESEARCH_RECORD
2023-24,levi colwill,8,197,,MISSING_SOURCE_PLAYER
2023-24,lewis cook,91,66,,MISSING_SOURCE_PLAYER
2023-24,lewis dobbin,11,624,,MISSING_SOURCE_PLAYER
2023-24,lewis dobbin,14,,998832,MISSING_RESEARCH_RECORD
2023-24,lewis hall,8,204,,MISSING_SOURCE_PLAYER
2023-24,lewis hall,94,,1136730,MISSING_RESEARCH_RECORD
2023-24,lewis koumas,1,,1403111,MISSING_RESEARCH_RECORD
2023-24,lewis koumas,14,812,,MISSING_SOURCE_PLAYER
2023-24,lewis miley,94,,1400650,MISSING_RESEARCH_RECORD
2023-24,lewis obrien,49,,920936,MISSING_RESEARCH_RECORD
2023-24,lewis warrington,11,841,,MISSING_SOURCE_PLAYER
2023-24,lewis warrington,14,,1113799,MISSING_RESEARCH_RECORD
2023-24,lisandro martinez,3,,859999,MISSING_RESEARCH_RECORD
2023-24,lloyd kelly,91,70,,MISSING_SOURCE_PLAYER
2023-24,lorenz assignon,90,805,,MISSING_SOURCE_PLAYER
2023-24,loris karius,94,,174135,MISSING_RESEARCH_RECORD
2023-24,louis jackson,3,,1167382,MISSING_RESEARCH_RECORD
2023-24,luc de fougerolles,54,625,,MISSING_SOURCE_PLAYER
2023-24,luca koleosho,90,605,,MISSING_SOURCE_PLAYER
2023-24,lucas bergstrom,31,,996903,MISSING_RESEARCH_RECORD
2023-24,lucas bergstrom,8,659,,MISSING_SOURCE_PLAYER
2023-24,lucas digne,7,42,,MISSING_SOURCE_PLAYER
2023-24,lucas digne,8,,96538,MISSING_RESEARCH_RECORD
2023-24,luis diaz,1,,883537,MISSING_RESEARCH_RECORD
2023-24,luis diaz,14,303,,MISSING_SOURCE_PLAYER
2023-24,luis sinisterra,91,705,,MISSING_SOURCE_PLAYER
2023-24,luke chambers,1,,1134530,MISSING_RESEARCH_RECORD
2023-24,luke chambers,14,726,,MISSING_SOURCE_PLAYER
2023-24,luke harris,54,683,,MISSING_SOURCE_PLAYER
2023-24,luke mcnally,90,171,,MISSING_SOURCE_PLAYER
2023-24,luke plange,31,237,,MISSING_SOURCE_PLAYER
2023-24,luke shaw,3,,190839,MISSING_RESEARCH_RECORD
2023-24,lyle foster,90,168,,MISSING_SOURCE_PLAYER
2023-24,mackenzie hunt,11,719,,MISSING_SOURCE_PLAYER
2023-24,mackenzie hunt,14,,929717,MISSING_RESEARCH_RECORD
2023-24,mads bech s rensen,94,93,,MISSING_SOURCE_PLAYER
2023-24,mads bidstrup,94,94,,MISSING_SOURCE_PLAYER
2023-24,mads roerslev rasmussen,94,114,,MISSING_SOURCE_PLAYER
2023-24,malang sarr,8,214,,MISSING_SOURCE_PLAYER
2023-24,malcolm ebiowei,31,224,,MISSING_SOURCE_PLAYER
2023-24,malo gusto,31,,996958,MISSING_RESEARCH_RECORD
2023-24,malo gusto,8,203,,MISSING_SOURCE_PLAYER
2023-24,manor solomon,90,,862223,MISSING_RESEARCH_RECORD
2023-24,manuel benson hedilazio,90,159,,MISSING_SOURCE_PLAYER
2023-24,marc cucurella,31,,794939,MISSING_RESEARCH_RECORD
2023-24,marc cucurella saseta,8,198,,MISSING_SOURCE_PLAYER
2023-24,marc guehi,31,228,,MISSING_SOURCE_PLAYER
2023-24,marcelo de araujo pitaluga filho,14,756,,MISSING_SOURCE_PLAYER
2023-24,marcelo pitaluga,1,,1093974,MISSING_RESEARCH_RECORD
