field_name,source_surface,resource,grain,family,player_status,player_reason,fixture_status,fixture_reason,team_club_status,team_club_reason,relationship_contract,identity_route,temporal_route
metersCoveredHighSpeedRunningKm,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
metersCoveredJoggingKm,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
metersCoveredRunningKm,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
metersCoveredSprintingKm,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
metersCoveredWalkingKm,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
midfielderGoals,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
minutesPlayed,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
nationality,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
note,local_json,raw_upstream,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
oboxBlocked,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
oboxTarget,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
offsides,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
offtargetAttAssist,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
onLoan,FRL_LOCAL_CSV,squad,squad,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
onTargetScoringAttempt,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ontargetAttAssist,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ontargetScoringAtt,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
openPlayPass,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
openPlayPasses,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
opponent,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
opponent_id,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
otherGoals,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
outfielderBlock,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
overrun,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
overruns,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ownGoalScored,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ownGoals,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
passesLeft,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
passesRight,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penAreaEntries,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penGoalsConceded,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltiesConceded,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltiesFaced,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltiesSaved,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltiesTaken,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyConceded,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyFaced,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyGoals,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyGoalsConceded,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyMiss,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltySave,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
penaltyWon,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases[].highest_score,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases[].id,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases[].name,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases[].start_event,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
phases[].stop_event,fpl,bootstrap-static.json,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
pl_code,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
playerId,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
playerName,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
position,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possLostAll,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possLostCtrl,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possWonAtt3rd,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possWonDef3rd,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possWonMid3rd,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possessionLostCtrl,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
possessionPercentage,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
postScoringAtt,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
preferredFoot,FRL_LOCAL_CSV,squad,squad,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
progressiveBallCarriesCount,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ptsDroppedWinningPos,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
ptsGainedLosingPos,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
punches,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
putThrough,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
putthroughBlockedDistribution,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
putthroughBlockedDistributionWon,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
rating,FRL_LOCAL_CSV,player_match,player_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
recoveries,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
redCard,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
redCards2ndYellow,FRL_LOCAL_CSV,player_season,player_season,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
redCardsAgainst,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
redCardsFor,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
rescindedRedCard,FRL_LOCAL_CSV,team_match,team_match,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.endpoint,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.alt-svc,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.cache-control,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.connection,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.content-security-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.content-type,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.date,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.permissions-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.referrer-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.set-cookie,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.strict-transport-security,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.transfer-encoding,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.vary,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.via,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-amz-cf-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-amz-cf-pop,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-cache,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-cache-server,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-cache-status,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-content-type-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-frame-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-pulse-sdp-endpoint,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-ratelimit-limit,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-ratelimit-remaining,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-ratelimit-reset,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.headers.x-request-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.data,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.data[].comment,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.data[].time,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.data[].timestamp,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.data[].type,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.pagination,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.pagination._limit,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.pagination._next,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.payload.pagination._prev,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.commentary.retrieved_at,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.endpoint,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.alt-svc,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.cache-control,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.connection,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.content-security-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.content-type,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.date,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.permissions-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.referrer-policy,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.set-cookie,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.strict-transport-security,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.transfer-encoding,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.vary,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.via,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-amz-cf-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-amz-cf-pop,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-cache,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-cache-server,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-cache-status,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-content-type-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-frame-options,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-pulse-sdp-endpoint,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-ratelimit-limit,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-ratelimit-remaining,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-ratelimit-reset,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.headers.x-request-id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards[].period,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards[].playerId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards[].time,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards[].timestamp,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.cards[].type,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].assistPlayerId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].goalType,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].period,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].playerId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].time,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.goals[].timestamp,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.id,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.name,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.shortName,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.subs,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.subs[].period,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.subs[].playerOffId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
resources.events.payload.awayTeam.subs[].playerOnId,pulselive,match,sample_payload,,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,UNCLASSIFIED_STATUS,,,
