season,source_player_id,source_player_name,source_position,source_appearances,source_starts,source_minutes,expected_goals,expected_assists,accurate_opposition_half_passes,forward_passes,recoveries,tackles_won
2021-22,20480,Tim Krul,Goalkeeper,29.0,29.0,2610.0,,0.5195,86.0,515.0,249.0,1.0
2021-22,21205,Tom Heaton,Goalkeeper,,,,,,,,,
2021-22,27789,Fernandinho,Midfielder,19.0,10.0,958.0,1.5605,1.0867,410.0,222.0,85.0,10.0
2021-22,32259,Darren Randolph,Goalkeeper,,,,,,,,,
2021-22,37096,Lukasz Fabianski,Goalkeeper,37.0,37.0,3330.0,,0.0229,137.0,576.0,273.0,
2021-22,37642,Jonny Evans,Defender,18.0,16.0,1350.0,0.5981,0.7033,236.0,391.0,105.0,14.0
2021-22,37915,Hugo Lloris,Goalkeeper,38.0,38.0,3420.0,,0.1365,79.0,362.0,271.0,1.0
2021-22,38290,Danny Rose,Defender,8.0,7.0,689.0,0.2256,0.4663,90.0,129.0,41.0,10.0
2021-22,39155,Adam Lallana,Midfielder,24.0,18.0,1560.0,1.1005,1.047,423.0,257.0,126.0,17.0
2021-22,39487,Erik Pieters,Defender,12.0,8.0,727.0,0.2391,0.3001,90.0,118.0,53.0,15.0
2021-22,40145,Jack Cork,Defender,20.0,20.0,1676.0,0.684,0.3199,244.0,226.0,96.0,6.0
2021-22,40146,Ryan Bertrand,Defender,4.0,4.0,338.0,,0.1449,57.0,65.0,11.0,5.0
2021-22,40349,Asmir Begovic,Goalkeeper,3.0,3.0,270.0,,0.003,18.0,64.0,20.0,
2021-22,40383,Fraser Forster,Goalkeeper,19.0,19.0,1710.0,,0.0226,91.0,358.0,136.0,
2021-22,40387,Dan Gosling,Midfielder,4.0,2.0,164.0,0.2175,0.0165,23.0,17.0,14.0,1.0
2021-22,40669,Angelo Ogbonna,Defender,11.0,11.0,922.0,0.3243,0.0316,102.0,152.0,45.0,4.0
2021-22,40720,Edinson Cavani,Forward,15.0,7.0,764.0,3.5254,0.8597,98.0,29.0,22.0,1.0
2021-22,40836,Vicente Guaita,Goalkeeper,30.0,30.0,2655.0,,0.0114,61.0,336.0,251.0,
2021-22,40845,Dale Stephens,Midfielder,3.0,1.0,123.0,0.0322,0.0694,24.0,15.0,7.0,1.0
2021-22,41328,César Azpilicueta,Defender,27.0,24.0,2074.0,0.8767,2.28,722.0,623.0,110.0,28.0
2021-22,41338,Craig Cathcart,Defender,31.0,27.0,2395.0,0.2179,0.4357,189.0,334.0,127.0,15.0
2021-22,41674,Kevin Long,Defender,6.0,4.0,408.0,0.1545,0.0058,17.0,38.0,11.0,2.0
2021-22,41823,Fabian Delph,Midfielder,11.0,8.0,666.0,0.0341,0.1203,132.0,91.0,61.0,15.0
2021-22,43250,Tom Cleverley,Midfielder,28.0,20.0,1623.0,0.7205,1.2801,254.0,198.0,81.0,20.0
2021-22,43670,Juan Mata,Midfielder,7.0,2.0,232.0,0.321,0.2845,114.0,45.0,22.0,4.0
2021-22,44683,Jay Rodriguez,Forward,29.0,13.0,1374.0,4.8247,0.5155,133.0,101.0,37.0,12.0
2021-22,44699,Ashley Barnes,Forward,23.0,8.0,800.0,2.1475,0.9836,88.0,62.0,34.0,2.0
2021-22,45268,Moussa Sissoko,Midfielder,36.0,36.0,3221.0,3.7589,2.3461,497.0,414.0,241.0,27.0
2021-22,48760,Zanka,Defender,8.0,6.0,517.0,0.1254,0.2088,80.0,124.0,20.0,4.0
2021-22,49262,Jason Steele,Goalkeeper,1.0,1.0,90.0,,0.0002,1.0,8.0,4.0,
2021-22,49413,James Tomkins,Defender,8.0,6.0,546.0,0.4956,0.1245,40.0,79.0,33.0,3.0
2021-22,50175,Danny Welbeck,Forward,25.0,15.0,1477.0,6.5513,0.7208,182.0,58.0,29.0,7.0
2021-22,50232,Jonjo Shelvey,Midfielder,24.0,22.0,1985.0,0.9447,1.4864,332.0,302.0,160.0,17.0
2021-22,50471,James McArthur,Midfielder,21.0,15.0,1436.0,0.2641,1.0284,367.0,272.0,135.0,23.0
2021-22,51090,Thiago Silva,Defender,32.0,28.0,2651.0,0.8965,0.8542,927.0,926.0,214.0,21.0
2021-22,51927,Ben Mee,Defender,21.0,21.0,1840.0,2.3533,0.1201,196.0,361.0,132.0,12.0
2021-22,51938,Marc Albrighton,Midfielder,17.0,11.0,1127.0,0.4938,0.9994,174.0,170.0,65.0,19.0
2021-22,51940,David de Gea,Goalkeeper,38.0,38.0,3420.0,,0.0098,53.0,407.0,204.0,
2021-22,52775,Nicolas Nkoulou,Defender,3.0,2.0,168.0,,0.0041,14.0,16.0,9.0,
2021-22,54484,Kiko Femenía,Defender,27.0,26.0,2149.0,0.1163,2.288,356.0,439.0,135.0,22.0
2021-22,54861,Christian Benteke,Forward,25.0,11.0,1136.0,4.8914,1.0337,132.0,67.0,25.0,2.0
2021-22,55037,Cheikhou Kouyaté,Midfielder,27.0,23.0,1978.0,0.5335,1.0068,230.0,268.0,136.0,38.0
2021-22,55459,Aaron Cresswell,Defender,31.0,31.0,2728.0,1.0789,2.9773,725.0,802.0,163.0,18.0
2021-22,55494,Joel Ward,Defender,28.0,27.0,2486.0,0.3277,1.2659,478.0,623.0,140.0,26.0
2021-22,55914,Liam Cooper,Defender,21.0,21.0,1815.0,0.3697,0.1532,184.0,443.0,118.0,23.0
2021-22,56377,Andrii Yarmolenko,Midfielder,19.0,1.0,304.0,0.7658,0.3075,55.0,21.0,5.0,2.0
2021-22,56979,Jordan Henderson,Midfielder,35.0,29.0,2603.0,1.4745,3.6769,1201.0,619.0,228.0,20.0
2021-22,56983,Matt Ritchie,Midfielder,18.0,14.0,1334.0,0.7234,2.5048,236.0,240.0,70.0,15.0
2021-22,57127,Teemu Pukki,Forward,37.0,37.0,3260.0,11.3999,2.9127,236.0,87.0,76.0,11.0
2021-22,57134,Salomón Rondón,Forward,20.0,8.0,783.0,1.8577,0.6508,80.0,53.0,20.0,1.0
2021-22,57145,Federico Fernández,Defender,7.0,5.0,522.0,0.3922,0.1897,43.0,88.0,24.0,
2021-22,57328,Nathaniel Clyne,Defender,16.0,15.0,1351.0,0.0993,0.4521,170.0,246.0,73.0,10.0
2021-22,57513,Jonas Lössl,Goalkeeper,2.0,2.0,180.0,,0.0028,8.0,33.0,13.0,
2021-22,57531,Michail Antonio,Forward,36.0,34.0,2975.0,10.9547,4.974,346.0,148.0,90.0,17.0
2021-22,58376,Alex McCarthy,Goalkeeper,17.0,17.0,1530.0,,0.0149,59.0,293.0,122.0,
2021-22,58621,Kyle Walker,Defender,20.0,20.0,1755.0,0.2706,2.1297,787.0,469.0,104.0,6.0
2021-22,58786,Martin Kelly,Defender,,,,,,,,,
2021-22,58822,Cédric Soares,Defender,21.0,16.0,1485.0,0.5957,1.2741,407.0,312.0,79.0,26.0
2021-22,58845,Ciaran Clark,Defender,13.0,12.0,1015.0,1.0763,0.3196,74.0,148.0,49.0,10.0
2021-22,59735,Karl Darlow,Goalkeeper,8.0,8.0,720.0,,0.0176,67.0,166.0,67.0,
2021-22,59859,Ilkay Gündogan,Midfielder,27.0,20.0,1856.0,8.9929,4.1788,778.0,242.0,110.0,9.0
2021-22,59949,Séamus Coleman,Defender,30.0,30.0,2658.0,1.175,1.4603,384.0,446.0,188.0,36.0
2021-22,59966,Alexandre Lacazette,Forward,30.0,20.0,1789.0,9.0211,1.835,237.0,97.0,52.0,10.0
2021-22,60232,Craig Dawson,Defender,34.0,30.0,2754.0,2.9978,1.0148,317.0,477.0,113.0,17.0
2021-22,60252,Andros Townsend,Midfielder,21.0,17.0,1458.0,2.2418,2.4539,238.0,131.0,80.0,17.0
2021-22,60307,Pascal Groß,Midfielder,29.0,24.0,2043.0,2.9317,4.5682,607.0,328.0,119.0,15.0
2021-22,60551,Ashley Westwood,Midfielder,27.0,26.0,2289.0,0.5927,4.5224,488.0,466.0,174.0,12.0
2021-22,60586,Jóhann Gudmundsson,Forward,18.0,13.0,1104.0,1.5739,0.7519,155.0,100.0,71.0,6.0
2021-22,60689,Chris Wood,Forward,34.0,32.0,2705.0,4.1987,0.4178,261.0,257.0,46.0,5.0
2021-22,60706,Adrián,Goalkeeper,,,,,,,,,
2021-22,60914,Joël Matip,Defender,31.0,31.0,2790.0,3.4121,1.9709,802.0,806.0,185.0,34.0
2021-22,61366,Kevin De Bruyne,Midfielder,30.0,25.0,2205.0,5.7279,7.4808,912.0,376.0,114.0,16.0
2021-22,61558,Thiago Alcântara,Midfielder,25.0,17.0,1533.0,1.9503,1.7497,817.0,398.0,126.0,29.0
2021-22,61810,Pontus Jansson,Defender,37.0,37.0,3322.0,2.9845,0.5919,233.0,509.0,166.0,21.0
2021-22,61933,Shane Duffy,Defender,18.0,15.0,1434.0,0.9781,0.1853,221.0,319.0,68.0,12.0
2021-22,62398,Nemanja Matic,Midfielder,23.0,16.0,1382.0,0.1955,1.3596,452.0,332.0,124.0,18.0
2021-22,66588,Luke Ayling,Defender,26.0,26.0,2275.0,1.2452,0.9934,411.0,667.0,187.0,42.0
2021-22,66749,Romelu Lukaku,Forward,26.0,16.0,1585.0,6.6331,1.6649,171.0,64.0,33.0,1.0
2021-22,66838,Cenk Tosun,Forward,1.0,,6.0,,0.0002,1.0,,1.0,
2021-22,66975,Luka Milivojevic,Midfielder,15.0,9.0,776.0,0.2841,0.9547,185.0,128.0,58.0,9.0
2021-22,67089,Martin Dúbravka,Goalkeeper,26.0,26.0,2340.0,,0.0429,197.0,539.0,208.0,1.0
2021-22,68983,Matthew Lowton,Defender,25.0,20.0,1771.0,0.6662,1.577,261.0,336.0,118.0,24.0
2021-22,69143,Juraj Kucka,Midfielder,26.0,22.0,1923.0,3.2365,1.1529,248.0,273.0,158.0,39.0
2021-22,72222,Mateusz Klich,Midfielder,33.0,26.0,2079.0,2.8442,2.0095,447.0,346.0,171.0,25.0
2021-22,74208,Paul Pogba,Midfielder,20.0,16.0,1354.0,2.671,2.8155,465.0,247.0,98.0,9.0
2021-22,75115,Callum Wilson,Forward,18.0,16.0,1388.0,6.1663,0.5902,79.0,37.0,28.0,8.0
2021-22,76306,Lukas Rupp,Midfielder,19.0,7.0,762.0,0.6855,1.1425,157.0,100.0,55.0,4.0
2021-22,76359,Phil Jones,Defender,4.0,2.0,161.0,,0.0088,21.0,29.0,9.0,5.0
2021-22,77794,Kieran Trippier,Defender,6.0,5.0,429.0,0.2245,0.4569,82.0,113.0,31.0,10.0
2021-22,78007,Joshua King,Forward,32.0,27.0,2249.0,8.9004,2.2509,256.0,123.0,83.0,15.0
2021-22,78056,Oriol Romeu,Midfielder,36.0,34.0,2895.0,1.3543,2.4726,740.0,478.0,259.0,39.0
2021-22,78607,Kenny McLean,Midfielder,31.0,29.0,2706.0,1.7757,0.9698,362.0,374.0,149.0,22.0
2021-22,78830,Harry Kane,Forward,37.0,36.0,3232.0,18.6802,5.5198,455.0,291.0,92.0,5.0
2021-22,78916,Dan Burn,Defender,29.0,28.0,2462.0,0.6637,0.2505,294.0,482.0,129.0,23.0
2021-22,79852,Jed Steer,Goalkeeper,1.0,1.0,90.0,,0.0003,3.0,21.0,11.0,
2021-22,80146,Jordan Ayew,Forward,31.0,23.0,2023.0,3.1066,2.8521,343.0,136.0,132.0,30.0
2021-22,80179,Adam Forshaw,Midfielder,22.0,17.0,1529.0,0.4892,0.6573,307.0,243.0,119.0,23.0
2021-22,80201,Bernd Leno,Goalkeeper,4.0,4.0,360.0,,0.0023,13.0,64.0,24.0,1.0
2021-22,80607,Christian Eriksen,Midfielder,11.0,10.0,938.0,1.5152,2.7745,294.0,199.0,69.0,6.0
2021-22,80954,Rodrigo,Forward,31.0,27.0,2270.0,4.2406,2.6559,395.0,215.0,103.0,9.0
2021-22,81012,Ryan Fredericks,Defender,7.0,3.0,303.0,,0.0586,41.0,40.0,11.0,2.0
2021-22,81183,Matej Vydra,Forward,22.0,5.0,666.0,2.9439,0.5959,64.0,17.0,14.0,7.0
2021-22,81441,Mark Gillespie,Goalkeeper,,,,,,,,,
2021-22,81880,Alex Oxlade-Chamberlain,Midfielder,17.0,9.0,787.0,1.3366,0.7853,236.0,100.0,33.0,11.0
2021-22,82263,Marcos Alonso,Defender,28.0,25.0,2172.0,2.8358,3.4349,593.0,381.0,139.0,29.0
2021-22,82403,Wilfried Zaha,Forward,33.0,31.0,2761.0,9.4996,5.3777,502.0,209.0,166.0,20.0
2021-22,83283,Nathan Redmond,Forward,27.0,20.0,1833.0,1.7286,3.1104,364.0,243.0,102.0,14.0
2021-22,83299,Lewis Dunk,Defender,29.0,29.0,2574.0,1.3471,0.4076,448.0,653.0,170.0,8.0
2021-22,83312,Ben Gibson,Defender,28.0,28.0,2495.0,1.3552,0.3181,307.0,591.0,108.0,16.0
2021-22,83314,Jeff Hendrick,Midfielder,3.0,,70.0,0.0923,0.0123,12.0,2.0,2.0,1.0
2021-22,83428,Grant Hanley,Defender,33.0,33.0,2899.0,2.1229,0.4379,172.0,418.0,121.0,25.0
2021-22,84182,Alphonse Areola,Goalkeeper,1.0,1.0,90.0,,0.0012,8.0,28.0,4.0,
2021-22,84450,Granit Xhaka,Midfielder,27.0,27.0,2331.0,1.6325,2.2345,822.0,509.0,146.0,18.0
2021-22,84583,Philippe Coutinho,Midfielder,19.0,16.0,1339.0,3.7791,1.7307,374.0,182.0,53.0,12.0
2021-22,84939,Danny Ings,Forward,30.0,22.0,1904.0,7.1056,0.9143,167.0,87.0,47.0,16.0
2021-22,85242,Conor Hourihane,Midfielder,,,,,,,,,
2021-22,85624,Christian Kabasele,Defender,16.0,12.0,1190.0,0.8771,0.0837,79.0,179.0,58.0,5.0
2021-22,85955,Jorginho,Midfielder,29.0,26.0,2278.0,5.8497,1.9455,925.0,520.0,208.0,33.0
2021-22,85971,Son Heung-Min,Forward,35.0,35.0,3019.0,16.0859,5.6357,670.0,184.0,144.0,6.0
2021-22,86417,Jeffrey Schlupp,Midfielder,32.0,20.0,1846.0,3.339,1.2177,246.0,221.0,115.0,25.0
2021-22,86881,Nampalys Mendy,Midfielder,14.0,12.0,1033.0,0.0193,0.1219,260.0,111.0,72.0,6.0
2021-22,86934,Manuel Lanzini,Midfielder,30.0,19.0,1787.0,3.6748,2.5021,626.0,283.0,124.0,15.0
2021-22,87835,Matt Doherty,Defender,15.0,9.0,874.0,2.483,1.4197,200.0,102.0,48.0,12.0
2021-22,87873,Stuart Dallas,Defender,34.0,34.0,2922.0,1.8886,2.5024,542.0,587.0,219.0,55.0
2021-22,88894,Ross Barkley,Midfielder,6.0,1.0,176.0,0.9718,0.6869,83.0,22.0,17.0,
2021-22,88900,Jack Stephens,Defender,11.0,9.0,811.0,,0.1757,115.0,193.0,68.0,12.0
2021-22,89335,Saúl Ñíguez,Midfielder,10.0,5.0,478.0,0.3485,0.2238,144.0,63.0,18.0,9.0
2021-22,90105,Ryan Fraser,Midfielder,27.0,18.0,1470.0,2.6645,2.3457,228.0,109.0,61.0,3.0
2021-22,90152,Raphaël Varane,Defender,22.0,20.0,1829.0,0.7051,0.2685,321.0,335.0,78.0,19.0
2021-22,90585,Willy Boly,Defender,10.0,10.0,900.0,0.1762,0.0528,119.0,266.0,62.0,19.0
2021-22,91047,Stuart Armstrong,Midfielder,25.0,15.0,1468.0,2.51,1.4474,409.0,170.0,94.0,19.0
2021-22,91651,Mateo Kovacic,Midfielder,25.0,16.0,1557.0,1.5765,2.9525,612.0,299.0,111.0,31.0
2021-22,92217,Roberto Firmino,Forward,20.0,10.0,985.0,4.7167,1.691,274.0,106.0,53.0,14.0
2021-22,92371,Pablo Marí,Defender,2.0,2.0,180.0,0.0724,0.3385,36.0,30.0,10.0,3.0
2021-22,93100,Jannik Vestergaard,Defender,10.0,6.0,564.0,0.1183,0.056,83.0,125.0,32.0,10.0
2021-22,93264,Eric Dier,Defender,35.0,35.0,3072.0,1.2085,1.1441,555.0,812.0,131.0,9.0
2021-22,93284,Florin Andone,Forward,,,,,,,,,
2021-22,94147,Conor Coady,Defender,38.0,38.0,3363.0,2.7551,0.1576,278.0,465.0,162.0,14.0
2021-22,95463,Danny Ward,Goalkeeper,1.0,1.0,90.0,,0.0002,1.0,8.0,10.0,
2021-22,95658,Harry Maguire,Defender,30.0,28.0,2514.0,1.9483,0.6368,475.0,567.0,148.0,21.0
2021-22,95715,Lucas Moura,Forward,34.0,19.0,1772.0,2.6864,2.8267,416.0,222.0,95.0,10.0
2021-22,96787,Mohamed Elyounoussi,Midfielder,30.0,23.0,2042.0,5.5088,2.1298,321.0,215.0,82.0,17.0
2021-22,97032,Virgil van Dijk,Defender,34.0,34.0,3060.0,2.0387,0.9736,814.0,943.0,204.0,10.0
2021-22,97299,John Stones,Defender,14.0,12.0,1118.0,0.8886,0.2998,388.0,284.0,52.0,3.0
2021-22,98745,Héctor Bellerín,Defender,,,,,,,,,
2021-22,98747,Nick Pope,Goalkeeper,36.0,36.0,3240.0,,0.1671,290.0,855.0,364.0,
2021-22,98980,Emiliano Martínez,Goalkeeper,36.0,36.0,3240.0,,0.0319,93.0,499.0,291.0,1.0
2021-22,101148,Jamaal Lascelles,Defender,26.0,22.0,2055.0,0.8681,0.4786,97.0,265.0,86.0,7.0
2021-22,101178,James Ward-Prowse,Midfielder,36.0,36.0,3217.0,5.3513,6.2749,987.0,558.0,259.0,24.0
2021-22,101184,Calum Chambers,Defender,13.0,11.0,1000.0,0.1761,0.4439,123.0,236.0,63.0,11.0
2021-22,101188,Lucas Digne,Defender,29.0,29.0,2442.0,0.5095,1.6886,527.0,488.0,160.0,29.0
2021-22,101582,Fred,Midfielder,28.0,24.0,2035.0,1.2683,3.0009,642.0,408.0,197.0,27.0
2021-22,101668,Jamie Vardy,Forward,25.0,20.0,1805.0,10.7711,0.998,120.0,43.0,25.0,5.0
2021-22,102057,Raúl Jiménez,Forward,34.0,30.0,2637.0,6.5968,3.1856,335.0,186.0,88.0,14.0
2021-22,102380,Antonio Rüdiger,Defender,34.0,34.0,3035.0,2.2706,1.4936,955.0,872.0,183.0,28.0
2021-22,102826,Benjamin Mendy,Defender,1.0,1.0,79.0,,0.1267,37.0,33.0,5.0,2.0
2021-22,103025,Riyad Mahrez,Forward,28.0,15.0,1491.0,10.1486,3.8126,605.0,128.0,70.0,3.0
2021-22,103192,Kurt Zouma,Defender,24.0,24.0,2080.0,,,212.0,335.0,92.0,6.0
2021-22,103914,Charlie Taylor,Defender,31.0,30.0,2730.0,0.1595,2.3613,376.0,477.0,183.0,26.0
2021-22,103955,Raheem Sterling,Forward,30.0,23.0,2127.0,14.0582,4.5759,597.0,121.0,86.0,10.0
2021-22,104547,Dwight Gayle,Forward,8.0,,34.0,0.5533,0.0664,11.0,1.0,2.0,
2021-22,105666,Jack Butland,Goalkeeper,9.0,8.0,765.0,,0.0047,20.0,114.0,58.0,
2021-22,105717,Arthur Masuaku,Defender,13.0,6.0,646.0,0.0596,0.7529,154.0,133.0,50.0,23.0
2021-22,106611,Michael Keane,Defender,32.0,31.0,2792.0,1.2075,0.4736,308.0,562.0,149.0,25.0
2021-22,106617,Patrick Bamford,Forward,9.0,7.0,559.0,2.9757,0.4425,44.0,17.0,12.0,
2021-22,106618,Paul Dummett,Defender,3.0,2.0,198.0,,0.007,18.0,26.0,5.0,3.0
2021-22,106760,Luke Shaw,Defender,20.0,19.0,1602.0,0.1488,2.7379,480.0,354.0,95.0,13.0
2021-22,106837,Dennis Praet,Midfielder,,,,,,,,,
2021-22,107265,Angus Gunn,Goalkeeper,9.0,9.0,810.0,,0.0031,27.0,145.0,75.0,
2021-22,107613,Romain Saïss,Midfielder,31.0,31.0,2708.0,2.7361,0.2594,520.0,937.0,157.0,27.0
2021-22,108413,Will Hughes,Midfielder,16.0,13.0,1058.0,,,206.0,153.0,84.0,14.0
2021-22,108823,Dele Alli,Midfielder,21.0,9.0,988.0,1.5779,0.4068,176.0,102.0,64.0,10.0
2021-22,109322,Jesse Lingard,Midfielder,16.0,2.0,356.0,0.6393,0.1699,98.0,41.0,19.0,7.0
2021-22,109345,Solly March,Midfielder,31.0,17.0,1739.0,1.2099,2.8847,363.0,175.0,92.0,17.0
2021-22,109528,Javier Manquillo,Defender,19.0,15.0,1261.0,0.2527,0.3069,111.0,156.0,57.0,29.0
2021-22,109533,Emerson,Defender,1.0,,4.0,,0.0001,1.0,,,
2021-22,109745,Kepa Arrizabalaga,Goalkeeper,4.0,4.0,360.0,,0.0029,4.0,46.0,35.0,
2021-22,110504,Bertrand Traoré,Forward,9.0,1.0,213.0,0.3198,0.1058,50.0,19.0,11.0,3.0
2021-22,110735,Adam Webster,Defender,22.0,16.0,1431.0,0.8994,0.3192,351.0,540.0,89.0,8.0
2021-22,110979,Sadio Mané,Forward,34.0,32.0,2824.0,17.1707,4.4206,608.0,214.0,109.0,20.0
2021-22,111234,Jordan Pickford,Goalkeeper,35.0,35.0,3150.0,,0.2137,226.0,823.0,295.0,1.0
2021-22,111291,Marçal,Defender,18.0,17.0,1453.0,0.3814,0.7105,285.0,222.0,94.0,22.0
2021-22,111478,Joël Veltman,Defender,34.0,33.0,2881.0,0.7262,1.3052,556.0,721.0,182.0,48.0
2021-22,111773,Emil Krafth,Defender,20.0,18.0,1635.0,0.3138,0.8121,206.0,291.0,94.0,16.0
2021-22,111782,Robin Olsen,Goalkeeper,1.0,1.0,90.0,,0.0019,7.0,25.0,14.0,
2021-22,111931,Ricardo Pereira,Defender,14.0,13.0,992.0,0.6733,1.2075,211.0,167.0,64.0,20.0
2021-22,113564,Sam Byram,Defender,15.0,11.0,1024.0,0.6417,0.2606,120.0,170.0,57.0,15.0
2021-22,114128,Jonny,Defender,13.0,10.0,1022.0,1.0132,0.6947,212.0,144.0,49.0,15.0
2021-22,114243,Jacob Murphy,Midfielder,33.0,13.0,1459.0,2.2073,1.9386,203.0,187.0,98.0,26.0
2021-22,114283,Jack Grealish,Midfielder,26.0,22.0,1917.0,5.3182,4.5519,675.0,176.0,63.0,17.0
2021-22,115382,Neal Maupay,Forward,32.0,25.0,2275.0,8.6707,1.989,312.0,112.0,76.0,10.0
2021-22,115556,Ben Davies,Defender,29.0,28.0,2539.0,2.3171,0.9309,569.0,605.0,106.0,21.0
2021-22,116216,Leandro Trossard,Forward,34.0,32.0,2810.0,6.6677,4.9143,667.0,259.0,142.0,20.0
2021-22,116535,Alisson Becker,Goalkeeper,36.0,36.0,3240.0,,0.0407,75.0,508.0,326.0,1.0
2021-22,116594,N'Golo Kanté,Midfielder,26.0,21.0,1777.0,1.532,2.4391,720.0,373.0,153.0,31.0
2021-22,116643,Fabinho,Midfielder,29.0,26.0,2316.0,3.9452,1.8683,724.0,418.0,193.0,25.0
2021-22,118748,Mohamed Salah,Forward,35.0,30.0,2761.0,22.7132,7.3554,705.0,217.0,86.0,8.0
2021-22,119471,Fabian Schär,Defender,25.0,25.0,2161.0,1.1682,0.9055,240.0,528.0,131.0,11.0
2021-22,119765,Allan,Midfielder,28.0,25.0,2186.0,0.2348,0.9726,416.0,362.0,191.0,44.0
2021-22,120202,Wout Weghorst,Forward,20.0,17.0,1457.0,5.3073,1.3115,192.0,125.0,65.0,9.0
2021-22,120250,André Gomes,Midfielder,14.0,7.0,618.0,0.6702,0.24,132.0,105.0,53.0,4.0
2021-22,121145,João Cancelo,Defender,36.0,36.0,3228.0,3.9555,6.5845,1572.0,967.0,217.0,54.0
2021-22,121160,Ederson,Goalkeeper,37.0,37.0,3330.0,,0.1436,28.0,389.0,224.0,1.0
2021-22,121570,Julian Jeanvier,Defender,,,,,,,,,
2021-22,121599,Abdoulaye Doucouré,Midfielder,30.0,29.0,2538.0,2.28,1.3265,474.0,306.0,213.0,43.0
2021-22,122074,Marcus Bettinelli,Goalkeeper,,,,,,,,,
2021-22,122775,Morgan Sanson,Midfielder,10.0,3.0,352.0,0.0169,0.0704,70.0,57.0,33.0,8.0
2021-22,122798,Andy Robertson,Defender,29.0,29.0,2541.0,1.4089,5.5214,1042.0,630.0,180.0,21.0
2021-22,122806,John McGinn,Midfielder,35.0,35.0,3092.0,1.5137,5.313,663.0,479.0,200.0,64.0
2021-22,123354,Kortney Hause,Defender,7.0,4.0,397.0,0.1141,0.0516,48.0,83.0,41.0,3.0
2021-22,124183,Hakim Ziyech,Midfielder,23.0,14.0,1315.0,3.4002,3.0574,397.0,192.0,87.0,10.0
2021-22,126184,Nathan Aké,Defender,14.0,10.0,920.0,0.6725,0.4763,335.0,311.0,43.0,9.0
2021-22,126187,Ruben Loftus-Cheek,Midfielder,24.0,13.0,1387.0,1.1917,2.3681,532.0,221.0,109.0,10.0
2021-22,128295,Christian Nørgaard,Midfielder,35.0,35.0,3059.0,3.8123,2.866,621.0,602.0,270.0,60.0
2021-22,131304,William Troost-Ekong,Defender,17.0,15.0,1388.0,0.1139,0.0783,127.0,241.0,74.0,9.0
2021-22,132015,Pierre-Emile Højbjerg,Midfielder,36.0,36.0,3198.0,1.9274,2.9279,1111.0,710.0,281.0,45.0
2021-22,135363,Andreas Christensen,Defender,19.0,17.0,1494.0,0.5849,0.5381,457.0,437.0,110.0,8.0
2021-22,141746,Bruno Fernandes,Midfielder,36.0,35.0,3118.0,9.7046,6.9333,1013.0,562.0,180.0,28.0
2021-22,144485,Ivan Toney,Forward,33.0,32.0,2908.0,11.503,5.5575,324.0,286.0,105.0,21.0
2021-22,146941,Aymeric Laporte,Defender,33.0,33.0,2834.0,4.9019,1.2517,1219.0,890.0,182.0,15.0
2021-22,148225,Anthony Martial,Forward,8.0,2.0,209.0,0.6677,0.4035,52.0,14.0,5.0,
2021-22,148508,Trézéguet,Midfielder,1.0,,10.0,0.047,0.0053,5.0,1.0,,
2021-22,149065,José Sá,Goalkeeper,37.0,37.0,3285.0,,0.0319,86.0,509.0,381.0,1.0
2021-22,149484,Tyrone Mings,Defender,36.0,35.0,3188.0,1.6499,1.1436,357.0,699.0,191.0,12.0
2021-22,149519,Maxwel Cornet,Forward,26.0,21.0,1776.0,6.8432,1.7092,213.0,66.0,81.0,9.0
2021-22,149915,Diego Llorente,Defender,28.0,28.0,2343.0,0.9914,0.1903,292.0,498.0,171.0,31.0
2021-22,151589,Leander Dendoncker,Midfielder,30.0,21.0,1946.0,2.2488,0.361,300.0,154.0,107.0,17.0
2021-22,152590,Alex Telles,Defender,21.0,18.0,1660.0,0.3759,2.1677,459.0,417.0,99.0,27.0
2021-22,152760,Divock Origi,Forward,7.0,,126.0,1.5,0.0826,25.0,8.0,7.0,
2021-22,153127,Isaac Hayden,Midfielder,14.0,12.0,1002.0,0.4245,0.0752,86.0,104.0,46.0,14.0
2021-22,153133,Alex Iwobi,Forward,28.0,22.0,2037.0,2.3004,2.9569,397.0,224.0,130.0,19.0
2021-22,153256,Mohamed Elneny,Midfielder,14.0,8.0,801.0,0.1592,0.2957,296.0,130.0,51.0,8.0
2021-22,153673,Jonjoe Kenny,Defender,15.0,11.0,1017.0,0.2234,0.5846,162.0,167.0,58.0,7.0
2021-22,154043,Ainsley Maitland-Niles,Midfielder,8.0,2.0,264.0,0.0683,0.4975,55.0,50.0,23.0,4.0
2021-22,154138,Tariqe Fosu,Forward,1.0,,16.0,0.0423,0.0339,4.0,1.0,1.0,
2021-22,154506,Daniel Bachmann,Goalkeeper,12.0,12.0,1080.0,,0.0238,60.0,223.0,105.0,
2021-22,154561,David Raya,Goalkeeper,24.0,24.0,2160.0,,0.0935,172.0,654.0,255.0,
2021-22,155405,Kalvin Phillips,Midfielder,20.0,18.0,1595.0,0.6673,0.5616,329.0,292.0,180.0,25.0
2021-22,155503,Freddie Woodman,Goalkeeper,4.0,4.0,360.0,,0.0053,20.0,71.0,26.0,
2021-22,155511,Adam Armstrong,Forward,23.0,17.0,1414.0,4.5542,1.4308,141.0,58.0,36.0,4.0
