season,source_player_id,source_player_name,source_position,source_appearances,source_starts,source_minutes,expected_goals,expected_assists,accurate_opposition_half_passes,forward_passes,recoveries,tackles_won
2018-19,18987,Robert Snodgrass,Midfielder,33.0,25.0,2221.0,2.3362,5.299,623.0,292.0,133.0,27.0
2018-19,19188,Scott Dann,Defender,10.0,7.0,661.0,0.2333,0.0715,62.0,140.0,29.0,2.0
2018-19,19197,Jason Puncheon,Midfielder,11.0,5.0,394.0,0.6468,0.3266,123.0,79.0,23.0,5.0
2018-19,19236,John Ruddy,Goalkeeper,1.0,1.0,90.0,,0.0005,4.0,15.0,5.0,
2018-19,19419,Gary Cahill,Defender,2.0,,22.0,,0.0014,11.0,13.0,,
2018-19,19520,Ryan Babel,Forward,16.0,15.0,1260.0,5.7191,1.5834,270.0,104.0,48.0,4.0
2018-19,19523,Sol Bamba,Defender,28.0,28.0,2475.0,4.1523,0.1953,147.0,289.0,175.0,42.0
2018-19,19624,João Moutinho,Midfielder,38.0,35.0,3038.0,0.6529,5.9676,992.0,559.0,264.0,58.0
2018-19,19760,Fernando Llorente,Forward,20.0,6.0,684.0,3.3815,0.8767,111.0,43.0,14.0,2.0
2018-19,20037,Marc Pugh,Forward,,,,,,,,,
2018-19,20046,Stefano Okaka,Forward,2.0,,22.0,0.5378,0.1585,8.0,3.0,2.0,
2018-19,20066,Wayne Hennessey,Goalkeeper,18.0,17.0,1575.0,,0.0381,103.0,390.0,138.0,
2018-19,20145,Adrian Mariappa,Defender,26.0,20.0,1924.0,0.6893,0.4417,184.0,376.0,77.0,22.0
2018-19,20310,Willy Caballero,Goalkeeper,2.0,2.0,180.0,,0.0009,5.0,27.0,12.0,
2018-19,20452,Shane Long,Forward,26.0,12.0,1270.0,4.917,1.3878,147.0,69.0,39.0,8.0
2018-19,20467,Theo Walcott,Forward,37.0,24.0,2122.0,5.6532,2.3095,316.0,169.0,112.0,17.0
2018-19,20529,Glenn Murray,Forward,38.0,30.0,2512.0,11.4301,1.217,254.0,216.0,46.0,7.0
2018-19,20658,Pablo Zabaleta,Defender,26.0,23.0,2091.0,0.1939,1.0288,402.0,376.0,120.0,24.0
2018-19,20664,David Silva,Midfielder,33.0,28.0,2409.0,7.8553,8.5686,1295.0,505.0,134.0,18.0
2018-19,20695,Antonio Valencia,Defender,6.0,5.0,465.0,0.0554,0.4576,144.0,82.0,32.0,6.0
2018-19,21205,Tom Heaton,Goalkeeper,19.0,19.0,1710.0,0.0472,0.122,168.0,491.0,162.0,
2018-19,27335,Stephan Lichtsteiner,Defender,14.0,10.0,931.0,0.0243,0.3378,168.0,184.0,41.0,9.0
2018-19,27698,Matthew Connolly,Defender,,,,,,,,,
2018-19,27789,Fernandinho,Midfielder,29.0,27.0,2381.0,1.5546,3.7438,1090.0,583.0,162.0,43.0
2018-19,28147,Mohamed Diamé,Midfielder,29.0,24.0,2166.0,1.0267,0.3137,263.0,218.0,144.0,47.0
2018-19,28554,Samir Nasri,Midfielder,5.0,3.0,245.0,0.1251,0.5246,101.0,31.0,9.0,
2018-19,33148,Claudio Bravo,Goalkeeper,,,,,,,,,
2018-19,37096,Lukasz Fabianski,Goalkeeper,38.0,38.0,3420.0,,0.0532,249.0,880.0,371.0,
2018-19,37265,Alexis Sánchez,Forward,20.0,9.0,877.0,1.5025,2.7008,209.0,88.0,39.0,10.0
2018-19,37402,Christian Fuchs,Defender,3.0,2.0,206.0,0.0687,0.1985,68.0,45.0,17.0,3.0
2018-19,37572,Sergio Agüero,Forward,33.0,31.0,2478.0,18.1448,4.3048,515.0,133.0,70.0,9.0
2018-19,37605,Mesut Özil,Midfielder,24.0,20.0,1741.0,1.7133,5.0087,776.0,303.0,82.0,5.0
2018-19,37642,Jonny Evans,Defender,24.0,21.0,1994.0,0.8638,0.1706,200.0,376.0,113.0,13.0
2018-19,37915,Hugo Lloris,Goalkeeper,33.0,33.0,2970.0,,0.0342,93.0,539.0,256.0,
2018-19,38038,Ben Hamer,Goalkeeper,7.0,7.0,553.0,,0.009,45.0,167.0,56.0,
2018-19,38290,Danny Rose,Defender,26.0,20.0,1798.0,0.7382,1.9822,427.0,381.0,105.0,31.0
2018-19,38411,Nacho Monreal,Defender,22.0,21.0,1861.0,1.3217,1.2755,509.0,428.0,101.0,17.0
2018-19,38439,Étienne Capoue,Midfielder,33.0,33.0,2946.0,1.4116,1.0143,693.0,538.0,255.0,56.0
2018-19,38454,Dejan Lovren,Defender,13.0,11.0,986.0,0.6993,0.3537,193.0,296.0,44.0,9.0
2018-19,38490,Beram Kayal,Midfielder,18.0,9.0,937.0,0.4109,0.4461,88.0,117.0,56.0,17.0
2018-19,38533,Rui Patrício,Goalkeeper,37.0,37.0,3329.0,,0.012,112.0,600.0,260.0,
2018-19,38716,Lee Peltier,Defender,20.0,17.0,1543.0,0.0237,0.2211,120.0,189.0,71.0,25.0
2018-19,39155,Adam Lallana,Midfielder,13.0,5.0,465.0,0.2588,0.4991,180.0,87.0,25.0,9.0
2018-19,39194,Jan Vertonghen,Defender,22.0,22.0,1914.0,1.006,0.8414,588.0,527.0,139.0,23.0
2018-19,39215,Michel Vorm,Goalkeeper,2.0,2.0,180.0,,0.0005,2.0,20.0,18.0,
2018-19,39476,Sokratis Papastathopoulos,Defender,25.0,25.0,2199.0,0.8069,0.5828,265.0,473.0,102.0,25.0
2018-19,39847,Steven Defour,Midfielder,6.0,6.0,452.0,,0.1817,91.0,78.0,31.0,4.0
2018-19,40002,Matteo Darmian,Defender,6.0,5.0,444.0,0.0289,0.2909,80.0,71.0,24.0,8.0
2018-19,40142,Andy Carroll,Forward,12.0,3.0,455.0,2.2059,0.3532,57.0,41.0,14.0,2.0
2018-19,40145,Jack Cork,Defender,37.0,37.0,3313.0,1.4642,1.6371,610.0,391.0,219.0,27.0
2018-19,40146,Ryan Bertrand,Defender,24.0,24.0,2160.0,1.2373,1.5733,407.0,331.0,76.0,27.0
2018-19,40232,Gonzalo Higuaín,Forward,14.0,13.0,1092.0,4.8844,0.951,183.0,44.0,28.0,7.0
2018-19,40349,Asmir Begovic,Goalkeeper,24.0,24.0,2160.0,,0.0209,96.0,379.0,190.0,
2018-19,40383,Fraser Forster,Goalkeeper,1.0,1.0,90.0,,0.0005,5.0,19.0,5.0,
2018-19,40387,Dan Gosling,Midfielder,25.0,19.0,1738.0,1.9326,1.1897,376.0,352.0,131.0,24.0
2018-19,40559,Fabri,Goalkeeper,2.0,2.0,180.0,,0.0027,7.0,34.0,21.0,1.0
2018-19,40616,Stephen Ward,Defender,3.0,3.0,230.0,0.0589,0.0507,48.0,53.0,15.0,2.0
2018-19,40669,Angelo Ogbonna,Defender,24.0,20.0,1871.0,1.8931,0.4937,223.0,309.0,93.0,13.0
2018-19,40725,Danny Simpson,Defender,6.0,3.0,291.0,,0.0148,32.0,42.0,14.0,3.0
2018-19,40755,Daniel Sturridge,Forward,18.0,4.0,499.0,1.233,0.5979,108.0,52.0,18.0,3.0
2018-19,40784,Mamadou Sakho,Defender,27.0,27.0,2417.0,0.4448,0.2549,378.0,636.0,192.0,16.0
2018-19,40836,Vicente Guaita,Goalkeeper,20.0,20.0,1755.0,,0.0205,111.0,438.0,182.0,
2018-19,40845,Dale Stephens,Midfielder,30.0,29.0,2487.0,0.3217,0.7289,531.0,405.0,200.0,57.0
2018-19,40868,José Holebas,Defender,28.0,27.0,2394.0,0.9885,3.5093,354.0,434.0,136.0,40.0
2018-19,41270,David Luiz,Defender,36.0,36.0,3239.0,2.5926,2.7723,938.0,1014.0,203.0,31.0
2018-19,41320,Charlie Daniels,Defender,21.0,17.0,1585.0,0.4444,1.0811,336.0,371.0,108.0,15.0
2018-19,41328,César Azpilicueta,Defender,38.0,38.0,3403.0,1.1985,3.1358,1118.0,792.0,201.0,60.0
2018-19,41338,Craig Cathcart,Defender,36.0,35.0,3098.0,1.5302,0.4018,303.0,520.0,161.0,31.0
2018-19,41464,Marko Arnautovic,Forward,28.0,24.0,1999.0,8.9362,2.578,355.0,124.0,48.0,5.0
2018-19,41674,Kevin Long,Defender,6.0,5.0,513.0,0.0608,0.0248,40.0,66.0,24.0,10.0
2018-19,41725,Troy Deeney,Forward,32.0,28.0,2547.0,9.8889,2.7036,362.0,313.0,91.0,14.0
2018-19,41727,Ryan Bennett,Defender,34.0,34.0,3060.0,1.2685,0.5061,367.0,564.0,133.0,32.0
2018-19,41733,Georginio Wijnaldum,Midfielder,35.0,32.0,2736.0,2.975,1.9856,910.0,395.0,182.0,27.0
2018-19,41792,Aaron Ramsey,Midfielder,28.0,14.0,1327.0,3.4024,2.293,412.0,201.0,89.0,18.0
2018-19,41823,Fabian Delph,Midfielder,11.0,8.0,725.0,0.106,0.4986,384.0,180.0,54.0,14.0
2018-19,41945,Sebastian Prödl,Defender,1.0,,13.0,,,,1.0,,
2018-19,42748,Gaëtan Bong,Defender,22.0,19.0,1805.0,0.0927,0.6022,230.0,337.0,112.0,9.0
2018-19,42774,Morgan Schneiderlin,Midfielder,14.0,10.0,835.0,0.1443,0.6182,257.0,153.0,71.0,16.0
2018-19,42786,Eden Hazard,Forward,37.0,32.0,2925.0,10.5384,10.0044,1376.0,387.0,103.0,9.0
2018-19,42824,Carlos Sánchez,Midfielder,7.0,2.0,240.0,0.0876,0.0449,59.0,31.0,13.0,3.0
2018-19,42899,Sergio Romero,Goalkeeper,,,,,,,,,
2018-19,43020,Chicharito,Forward,25.0,14.0,1337.0,7.033,0.4613,148.0,62.0,32.0,
2018-19,43250,Tom Cleverley,Midfielder,13.0,4.0,471.0,0.2302,0.2302,100.0,70.0,37.0,9.0
2018-19,43626,Håvard Nordtveit,Defender,5.0,4.0,361.0,,0.0216,45.0,90.0,25.0,4.0
2018-19,43670,Juan Mata,Midfielder,22.0,16.0,1293.0,1.5503,2.7825,433.0,151.0,71.0,4.0
2018-19,43808,Markus Suttner,Defender,,,,,,,,,
2018-19,44343,Bakary Sako,Midfielder,4.0,,26.0,,0.001,3.0,1.0,5.0,1.0
2018-19,44346,Olivier Giroud,Forward,27.0,7.0,833.0,4.5877,0.5378,135.0,41.0,22.0,2.0
2018-19,44699,Ashley Barnes,Forward,37.0,26.0,2386.0,13.8534,2.4871,212.0,184.0,77.0,17.0
2018-19,45196,Gary Madine,Forward,5.0,,32.0,,0.0382,8.0,6.0,2.0,1.0
2018-19,45220,Alex Smithies,Goalkeeper,,,,,,,,,
2018-19,45268,Moussa Sissoko,Midfielder,29.0,27.0,2337.0,0.9243,1.7908,639.0,311.0,208.0,25.0
2018-19,46483,Adrien Silva,Midfielder,2.0,1.0,88.0,,0.0365,42.0,21.0,5.0,2.0
2018-19,47431,Willian,Forward,32.0,26.0,2108.0,4.1784,5.2243,821.0,254.0,105.0,21.0
2018-19,48615,Harry Arter,Midfielder,25.0,24.0,2006.0,0.9005,1.2119,296.0,235.0,128.0,37.0
2018-19,48760,Zanka,Defender,24.0,24.0,2148.0,1.4193,0.352,313.0,564.0,152.0,31.0
2018-19,49262,Jason Steele,Goalkeeper,,,,,,,,,
2018-19,49382,Bruno Ecuele Manga,Defender,38.0,37.0,3375.0,1.0897,0.5544,327.0,551.0,268.0,36.0
2018-19,49413,James Tomkins,Defender,29.0,29.0,2562.0,1.4387,0.9532,258.0,394.0,111.0,20.0
2018-19,49579,Pedro,Forward,31.0,21.0,1780.0,5.7875,3.528,651.0,195.0,94.0,14.0
2018-19,49806,Junior Hoilett,Forward,32.0,23.0,2142.0,3.6857,1.6834,238.0,155.0,114.0,28.0
2018-19,49845,Aron Gunnarsson,Midfielder,28.0,27.0,2275.0,2.0438,0.8273,302.0,281.0,174.0,29.0
2018-19,49982,Sean Morrison,Defender,34.0,34.0,3040.0,5.0442,2.8032,173.0,377.0,152.0,17.0
2018-19,50093,David Button,Goalkeeper,4.0,4.0,360.0,,0.0043,22.0,90.0,33.0,
2018-19,50175,Danny Welbeck,Forward,8.0,1.0,147.0,0.7926,0.4664,33.0,20.0,11.0,2.0
2018-19,50232,Jonjo Shelvey,Midfielder,16.0,10.0,944.0,0.9128,1.5426,270.0,276.0,83.0,11.0
2018-19,50471,James McArthur,Midfielder,38.0,36.0,3072.0,4.1638,3.0709,622.0,467.0,216.0,51.0
2018-19,50472,James McCarthy,Midfielder,1.0,,14.0,,0.0004,1.0,,,1.0
2018-19,51344,Rajiv van La Parra,Forward,5.0,5.0,407.0,0.2066,0.2157,58.0,13.0,33.0,6.0
2018-19,51507,Laurent Koscielny,Defender,17.0,13.0,1330.0,1.3798,0.1968,215.0,210.0,80.0,11.0
2018-19,51927,Ben Mee,Defender,38.0,38.0,3420.0,1.5782,0.9388,424.0,727.0,246.0,23.0
2018-19,51938,Marc Albrighton,Midfielder,27.0,18.0,1626.0,1.199,2.2838,279.0,242.0,141.0,22.0
2018-19,51940,David de Gea,Goalkeeper,38.0,38.0,3420.0,,0.0533,195.0,746.0,291.0,
2018-19,52153,Miguel Britos,Defender,3.0,2.0,185.0,,0.0046,15.0,28.0,13.0,2.0
2018-19,52484,Leon Balogun,Defender,8.0,5.0,591.0,0.0651,0.1016,23.0,74.0,27.0,6.0
2018-19,52940,Daryl Janmaat,Defender,18.0,17.0,1522.0,0.4748,2.122,231.0,252.0,103.0,24.0
2018-19,54102,Jack Wilshere,Midfielder,8.0,4.0,389.0,0.1607,0.2252,115.0,40.0,27.0,4.0
2018-19,54284,Chris Löwe,Defender,29.0,23.0,2056.0,0.6364,1.5563,334.0,350.0,98.0,18.0
2018-19,54421,Floyd Ayité,Forward,16.0,3.0,468.0,0.3812,0.4163,104.0,42.0,37.0,4.0
2018-19,54469,Adam Smith,Defender,25.0,25.0,2072.0,0.5214,0.8113,399.0,367.0,106.0,32.0
2018-19,54484,Kiko Femenía,Defender,29.0,22.0,2046.0,0.417,2.063,424.0,342.0,128.0,31.0
2018-19,54527,Loïc Damour,Midfielder,2.0,,21.0,0.0305,0.0066,5.0,4.0,1.0,
2018-19,54694,Pierre-Emerick Aubameyang,Forward,36.0,30.0,2731.0,23.1385,3.5464,390.0,179.0,66.0,17.0
2018-19,54756,Victor Wanyama,Midfielder,13.0,4.0,513.0,0.9823,0.1258,160.0,81.0,39.0,13.0
2018-19,54861,Christian Benteke,Forward,16.0,9.0,813.0,3.3748,0.4048,91.0,68.0,18.0,1.0
2018-19,55037,Cheikhou Kouyaté,Midfielder,31.0,21.0,1897.0,1.1432,0.9407,337.0,291.0,113.0,32.0
2018-19,55038,Kevin McDonald,Midfielder,15.0,10.0,842.0,0.1207,0.1488,213.0,172.0,47.0,11.0
2018-19,55422,Gylfi Sigurdsson,Midfielder,38.0,36.0,3127.0,10.9435,6.0742,579.0,383.0,157.0,36.0
2018-19,55459,Aaron Cresswell,Defender,20.0,18.0,1590.0,0.4753,1.3533,403.0,359.0,86.0,16.0
2018-19,55494,Joel Ward,Defender,7.0,6.0,551.0,0.564,0.1027,73.0,118.0,31.0,7.0
2018-19,55605,Toby Alderweireld,Defender,34.0,33.0,2923.0,1.1413,1.6983,665.0,761.0,193.0,24.0
2018-19,55909,Chris Smalling,Defender,24.0,24.0,2128.0,1.1993,0.4073,205.0,281.0,81.0,17.0
2018-19,56377,Andrii Yarmolenko,Midfielder,9.0,5.0,460.0,1.0739,0.8,105.0,55.0,29.0,1.0
2018-19,56872,Junior Stanislas,Midfielder,23.0,11.0,1025.0,3.065,2.2775,269.0,151.0,52.0,6.0
2018-19,56917,Steve Cook,Defender,31.0,31.0,2787.0,1.2943,0.6871,382.0,629.0,144.0,19.0
2018-19,56979,Jordan Henderson,Midfielder,32.0,21.0,1982.0,1.4772,2.2203,875.0,428.0,168.0,36.0
2018-19,56981,Joe Bennett,Defender,30.0,30.0,2641.0,0.5511,1.3309,345.0,361.0,129.0,29.0
2018-19,56983,Matt Ritchie,Midfielder,36.0,35.0,2939.0,5.1531,3.7169,533.0,397.0,172.0,44.0
2018-19,57134,Salomón Rondón,Forward,32.0,30.0,2608.0,10.8119,3.1021,367.0,213.0,108.0,3.0
2018-19,57145,Federico Fernández,Defender,19.0,17.0,1482.0,0.1747,0.4103,141.0,244.0,78.0,12.0
2018-19,57249,Henrikh Mkhitaryan,Midfielder,25.0,19.0,1644.0,5.094,4.3084,447.0,202.0,124.0,22.0
2018-19,57328,Nathaniel Clyne,Defender,18.0,14.0,1253.0,0.1404,0.7998,219.0,234.0,64.0,21.0
2018-19,57410,Nicolás Otamendi,Defender,18.0,14.0,1234.0,1.3054,0.2073,501.0,267.0,70.0,14.0
2018-19,57513,Jonas Lössl,Goalkeeper,31.0,30.0,2777.0,,0.0791,224.0,765.0,266.0,
2018-19,57531,Michail Antonio,Forward,33.0,22.0,2099.0,7.0958,2.5019,331.0,225.0,114.0,14.0
2018-19,58376,Alex McCarthy,Goalkeeper,25.0,25.0,2250.0,,0.0291,117.0,496.0,198.0,
2018-19,58621,Kyle Walker,Defender,33.0,30.0,2777.0,0.7848,2.3544,1293.0,699.0,170.0,26.0
2018-19,58786,Martin Kelly,Defender,13.0,12.0,1110.0,0.4309,0.0848,89.0,182.0,42.0,13.0
2018-19,58822,Cédric Soares,Defender,18.0,16.0,1494.0,0.3435,1.0488,283.0,240.0,83.0,17.0
2018-19,58845,Ciaran Clark,Defender,11.0,9.0,858.0,0.5184,0.0434,67.0,140.0,46.0,16.0
2018-19,58893,Marcos Rojo,Defender,5.0,2.0,211.0,0.2391,0.0323,38.0,59.0,8.0,3.0
2018-19,59125,Connor Wickham,Forward,6.0,,61.0,0.3685,0.0017,4.0,3.0,2.0,
2018-19,59735,Karl Darlow,Goalkeeper,,,,,,,,,
2018-19,59779,Pedro Obiang,Midfielder,24.0,12.0,1120.0,0.6335,0.6992,255.0,183.0,73.0,23.0
2018-19,59846,Ander Herrera,Midfielder,22.0,16.0,1404.0,1.2984,1.4473,457.0,313.0,114.0,28.0
2018-19,59859,Ilkay Gündogan,Midfielder,31.0,23.0,2135.0,4.0591,5.1653,1258.0,406.0,154.0,12.0
2018-19,59949,Séamus Coleman,Defender,29.0,29.0,2560.0,1.6637,2.3775,540.0,487.0,169.0,25.0
2018-19,59966,Alexandre Lacazette,Forward,35.0,27.0,2470.0,11.66,3.3569,441.0,183.0,73.0,16.0
2018-19,60252,Andros Townsend,Midfielder,38.0,34.0,3016.0,4.6301,4.5763,605.0,261.0,193.0,35.0
2018-19,60307,Pascal Groß,Midfielder,25.0,24.0,1876.0,4.4071,4.2454,446.0,279.0,90.0,12.0
2018-19,60551,Ashley Westwood,Midfielder,34.0,31.0,2822.0,1.917,4.0259,665.0,536.0,234.0,30.0
2018-19,60586,Jóhann Gudmundsson,Forward,29.0,19.0,1749.0,2.8511,3.5811,294.0,145.0,118.0,11.0
2018-19,60689,Chris Wood,Forward,38.0,29.0,2594.0,8.7969,2.7269,271.0,154.0,89.0,9.0
2018-19,60706,Adrián,Goalkeeper,,,,,,,,,
2018-19,60914,Joël Matip,Defender,22.0,17.0,1535.0,0.7114,0.9385,387.0,447.0,95.0,26.0
2018-19,61316,Joselu,Forward,16.0,5.0,587.0,1.6112,0.1743,78.0,54.0,22.0,8.0
2018-19,61366,Kevin De Bruyne,Midfielder,19.0,11.0,945.0,1.3667,3.296,456.0,200.0,61.0,15.0
2018-19,61566,Roberto Pereyra,Midfielder,33.0,33.0,2821.0,5.5931,2.997,640.0,265.0,186.0,12.0
2018-19,61603,Danny Drinkwater,Midfielder,,,,,,,,,
2018-19,61739,Maxime Le Marchand,Defender,26.0,25.0,2252.0,0.3126,0.7038,332.0,573.0,164.0,36.0
2018-19,61916,Stefan Johansen,Midfielder,12.0,4.0,411.0,0.0503,0.2464,110.0,100.0,35.0,3.0
2018-19,61933,Shane Duffy,Defender,35.0,35.0,3088.0,3.0853,0.3449,201.0,506.0,144.0,20.0
2018-19,62398,Nemanja Matic,Midfielder,28.0,28.0,2440.0,1.2876,0.9072,768.0,530.0,207.0,30.0
2018-19,62974,Érik Lamela,Midfielder,19.0,9.0,972.0,3.3289,1.8949,267.0,75.0,59.0,13.0
2018-19,66242,Davy Pröpper,Midfielder,30.0,30.0,2551.0,0.8531,1.3989,533.0,398.0,192.0,28.0
2018-19,66749,Romelu Lukaku,Forward,32.0,22.0,2130.0,10.7033,2.9107,264.0,115.0,31.0,4.0
2018-19,66797,Simon Mignolet,Goalkeeper,,,,,,,,,
2018-19,66838,Cenk Tosun,Forward,25.0,10.0,1050.0,5.0385,0.8363,139.0,72.0,40.0,9.0
2018-19,66842,André Schürrle,Midfielder,24.0,21.0,1649.0,3.6324,1.528,289.0,129.0,80.0,18.0
2018-19,66975,Luka Milivojevic,Midfielder,38.0,38.0,3420.0,10.8522,3.3173,827.0,655.0,194.0,68.0
2018-19,67089,Martin Dúbravka,Goalkeeper,38.0,38.0,3420.0,,0.0507,212.0,776.0,325.0,
2018-19,68312,Xherdan Shaqiri,Midfielder,24.0,11.0,1058.0,3.874,2.5582,375.0,169.0,65.0,4.0
2018-19,68983,Matthew Lowton,Defender,21.0,19.0,1748.0,0.639,0.6848,253.0,320.0,128.0,35.0
2018-19,69140,Shkodran Mustafi,Defender,31.0,31.0,2615.0,1.5031,0.5993,429.0,693.0,116.0,45.0
2018-19,72681,Denis Odoi,Defender,31.0,29.0,2594.0,0.6169,0.6042,392.0,519.0,191.0,34.0
2018-19,73426,Andre Gray,Forward,29.0,13.0,1360.0,5.1478,1.1665,128.0,45.0,22.0,1.0
2018-19,73459,Jazz Richards,Defender,4.0,,129.0,,0.0051,9.0,12.0,4.0,
2018-19,74208,Paul Pogba,Midfielder,35.0,34.0,3009.0,15.1818,5.0191,1136.0,622.0,218.0,30.0
2018-19,74230,Patrick van Aanholt,Defender,36.0,36.0,3197.0,2.6077,3.659,698.0,666.0,216.0,24.0
2018-19,74297,Leandro Bacuna,Midfielder,11.0,4.0,554.0,0.1225,0.1451,59.0,62.0,39.0,10.0
2018-19,74471,Aaron Mooy,Midfielder,29.0,25.0,2327.0,2.844,2.6552,737.0,464.0,204.0,43.0
2018-19,75115,Callum Wilson,Forward,30.0,29.0,2534.0,13.4296,2.8636,217.0,104.0,59.0,7.0
2018-19,75826,Danny Ward,Forward,14.0,4.0,440.0,0.6129,0.1388,38.0,29.0,11.0,1.0
2018-19,76357,Tom Cairney,Midfielder,31.0,24.0,2198.0,1.1083,3.0978,733.0,281.0,139.0,21.0
2018-19,76359,Phil Jones,Defender,18.0,15.0,1262.0,0.4442,0.4101,204.0,221.0,92.0,13.0
2018-19,76360,Nathaniel Méndez-Laing,Forward,20.0,11.0,986.0,2.292,1.6314,132.0,80.0,58.0,25.0
2018-19,76542,Ki Sung-Yueng,Midfielder,18.0,14.0,1302.0,0.2538,0.9983,269.0,161.0,94.0,10.0
2018-19,77359,Florian Lejeune,Defender,12.0,12.0,1055.0,0.4492,0.4869,148.0,246.0,74.0,15.0
2018-19,77794,Kieran Trippier,Defender,27.0,26.0,2278.0,0.4939,4.7284,710.0,579.0,166.0,37.0
2018-19,78007,Joshua King,Forward,35.0,34.0,2970.0,13.4589,2.9411,404.0,187.0,149.0,19.0
2018-19,78056,Oriol Romeu,Midfielder,31.0,25.0,2139.0,0.9586,0.7693,487.0,417.0,186.0,46.0
2018-19,78356,Charlie Austin,Forward,25.0,11.0,980.0,4.0852,0.2638,69.0,45.0,28.0,7.0
2018-19,78412,Shinji Okazaki,Forward,21.0,1.0,270.0,0.5587,0.1637,49.0,26.0,8.0,5.0
2018-19,78830,Harry Kane,Forward,28.0,27.0,2427.0,14.7666,1.844,320.0,142.0,58.0,5.0
2018-19,78911,Kadeem Harris,Forward,13.0,3.0,366.0,0.8022,0.3453,53.0,14.0,10.0,5.0
2018-19,78916,Dan Burn,Defender,,,,,,,,,
2018-19,79228,Pape Souaré,Defender,1.0,,1.0,,0.0001,1.0,,1.0,
2018-19,79619,Jonathan Hogg,Midfielder,29.0,29.0,2375.0,0.2793,1.1419,628.0,482.0,234.0,40.0
2018-19,80146,Jordan Ayew,Forward,20.0,14.0,1187.0,2.8847,0.5441,128.0,60.0,41.0,23.0
2018-19,80201,Bernd Leno,Goalkeeper,32.0,31.0,2835.0,,0.019,75.0,538.0,298.0,
2018-19,80226,Sèrge Aurier,Defender,8.0,6.0,563.0,0.135,0.945,124.0,109.0,31.0,13.0
2018-19,80254,Carl Jenkinson,Defender,3.0,2.0,165.0,,0.0598,35.0,23.0,8.0,2.0
2018-19,80447,Maya Yoshida,Defender,17.0,17.0,1519.0,1.8872,0.4521,142.0,256.0,92.0,12.0
2018-19,80607,Christian Eriksen,Midfielder,35.0,30.0,2771.0,5.4401,7.6736,1053.0,564.0,188.0,25.0
2018-19,80755,Danny Williams,Midfielder,5.0,1.0,95.0,0.0266,0.0045,13.0,7.0,7.0,
2018-19,80792,Greg Cunningham,Defender,7.0,7.0,630.0,0.0669,0.1557,82.0,93.0,29.0,7.0
2018-19,80801,Idrissa Gueye,Midfielder,33.0,32.0,2825.0,0.6452,1.4149,777.0,571.0,254.0,89.0
2018-19,81012,Ryan Fredericks,Defender,15.0,12.0,1085.0,0.4999,0.5079,182.0,179.0,51.0,23.0
2018-19,81183,Matej Vydra,Forward,13.0,3.0,313.0,1.8651,0.5547,34.0,24.0,8.0,1.0
2018-19,81880,Alex Oxlade-Chamberlain,Midfielder,2.0,,19.0,0.543,0.0044,9.0,6.0,1.0,1.0
2018-19,82078,Kenneth Zohore,Forward,19.0,7.0,746.0,1.7173,1.0471,71.0,40.0,19.0,2.0
2018-19,82263,Marcos Alonso,Defender,31.0,31.0,2761.0,3.4007,2.5632,933.0,651.0,213.0,46.0
2018-19,82403,Wilfried Zaha,Forward,34.0,34.0,3040.0,5.5098,5.127,584.0,214.0,135.0,20.0
2018-19,82514,Tim Ream,Defender,26.0,25.0,2049.0,0.0271,0.1551,282.0,392.0,111.0,14.0
2018-19,83283,Nathan Redmond,Forward,38.0,36.0,3275.0,7.8889,5.5565,665.0,274.0,171.0,22.0
2018-19,83299,Lewis Dunk,Defender,36.0,36.0,3153.0,1.7786,0.7158,341.0,526.0,207.0,26.0
2018-19,83312,Ben Gibson,Defender,1.0,1.0,63.0,0.7284,0.0013,6.0,20.0,3.0,1.0
2018-19,83314,Jeff Hendrick,Midfielder,32.0,25.0,2070.0,1.9303,1.4239,263.0,204.0,121.0,12.0
2018-19,83543,Anthony Knockaert,Midfielder,30.0,18.0,1833.0,2.058,3.6771,335.0,148.0,120.0,21.0
2018-19,84112,Collin Quaner,Midfielder,2.0,,37.0,,0.0794,12.0,4.0,2.0,
2018-19,84450,Granit Xhaka,Midfielder,29.0,29.0,2500.0,2.041,3.5241,988.0,718.0,207.0,29.0
2018-19,84939,Danny Ings,Forward,24.0,23.0,1666.0,9.301,2.318,206.0,119.0,74.0,14.0
2018-19,85368,Christopher Schindler,Defender,37.0,37.0,3262.0,1.1258,0.4024,276.0,568.0,122.0,36.0
2018-19,85624,Christian Kabasele,Defender,21.0,19.0,1587.0,1.4899,0.0528,104.0,245.0,60.0,14.0
2018-19,85955,Jorginho,Midfielder,37.0,37.0,3165.0,1.4085,5.208,1613.0,1016.0,274.0,38.0
2018-19,85971,Son Heung-Min,Forward,31.0,23.0,2045.0,7.4751,3.153,508.0,141.0,95.0,12.0
2018-19,86153,Martín Montoya,Defender,25.0,24.0,2166.0,0.1951,1.5439,332.0,402.0,97.0,35.0
2018-19,86417,Jeffrey Schlupp,Midfielder,30.0,18.0,1665.0,3.2326,1.0311,296.0,228.0,90.0,20.0
2018-19,86881,Nampalys Mendy,Midfielder,31.0,23.0,2088.0,0.0681,0.4525,503.0,295.0,146.0,18.0
2018-19,86934,Manuel Lanzini,Midfielder,10.0,8.0,689.0,1.1449,1.1999,257.0,125.0,47.0,7.0
