field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement,eligibility_player,eligibility_fixture,eligibility_team,target_entity,eligibility_status_normalized,verification_result,explicit_contract_detected
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].total_points,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_in_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].transfers_out_event,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_form,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].value_season,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,FIXTURE,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].web_name,fpl,bootstrap-static.json,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,,GRAIN_UNMAPPED,TEAM,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].yellow_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,PLAYER,GRAIN_UNMAPPED,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].yellow_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,FIXTURE,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].yellow_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,GRAIN_UNMAPPED,,,TEAM,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
elements[].yellow_cards,fpl,bootstrap-static.json,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,,GRAIN_UNMAPPED,,PLAYER,,NOT_STRUCTURALLY_ELIGIBLE,FALSE
