season,fixture_id,fixture_code,gameweek,kickoff_time,home_team_id,home_team_name,away_team_id,away_team_name,home_score,away_score
2019-20,275,,29,2020-03-11T19:30:00Z,11,Manchester City,1,Arsenal,,
